Start time (UTC), 0720 
 Sky conditions, CO-SDNV mostly, occasionally drizzly 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.45948
 Ship longitude, 1.74546
Position, 1A, 1B,  2,  3,  4, 5A, 5B,  6,  7
Surface type,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN, 96.0,  NaN,  NaN
Surface thickness (cm),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notes,                   NaN,                   NaN, windy - small ripples,        medium ripples,         small ripples,                   NaN,                   NaN,         small ripples,                   NaN
Change in incident (%),0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 10.0, 10.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7,Albedo8
583,0.759,0.472,0.359,0.350,0.427,0.766,0.720,0.507,0.708
584,0.759,0.471,0.357,0.349,0.425,0.766,0.719,0.504,0.707
585,0.759,0.471,0.356,0.347,0.423,0.766,0.719,0.502,0.706
586,0.759,0.470,0.354,0.346,0.421,0.766,0.718,0.500,0.706
587,0.759,0.469,0.352,0.344,0.418,0.765,0.718,0.498,0.705
588,0.758,0.468,0.350,0.343,0.416,0.766,0.718,0.496,0.705
589,0.758,0.467,0.348,0.341,0.413,0.765,0.717,0.493,0.704
590,0.757,0.466,0.346,0.339,0.410,0.765,0.717,0.491,0.703
591,0.757,0.464,0.344,0.337,0.408,0.764,0.716,0.488,0.702
592,0.757,0.463,0.342,0.336,0.405,0.764,0.716,0.486,0.701
593,0.757,0.462,0.340,0.334,0.403,0.763,0.715,0.483,0.699
594,0.757,0.461,0.338,0.332,0.399,0.763,0.714,0.480,0.698
595,0.757,0.460,0.335,0.330,0.396,0.762,0.713,0.477,0.697
596,0.757,0.459,0.333,0.327,0.393,0.762,0.713,0.473,0.695
597,0.757,0.457,0.330,0.325,0.389,0.761,0.712,0.469,0.694
598,0.757,0.456,0.327,0.323,0.385,0.761,0.711,0.466,0.692
599,0.757,0.454,0.324,0.320,0.382,0.760,0.710,0.462,0.690
600,0.756,0.453,0.321,0.317,0.378,0.759,0.709,0.458,0.689
601,0.756,0.452,0.319,0.315,0.375,0.758,0.708,0.455,0.687
602,0.756,0.450,0.317,0.313,0.372,0.758,0.707,0.452,0.686
603,0.756,0.449,0.315,0.312,0.369,0.758,0.706,0.450,0.685
604,0.756,0.448,0.313,0.310,0.367,0.757,0.706,0.448,0.684
605,0.756,0.448,0.312,0.309,0.366,0.757,0.705,0.446,0.683
606,0.756,0.447,0.310,0.308,0.364,0.756,0.704,0.444,0.682
607,0.755,0.447,0.309,0.307,0.363,0.756,0.703,0.442,0.681
608,0.755,0.446,0.308,0.306,0.362,0.755,0.703,0.441,0.680
609,0.755,0.445,0.307,0.305,0.361,0.755,0.703,0.439,0.680
610,0.755,0.445,0.306,0.304,0.359,0.755,0.702,0.438,0.679
611,0.755,0.444,0.305,0.303,0.358,0.754,0.701,0.436,0.678
612,0.755,0.443,0.304,0.302,0.357,0.754,0.701,0.435,0.677
613,0.754,0.443,0.303,0.301,0.356,0.753,0.700,0.433,0.676
614,0.754,0.442,0.302,0.300,0.354,0.753,0.699,0.432,0.675
615,0.754,0.441,0.300,0.298,0.353,0.752,0.698,0.430,0.675
616,0.754,0.440,0.299,0.297,0.351,0.752,0.698,0.428,0.674
617,0.753,0.440,0.298,0.296,0.350,0.751,0.697,0.426,0.673
618,0.753,0.439,0.297,0.295,0.349,0.751,0.696,0.425,0.672
619,0.753,0.438,0.296,0.294,0.347,0.750,0.695,0.423,0.671
620,0.753,0.438,0.295,0.293,0.346,0.750,0.695,0.422,0.670
621,0.752,0.437,0.293,0.292,0.345,0.749,0.694,0.420,0.669
622,0.752,0.436,0.292,0.291,0.343,0.749,0.693,0.418,0.668
623,0.752,0.435,0.291,0.289,0.342,0.749,0.692,0.417,0.668
624,0.751,0.434,0.290,0.288,0.340,0.748,0.691,0.415,0.667
625,0.751,0.434,0.289,0.287,0.339,0.747,0.691,0.414,0.666
626,0.751,0.433,0.288,0.286,0.338,0.747,0.690,0.412,0.665
627,0.750,0.432,0.287,0.285,0.336,0.747,0.689,0.410,0.664
628,0.750,0.431,0.285,0.284,0.335,0.746,0.689,0.409,0.664
629,0.749,0.430,0.284,0.283,0.334,0.746,0.687,0.407,0.663
630,0.749,0.430,0.283,0.282,0.332,0.745,0.686,0.405,0.661
631,0.749,0.429,0.282,0.281,0.331,0.745,0.686,0.404,0.660
632,0.749,0.428,0.281,0.279,0.329,0.744,0.685,0.402,0.659
633,0.748,0.428,0.280,0.278,0.328,0.743,0.684,0.400,0.658
634,0.748,0.427,0.279,0.278,0.327,0.743,0.683,0.398,0.657
635,0.748,0.426,0.278,0.276,0.326,0.742,0.682,0.397,0.656
636,0.747,0.425,0.277,0.275,0.324,0.741,0.681,0.395,0.655
637,0.747,0.425,0.276,0.274,0.323,0.741,0.680,0.394,0.654
638,0.747,0.424,0.275,0.273,0.322,0.740,0.679,0.392,0.654
639,0.747,0.423,0.274,0.272,0.320,0.739,0.678,0.391,0.652
640,0.746,0.422,0.272,0.271,0.319,0.739,0.677,0.389,0.651
641,0.746,0.421,0.271,0.270,0.318,0.738,0.676,0.387,0.651
642,0.745,0.421,0.270,0.269,0.316,0.737,0.676,0.386,0.650
643,0.745,0.420,0.269,0.268,0.315,0.737,0.675,0.384,0.649
644,0.744,0.419,0.268,0.267,0.314,0.736,0.674,0.383,0.648
645,0.744,0.418,0.267,0.266,0.313,0.736,0.673,0.382,0.648
646,0.743,0.417,0.267,0.265,0.312,0.736,0.673,0.380,0.647
647,0.742,0.417,0.266,0.264,0.310,0.736,0.672,0.379,0.647
648,0.742,0.416,0.264,0.263,0.309,0.735,0.671,0.378,0.646
649,0.742,0.415,0.263,0.262,0.308,0.734,0.671,0.376,0.645
650,0.741,0.414,0.262,0.261,0.306,0.733,0.670,0.374,0.644
651,0.741,0.413,0.261,0.260,0.304,0.733,0.669,0.372,0.643
652,0.741,0.413,0.260,0.259,0.303,0.732,0.668,0.371,0.642
653,0.741,0.412,0.259,0.258,0.302,0.732,0.667,0.369,0.641
654,0.740,0.411,0.257,0.257,0.301,0.731,0.666,0.368,0.640
655,0.740,0.410,0.256,0.255,0.299,0.731,0.666,0.366,0.640
656,0.740,0.409,0.255,0.254,0.297,0.730,0.665,0.364,0.638
657,0.739,0.408,0.253,0.253,0.295,0.729,0.664,0.362,0.637
658,0.739,0.407,0.252,0.251,0.293,0.729,0.663,0.360,0.636
659,0.739,0.405,0.251,0.250,0.292,0.728,0.662,0.358,0.635
660,0.738,0.405,0.250,0.249,0.291,0.728,0.661,0.357,0.635
661,0.738,0.404,0.249,0.248,0.290,0.727,0.661,0.356,0.634
662,0.737,0.403,0.248,0.247,0.288,0.727,0.660,0.354,0.633
663,0.737,0.403,0.247,0.246,0.287,0.726,0.659,0.353,0.632
664,0.737,0.402,0.246,0.246,0.286,0.726,0.659,0.353,0.631
665,0.737,0.402,0.245,0.245,0.285,0.725,0.658,0.352,0.631
666,0.736,0.401,0.244,0.244,0.285,0.725,0.657,0.350,0.630
667,0.736,0.400,0.244,0.243,0.284,0.725,0.657,0.349,0.630
668,0.735,0.400,0.243,0.242,0.283,0.724,0.656,0.348,0.629
669,0.735,0.399,0.242,0.242,0.283,0.724,0.656,0.347,0.628
670,0.735,0.399,0.241,0.241,0.282,0.723,0.655,0.346,0.628
671,0.735,0.398,0.240,0.240,0.281,0.723,0.654,0.345,0.627
672,0.734,0.397,0.239,0.239,0.280,0.722,0.654,0.345,0.627
673,0.734,0.397,0.239,0.239,0.279,0.722,0.653,0.344,0.626
674,0.734,0.396,0.238,0.238,0.278,0.722,0.652,0.342,0.625
675,0.733,0.395,0.237,0.237,0.277,0.721,0.652,0.341,0.625
676,0.733,0.395,0.236,0.236,0.276,0.721,0.651,0.340,0.624
677,0.732,0.394,0.235,0.235,0.275,0.720,0.651,0.339,0.623
678,0.732,0.393,0.235,0.235,0.274,0.720,0.650,0.338,0.623
679,0.732,0.393,0.234,0.234,0.273,0.719,0.649,0.337,0.622
680,0.731,0.392,0.233,0.233,0.272,0.719,0.649,0.336,0.621
681,0.731,0.391,0.232,0.232,0.271,0.718,0.648,0.334,0.621
682,0.731,0.391,0.232,0.232,0.270,0.718,0.647,0.333,0.620
683,0.730,0.390,0.231,0.231,0.268,0.717,0.647,0.332,0.619
684,0.730,0.389,0.230,0.230,0.267,0.717,0.646,0.330,0.618
685,0.729,0.388,0.230,0.229,0.266,0.716,0.646,0.330,0.618
686,0.729,0.388,0.229,0.229,0.265,0.717,0.645,0.329,0.618
687,0.727,0.387,0.229,0.228,0.264,0.717,0.645,0.327,0.618
688,0.726,0.385,0.228,0.227,0.262,0.717,0.644,0.326,0.617
689,0.726,0.385,0.227,0.226,0.260,0.715,0.643,0.324,0.616
690,0.726,0.384,0.226,0.225,0.259,0.715,0.642,0.322,0.615
691,0.725,0.383,0.225,0.224,0.257,0.714,0.641,0.320,0.615
692,0.724,0.382,0.224,0.223,0.255,0.713,0.641,0.319,0.614
693,0.724,0.380,0.223,0.222,0.253,0.713,0.641,0.317,0.613
694,0.723,0.379,0.221,0.220,0.251,0.712,0.639,0.315,0.612
695,0.722,0.378,0.220,0.219,0.249,0.711,0.638,0.312,0.611
696,0.722,0.376,0.219,0.217,0.247,0.710,0.636,0.309,0.609
697,0.722,0.375,0.217,0.216,0.245,0.709,0.635,0.307,0.608
698,0.721,0.373,0.216,0.214,0.243,0.708,0.634,0.305,0.607
699,0.719,0.371,0.214,0.213,0.240,0.708,0.633,0.303,0.606
700,0.718,0.370,0.213,0.211,0.238,0.707,0.632,0.301,0.605
701,0.717,0.368,0.211,0.209,0.235,0.706,0.631,0.298,0.603
702,0.717,0.366,0.209,0.207,0.233,0.705,0.629,0.295,0.602
703,0.716,0.365,0.207,0.206,0.231,0.704,0.628,0.293,0.600
704,0.715,0.363,0.206,0.204,0.228,0.703,0.626,0.290,0.599
705,0.714,0.361,0.204,0.202,0.225,0.702,0.625,0.288,0.597
706,0.713,0.359,0.202,0.200,0.223,0.701,0.624,0.285,0.596
707,0.713,0.357,0.201,0.199,0.221,0.700,0.623,0.283,0.594
708,0.712,0.356,0.199,0.197,0.218,0.699,0.621,0.280,0.593
709,0.711,0.354,0.197,0.195,0.215,0.698,0.620,0.277,0.592
710,0.710,0.352,0.195,0.193,0.212,0.697,0.619,0.274,0.590
711,0.709,0.350,0.193,0.191,0.209,0.696,0.617,0.272,0.589
712,0.708,0.348,0.192,0.189,0.207,0.695,0.616,0.269,0.587
713,0.707,0.346,0.190,0.188,0.204,0.694,0.615,0.266,0.586
714,0.707,0.343,0.188,0.186,0.201,0.694,0.614,0.264,0.585
715,0.705,0.341,0.186,0.184,0.199,0.693,0.614,0.262,0.585
716,0.703,0.339,0.185,0.183,0.196,0.693,0.614,0.260,0.586
717,0.701,0.337,0.183,0.181,0.194,0.694,0.613,0.259,0.587
718,0.699,0.335,0.182,0.179,0.190,0.694,0.613,0.255,0.586
719,0.697,0.332,0.179,0.177,0.186,0.693,0.612,0.252,0.585
720,0.697,0.329,0.177,0.174,0.182,0.691,0.610,0.249,0.583
721,0.697,0.327,0.175,0.172,0.180,0.689,0.608,0.246,0.581
722,0.697,0.325,0.173,0.171,0.178,0.688,0.607,0.243,0.579
723,0.695,0.323,0.172,0.169,0.175,0.688,0.607,0.241,0.578
724,0.693,0.320,0.170,0.167,0.172,0.687,0.606,0.238,0.578
725,0.692,0.318,0.167,0.165,0.168,0.686,0.605,0.235,0.577
726,0.691,0.315,0.165,0.162,0.166,0.686,0.604,0.231,0.576
727,0.690,0.312,0.163,0.160,0.162,0.685,0.602,0.228,0.574
728,0.689,0.309,0.161,0.158,0.159,0.683,0.601,0.225,0.573
729,0.688,0.306,0.159,0.156,0.156,0.683,0.599,0.223,0.571
730,0.687,0.303,0.157,0.152,0.152,0.681,0.598,0.219,0.570
731,0.686,0.300,0.154,0.149,0.148,0.679,0.595,0.215,0.567
732,0.685,0.297,0.152,0.148,0.145,0.677,0.593,0.212,0.564
733,0.685,0.294,0.150,0.145,0.142,0.675,0.592,0.208,0.562
734,0.684,0.292,0.148,0.143,0.139,0.675,0.590,0.206,0.561
735,0.683,0.290,0.147,0.142,0.137,0.674,0.589,0.204,0.560
736,0.682,0.288,0.146,0.140,0.136,0.672,0.588,0.202,0.559
737,0.681,0.286,0.145,0.139,0.134,0.671,0.587,0.201,0.557
738,0.680,0.285,0.144,0.138,0.133,0.670,0.585,0.199,0.556
739,0.680,0.283,0.144,0.138,0.132,0.669,0.584,0.198,0.555
740,0.679,0.282,0.143,0.137,0.131,0.668,0.583,0.197,0.553
741,0.678,0.281,0.142,0.136,0.131,0.667,0.581,0.196,0.552
742,0.677,0.280,0.142,0.136,0.130,0.667,0.580,0.195,0.551
743,0.677,0.280,0.141,0.135,0.129,0.665,0.579,0.194,0.550
744,0.676,0.279,0.141,0.135,0.129,0.665,0.579,0.193,0.549
745,0.675,0.278,0.141,0.134,0.128,0.663,0.577,0.193,0.548
746,0.674,0.277,0.140,0.134,0.128,0.662,0.576,0.192,0.547
747,0.673,0.277,0.140,0.133,0.127,0.662,0.575,0.191,0.546
748,0.672,0.276,0.140,0.133,0.127,0.661,0.574,0.191,0.545
749,0.671,0.275,0.139,0.132,0.126,0.660,0.573,0.190,0.544
750,0.670,0.274,0.139,0.132,0.125,0.659,0.572,0.189,0.543
751,0.669,0.273,0.138,0.131,0.125,0.658,0.570,0.188,0.541
752,0.667,0.272,0.138,0.131,0.125,0.657,0.569,0.188,0.540
753,0.666,0.271,0.137,0.130,0.124,0.655,0.568,0.187,0.539
754,0.665,0.270,0.137,0.130,0.123,0.654,0.567,0.186,0.538
755,0.664,0.270,0.137,0.129,0.123,0.653,0.565,0.186,0.537
756,0.663,0.269,0.136,0.129,0.123,0.652,0.564,0.185,0.536
757,0.661,0.268,0.136,0.129,0.123,0.651,0.562,0.184,0.535
758,0.660,0.267,0.136,0.128,0.122,0.650,0.561,0.183,0.534
759,0.659,0.267,0.136,0.129,0.122,0.650,0.562,0.184,0.534
760,0.655,0.267,0.137,0.129,0.123,0.650,0.562,0.184,0.535
761,0.651,0.266,0.137,0.129,0.124,0.651,0.561,0.184,0.536
762,0.649,0.264,0.136,0.129,0.123,0.649,0.561,0.185,0.535
763,0.646,0.263,0.135,0.128,0.121,0.648,0.558,0.184,0.533
764,0.645,0.261,0.134,0.127,0.120,0.645,0.555,0.182,0.529
765,0.645,0.260,0.133,0.126,0.120,0.643,0.552,0.180,0.526
766,0.645,0.259,0.133,0.125,0.118,0.639,0.550,0.178,0.523
767,0.645,0.259,0.132,0.124,0.118,0.637,0.548,0.177,0.521
768,0.644,0.258,0.132,0.124,0.117,0.636,0.546,0.176,0.519
769,0.643,0.257,0.131,0.123,0.117,0.634,0.544,0.175,0.517
770,0.641,0.256,0.131,0.123,0.117,0.633,0.542,0.175,0.515
771,0.640,0.255,0.131,0.123,0.117,0.631,0.541,0.174,0.513
772,0.638,0.254,0.130,0.122,0.116,0.630,0.539,0.173,0.511
773,0.636,0.254,0.130,0.122,0.116,0.629,0.538,0.173,0.510
774,0.635,0.253,0.130,0.122,0.116,0.627,0.536,0.172,0.509
775,0.634,0.252,0.130,0.121,0.116,0.625,0.535,0.172,0.508
776,0.632,0.251,0.129,0.121,0.115,0.624,0.534,0.171,0.506
777,0.630,0.251,0.129,0.121,0.115,0.622,0.532,0.170,0.504
778,0.629,0.250,0.129,0.120,0.115,0.621,0.531,0.170,0.503
779,0.627,0.249,0.129,0.120,0.114,0.620,0.529,0.169,0.501
780,0.625,0.248,0.128,0.120,0.114,0.618,0.528,0.169,0.500
781,0.624,0.248,0.128,0.120,0.114,0.617,0.527,0.168,0.499
782,0.623,0.248,0.128,0.120,0.114,0.616,0.526,0.168,0.498
783,0.622,0.247,0.129,0.119,0.115,0.615,0.525,0.168,0.496
784,0.620,0.247,0.128,0.119,0.114,0.614,0.524,0.168,0.495
785,0.619,0.246,0.128,0.119,0.114,0.613,0.523,0.167,0.494
786,0.618,0.246,0.128,0.119,0.115,0.612,0.522,0.167,0.493
787,0.616,0.245,0.128,0.119,0.115,0.612,0.521,0.167,0.492
788,0.615,0.245,0.127,0.119,0.114,0.611,0.520,0.166,0.492
789,0.614,0.245,0.127,0.119,0.114,0.610,0.519,0.166,0.491
790,0.613,0.244,0.127,0.119,0.114,0.609,0.518,0.166,0.490
791,0.612,0.244,0.127,0.118,0.114,0.608,0.518,0.166,0.489
792,0.610,0.244,0.128,0.119,0.114,0.607,0.517,0.166,0.488
793,0.610,0.244,0.127,0.119,0.114,0.606,0.516,0.165,0.487
794,0.610,0.244,0.127,0.119,0.115,0.605,0.515,0.165,0.486
795,0.609,0.244,0.128,0.119,0.115,0.605,0.515,0.165,0.486
796,0.608,0.244,0.127,0.119,0.115,0.605,0.515,0.165,0.486
797,0.607,0.244,0.127,0.119,0.115,0.605,0.514,0.165,0.485
798,0.607,0.244,0.128,0.119,0.115,0.604,0.514,0.165,0.485
799,0.607,0.243,0.128,0.119,0.116,0.603,0.514,0.165,0.484
800,0.611,0.244,0.128,0.119,0.115,0.607,0.517,0.166,0.488
801,0.610,0.244,0.128,0.119,0.115,0.606,0.516,0.165,0.487
802,0.609,0.244,0.128,0.119,0.115,0.606,0.516,0.165,0.487
803,0.609,0.244,0.128,0.119,0.115,0.605,0.515,0.165,0.486
804,0.608,0.244,0.128,0.119,0.115,0.605,0.515,0.165,0.485
805,0.607,0.244,0.128,0.119,0.116,0.604,0.514,0.165,0.485
806,0.607,0.244,0.128,0.119,0.116,0.604,0.514,0.165,0.484
807,0.607,0.244,0.128,0.119,0.116,0.604,0.514,0.165,0.484
808,0.606,0.244,0.128,0.119,0.116,0.603,0.513,0.165,0.484
809,0.606,0.244,0.128,0.119,0.116,0.603,0.513,0.165,0.483
810,0.606,0.244,0.128,0.119,0.116,0.603,0.513,0.165,0.483
811,0.605,0.244,0.128,0.119,0.117,0.603,0.513,0.165,0.483
812,0.605,0.244,0.128,0.119,0.117,0.603,0.513,0.165,0.483
813,0.605,0.244,0.128,0.119,0.117,0.603,0.513,0.165,0.483
814,0.605,0.244,0.128,0.119,0.117,0.603,0.513,0.165,0.483
815,0.604,0.244,0.129,0.119,0.117,0.603,0.513,0.165,0.483
816,0.604,0.244,0.129,0.120,0.117,0.603,0.513,0.165,0.483
817,0.604,0.244,0.129,0.120,0.117,0.603,0.513,0.165,0.484
818,0.604,0.244,0.129,0.120,0.117,0.604,0.514,0.165,0.484
819,0.604,0.244,0.129,0.120,0.117,0.604,0.514,0.165,0.484
820,0.604,0.244,0.129,0.120,0.117,0.604,0.514,0.165,0.484
821,0.604,0.244,0.129,0.120,0.117,0.604,0.514,0.165,0.484
822,0.604,0.244,0.129,0.120,0.117,0.604,0.514,0.165,0.485
823,0.603,0.244,0.129,0.120,0.117,0.605,0.515,0.165,0.485
824,0.603,0.244,0.129,0.120,0.117,0.605,0.515,0.165,0.485
825,0.603,0.244,0.128,0.119,0.117,0.605,0.515,0.164,0.485
826,0.603,0.243,0.128,0.119,0.117,0.605,0.515,0.164,0.485
827,0.603,0.243,0.128,0.119,0.116,0.605,0.515,0.164,0.485
828,0.603,0.242,0.128,0.119,0.116,0.605,0.515,0.163,0.485
829,0.603,0.242,0.128,0.118,0.115,0.605,0.515,0.163,0.485
830,0.603,0.241,0.127,0.118,0.115,0.604,0.515,0.162,0.485
831,0.603,0.240,0.127,0.117,0.114,0.604,0.514,0.162,0.484
832,0.603,0.240,0.126,0.117,0.113,0.604,0.514,0.161,0.484
833,0.603,0.239,0.126,0.116,0.112,0.603,0.514,0.160,0.483
834,0.602,0.238,0.125,0.116,0.111,0.603,0.513,0.159,0.483
835,0.602,0.237,0.125,0.115,0.111,0.603,0.513,0.159,0.482
836,0.602,0.236,0.125,0.115,0.110,0.602,0.513,0.158,0.482
837,0.601,0.235,0.124,0.114,0.109,0.602,0.512,0.157,0.481
838,0.601,0.234,0.124,0.113,0.108,0.601,0.511,0.156,0.480
839,0.600,0.233,0.123,0.113,0.107,0.600,0.511,0.155,0.480
840,0.600,0.232,0.123,0.112,0.107,0.600,0.510,0.155,0.479
841,0.599,0.231,0.122,0.112,0.106,0.599,0.510,0.154,0.478
842,0.599,0.230,0.122,0.111,0.105,0.598,0.509,0.153,0.477
843,0.598,0.230,0.122,0.111,0.105,0.598,0.508,0.152,0.477
844,0.597,0.229,0.121,0.111,0.104,0.597,0.507,0.152,0.476
845,0.597,0.228,0.121,0.110,0.103,0.596,0.506,0.151,0.475
846,0.596,0.227,0.120,0.110,0.103,0.595,0.505,0.150,0.474
847,0.595,0.226,0.120,0.109,0.102,0.594,0.505,0.150,0.473
848,0.594,0.225,0.120,0.109,0.102,0.593,0.504,0.149,0.471
849,0.593,0.225,0.120,0.108,0.101,0.592,0.503,0.148,0.470
850,0.592,0.224,0.119,0.108,0.101,0.591,0.502,0.148,0.469
851,0.591,0.223,0.119,0.108,0.100,0.590,0.500,0.147,0.468
852,0.589,0.222,0.118,0.107,0.100,0.589,0.499,0.147,0.466
853,0.588,0.221,0.118,0.107,0.100,0.587,0.498,0.146,0.465
854,0.586,0.220,0.118,0.107,0.099,0.586,0.497,0.145,0.464
855,0.585,0.219,0.118,0.106,0.099,0.585,0.496,0.145,0.462
856,0.583,0.218,0.117,0.106,0.098,0.583,0.494,0.144,0.461
857,0.582,0.218,0.117,0.106,0.098,0.582,0.493,0.143,0.459
858,0.580,0.217,0.117,0.105,0.098,0.580,0.491,0.143,0.457
859,0.578,0.216,0.116,0.105,0.097,0.578,0.490,0.142,0.456
860,0.576,0.215,0.116,0.104,0.097,0.577,0.488,0.141,0.454
861,0.574,0.214,0.116,0.104,0.096,0.575,0.487,0.141,0.452
862,0.572,0.213,0.115,0.104,0.096,0.573,0.485,0.140,0.450
863,0.570,0.211,0.115,0.103,0.096,0.572,0.483,0.139,0.448
864,0.568,0.210,0.114,0.103,0.095,0.570,0.482,0.138,0.447
865,0.566,0.209,0.114,0.102,0.095,0.568,0.480,0.138,0.445
866,0.563,0.208,0.114,0.102,0.095,0.566,0.478,0.137,0.443
867,0.561,0.207,0.113,0.102,0.094,0.564,0.477,0.136,0.441
868,0.559,0.206,0.113,0.101,0.094,0.562,0.475,0.135,0.439
869,0.556,0.205,0.113,0.101,0.093,0.560,0.473,0.135,0.437
870,0.554,0.204,0.112,0.101,0.093,0.558,0.471,0.134,0.434
871,0.551,0.203,0.112,0.100,0.093,0.556,0.469,0.133,0.432
872,0.549,0.201,0.112,0.100,0.092,0.554,0.467,0.132,0.430
873,0.546,0.200,0.111,0.099,0.092,0.552,0.465,0.132,0.428
874,0.544,0.199,0.111,0.099,0.091,0.549,0.463,0.131,0.426
875,0.541,0.198,0.111,0.098,0.091,0.547,0.461,0.130,0.424
876,0.539,0.197,0.110,0.098,0.091,0.545,0.459,0.130,0.421
877,0.536,0.196,0.110,0.098,0.091,0.543,0.457,0.129,0.419
878,0.534,0.194,0.110,0.097,0.090,0.541,0.455,0.128,0.417
879,0.531,0.193,0.109,0.097,0.090,0.538,0.453,0.127,0.415
880,0.528,0.192,0.109,0.097,0.089,0.536,0.451,0.127,0.412
881,0.526,0.191,0.109,0.096,0.089,0.534,0.449,0.126,0.410
882,0.523,0.190,0.108,0.096,0.089,0.532,0.447,0.125,0.408
883,0.520,0.189,0.108,0.095,0.088,0.529,0.445,0.125,0.406
884,0.518,0.188,0.107,0.095,0.088,0.527,0.443,0.124,0.404
885,0.515,0.187,0.107,0.095,0.088,0.525,0.442,0.123,0.401
886,0.513,0.186,0.107,0.094,0.087,0.523,0.440,0.123,0.399
887,0.510,0.185,0.106,0.094,0.087,0.521,0.438,0.122,0.397
888,0.508,0.184,0.106,0.094,0.087,0.519,0.436,0.121,0.395
889,0.505,0.183,0.106,0.094,0.087,0.517,0.434,0.121,0.393
890,0.503,0.182,0.105,0.093,0.087,0.515,0.433,0.120,0.392
891,0.501,0.181,0.105,0.093,0.086,0.513,0.431,0.120,0.390
892,0.498,0.180,0.105,0.093,0.086,0.511,0.429,0.119,0.388
893,0.496,0.179,0.105,0.093,0.086,0.510,0.428,0.119,0.386
894,0.494,0.178,0.105,0.092,0.086,0.508,0.426,0.118,0.385
895,0.492,0.177,0.104,0.092,0.086,0.507,0.425,0.118,0.383
896,0.489,0.177,0.104,0.092,0.085,0.505,0.424,0.117,0.382
897,0.488,0.176,0.104,0.092,0.086,0.504,0.423,0.117,0.381
898,0.486,0.175,0.104,0.092,0.086,0.503,0.422,0.117,0.380
899,0.484,0.175,0.104,0.092,0.086,0.502,0.421,0.116,0.379
900,0.483,0.174,0.104,0.092,0.086,0.501,0.421,0.116,0.378
901,0.481,0.174,0.104,0.092,0.086,0.500,0.420,0.116,0.378
902,0.479,0.173,0.104,0.091,0.086,0.499,0.419,0.116,0.377
903,0.478,0.172,0.104,0.091,0.086,0.498,0.418,0.115,0.376
904,0.476,0.172,0.104,0.091,0.086,0.497,0.417,0.115,0.375
905,0.475,0.172,0.104,0.091,0.086,0.497,0.416,0.115,0.374
906,0.474,0.172,0.104,0.091,0.086,0.496,0.416,0.115,0.373
907,0.472,0.171,0.104,0.091,0.087,0.495,0.415,0.114,0.373
908,0.471,0.171,0.104,0.091,0.087,0.495,0.415,0.114,0.372
909,0.470,0.171,0.104,0.091,0.087,0.494,0.414,0.114,0.372
910,0.469,0.171,0.105,0.091,0.087,0.493,0.414,0.114,0.371
911,0.468,0.171,0.105,0.091,0.087,0.493,0.414,0.114,0.371
912,0.467,0.170,0.105,0.091,0.087,0.492,0.413,0.113,0.370
913,0.466,0.170,0.105,0.091,0.087,0.491,0.412,0.113,0.369
914,0.465,0.170,0.105,0.091,0.088,0.491,0.412,0.113,0.368
915,0.464,0.170,0.105,0.091,0.088,0.491,0.411,0.112,0.368
916,0.464,0.169,0.105,0.091,0.088,0.491,0.412,0.112,0.367
917,0.463,0.169,0.105,0.091,0.088,0.490,0.411,0.112,0.366
918,0.462,0.169,0.105,0.091,0.088,0.490,0.411,0.111,0.366
919,0.461,0.169,0.104,0.091,0.088,0.489,0.411,0.111,0.365
920,0.460,0.168,0.104,0.091,0.087,0.489,0.410,0.111,0.365
921,0.459,0.167,0.104,0.091,0.087,0.488,0.409,0.110,0.364
922,0.458,0.167,0.103,0.091,0.087,0.487,0.409,0.110,0.364
923,0.458,0.166,0.103,0.091,0.086,0.486,0.408,0.110,0.363
924,0.457,0.166,0.103,0.091,0.087,0.486,0.408,0.109,0.362
925,0.456,0.166,0.103,0.091,0.087,0.485,0.407,0.109,0.362
926,0.455,0.165,0.103,0.091,0.087,0.484,0.406,0.109,0.361
927,0.454,0.165,0.103,0.091,0.087,0.484,0.406,0.109,0.361
928,0.454,0.164,0.103,0.091,0.088,0.484,0.406,0.109,0.360
929,0.453,0.163,0.104,0.091,0.088,0.484,0.407,0.109,0.360
