Start time (UTC), 1100 
 Sky conditions, CO-SDNV 
 Other notes, Melinda & Felix. Melting conditions and pond lids melting. SSL present. NSDV. 
 Ship latitude, 88.11375
 Ship longitude, 109.49771
Position,  0,  5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60
Surface type, s, s, s, s, s, p, s, p, p, p, s, s, s
Surface thickness (cm),  0,  1,  3,  1,  1, 20,  1, 36, 36, 16,  5,  4,  0
Notes,                  NaN,                  NaN,                  NaN,                  NaN,                  NaN, thin ice lid on pond,                  NaN,                  NaN,                  NaN,                  NaN,                  NaN,                  NaN,                  NaN
Change in incident (%),10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7,Albedo8,Albedo9,Albedo10,Albedo11,Albedo12
569,0.500,0.558,0.620,0.582,0.439,0.327,0.725,,0.202,0.401,0.675,0.664,0.617
570,0.500,0.557,0.620,0.581,0.438,0.327,0.725,,0.202,0.400,0.674,0.664,0.616
571,0.499,0.557,0.620,0.581,0.437,0.326,0.725,,0.201,0.400,0.674,0.663,0.617
572,0.499,0.557,0.620,0.581,0.437,0.325,0.724,,0.201,0.399,0.674,0.663,0.617
573,0.499,0.557,0.619,0.580,0.437,0.325,0.724,,0.200,0.399,0.674,0.663,0.616
574,0.499,0.556,0.619,0.580,0.437,0.324,0.724,,0.199,0.398,0.674,0.663,0.616
575,0.498,0.556,0.619,0.580,0.436,0.323,0.724,,0.199,0.397,0.673,0.662,0.615
576,0.498,0.556,0.619,0.580,0.436,0.323,0.723,,0.198,0.396,0.673,0.662,0.615
577,0.497,0.555,0.618,0.579,0.435,0.323,0.723,,0.197,0.395,0.672,0.662,0.614
578,0.497,0.555,0.618,0.579,0.435,0.322,0.723,,0.196,0.394,0.672,0.661,0.615
579,0.497,0.555,0.617,0.579,0.434,0.321,0.722,,0.195,0.394,0.672,0.661,0.615
580,0.496,0.555,0.617,0.579,0.434,0.321,0.722,,0.195,0.393,0.671,0.661,0.613
581,0.496,0.554,0.617,0.578,0.433,0.319,0.722,,0.194,0.392,0.671,0.660,0.613
582,0.495,0.554,0.617,0.578,0.432,0.318,0.722,,0.192,0.391,0.670,0.659,0.614
583,0.495,0.554,0.617,0.578,0.431,0.317,0.722,,0.191,0.389,0.670,0.659,0.613
584,0.495,0.553,0.616,0.577,0.430,0.316,0.721,,0.190,0.389,0.669,0.659,0.612
585,0.494,0.553,0.616,0.577,0.430,0.316,0.720,,0.188,0.388,0.669,0.659,0.612
586,0.494,0.553,0.615,0.576,0.429,0.316,0.720,,0.187,0.386,0.669,0.658,0.612
587,0.493,0.552,0.615,0.576,0.429,0.314,0.720,,0.186,0.385,0.667,0.658,0.611
588,0.493,0.551,0.615,0.575,0.428,0.313,0.719,,0.185,0.383,0.667,0.658,0.610
589,0.492,0.550,0.615,0.575,0.427,0.312,0.720,,0.183,0.382,0.667,0.658,0.610
590,0.491,0.551,0.615,0.574,0.426,0.311,0.719,,0.181,0.381,0.666,0.656,0.609
591,0.491,0.550,0.614,0.574,0.425,0.310,0.717,,0.180,0.380,0.666,0.656,0.608
592,0.491,0.550,0.614,0.574,0.425,0.310,0.718,,0.179,0.379,0.665,0.655,0.609
593,0.490,0.549,0.613,0.573,0.424,0.309,0.719,,0.178,0.378,0.664,0.655,0.608
594,0.489,0.548,0.612,0.573,0.423,0.307,0.718,,0.176,0.376,0.664,0.654,0.607
595,0.489,0.548,0.612,0.572,0.422,0.306,0.717,,0.174,0.374,0.663,0.654,0.607
596,0.488,0.547,0.612,0.571,0.420,0.305,0.717,,0.172,0.372,0.662,0.654,0.606
597,0.488,0.547,0.611,0.570,0.419,0.304,0.716,,0.170,0.371,0.662,0.653,0.606
598,0.487,0.546,0.611,0.570,0.418,0.302,0.715,,0.168,0.369,0.661,0.653,0.605
599,0.486,0.546,0.610,0.570,0.417,0.300,0.715,,0.166,0.367,0.660,0.653,0.605
600,0.485,0.546,0.610,0.570,0.416,0.299,0.715,,0.165,0.365,0.659,0.652,0.605
601,0.485,0.545,0.609,0.569,0.415,0.298,0.714,,0.163,0.363,0.659,0.651,0.605
602,0.484,0.544,0.609,0.569,0.414,0.297,0.713,,0.161,0.362,0.658,0.651,0.604
603,0.484,0.544,0.609,0.569,0.413,0.296,0.713,,0.160,0.361,0.657,0.650,0.603
604,0.484,0.544,0.608,0.568,0.413,0.296,0.713,,0.159,0.360,0.657,0.650,0.603
605,0.484,0.543,0.608,0.568,0.412,0.295,0.713,,0.158,0.359,0.657,0.649,0.603
606,0.483,0.543,0.608,0.567,0.412,0.294,0.712,,0.158,0.358,0.656,0.648,0.602
607,0.482,0.542,0.607,0.567,0.411,0.292,0.712,,0.157,0.357,0.655,0.648,0.601
608,0.482,0.542,0.607,0.567,0.411,0.292,0.711,,0.156,0.357,0.654,0.648,0.601
609,0.481,0.542,0.607,0.566,0.411,0.293,0.711,,0.156,0.356,0.654,0.648,0.601
610,0.481,0.542,0.606,0.566,0.410,0.292,0.711,,0.155,0.356,0.654,0.647,0.600
611,0.481,0.541,0.606,0.566,0.409,0.291,0.711,,0.155,0.355,0.654,0.646,0.599
612,0.480,0.540,0.606,0.565,0.409,0.290,0.710,,0.154,0.354,0.654,0.646,0.600
613,0.480,0.540,0.606,0.565,0.409,0.290,0.710,,0.154,0.353,0.654,0.647,0.599
614,0.480,0.540,0.605,0.564,0.408,0.289,0.710,,0.153,0.352,0.652,0.647,0.598
615,0.479,0.540,0.604,0.564,0.407,0.289,0.709,,0.152,0.351,0.651,0.645,0.598
616,0.478,0.539,0.604,0.563,0.406,0.288,0.708,,0.151,0.351,0.651,0.644,0.597
617,0.477,0.538,0.604,0.563,0.407,0.287,0.708,,0.151,0.350,0.650,0.643,0.597
618,0.477,0.538,0.604,0.563,0.406,0.287,0.708,,0.150,0.350,0.650,0.643,0.597
619,0.477,0.537,0.603,0.562,0.405,0.286,0.707,,0.150,0.349,0.650,0.644,0.597
620,0.476,0.537,0.603,0.562,0.405,0.286,0.707,,0.150,0.348,0.649,0.643,0.596
621,0.476,0.537,0.602,0.561,0.405,0.285,0.706,,0.149,0.348,0.648,0.643,0.595
622,0.475,0.536,0.601,0.561,0.404,0.285,0.705,,0.148,0.347,0.648,0.642,0.595
623,0.475,0.536,0.601,0.561,0.403,0.285,0.705,,0.148,0.346,0.648,0.641,0.595
624,0.474,0.535,0.601,0.561,0.402,0.284,0.705,,0.146,0.345,0.647,0.641,0.593
625,0.473,0.534,0.601,0.560,0.402,0.283,0.704,,0.146,0.345,0.646,0.641,0.593
626,0.473,0.534,0.600,0.559,0.402,0.282,0.704,,0.145,0.344,0.646,0.640,0.592
627,0.473,0.533,0.599,0.558,0.401,0.281,0.703,,0.144,0.343,0.645,0.639,0.591
628,0.472,0.533,0.600,0.558,0.400,0.281,0.702,,0.144,0.342,0.645,0.639,0.592
629,0.472,0.533,0.600,0.557,0.400,0.280,0.702,,0.143,0.341,0.644,0.638,0.591
630,0.471,0.533,0.599,0.557,0.399,0.279,0.702,,0.142,0.341,0.643,0.638,0.590
631,0.471,0.532,0.599,0.556,0.398,0.279,0.700,,0.142,0.340,0.643,0.636,0.590
632,0.470,0.532,0.598,0.556,0.398,0.278,0.700,,0.142,0.339,0.642,0.637,0.590
633,0.470,0.531,0.598,0.556,0.398,0.278,0.700,,0.141,0.339,0.642,0.637,0.589
634,0.469,0.531,0.597,0.556,0.396,0.278,0.699,,0.141,0.338,0.641,0.637,0.589
635,0.469,0.530,0.597,0.555,0.396,0.277,0.699,,0.140,0.337,0.641,0.636,0.589
636,0.469,0.530,0.597,0.555,0.396,0.277,0.698,,0.140,0.337,0.641,0.636,0.588
637,0.468,0.529,0.596,0.555,0.396,0.276,0.698,,0.140,0.337,0.640,0.636,0.587
638,0.468,0.529,0.595,0.554,0.396,0.275,0.698,,0.139,0.335,0.639,0.636,0.587
639,0.467,0.528,0.595,0.554,0.395,0.275,0.697,,0.137,0.334,0.638,0.635,0.587
640,0.466,0.527,0.595,0.553,0.394,0.274,0.696,,0.136,0.333,0.638,0.634,0.586
641,0.466,0.527,0.594,0.553,0.393,0.273,0.696,,0.136,0.333,0.637,0.632,0.585
642,0.465,0.527,0.593,0.553,0.393,0.272,0.696,,0.136,0.332,0.637,0.631,0.585
643,0.465,0.527,0.593,0.552,0.392,0.273,0.696,,0.135,0.331,0.637,0.632,0.585
644,0.464,0.526,0.593,0.551,0.392,0.273,0.695,,0.135,0.331,0.636,0.632,0.585
645,0.464,0.525,0.592,0.550,0.392,0.271,0.694,,0.134,0.330,0.635,0.632,0.584
646,0.464,0.524,0.592,0.550,0.390,0.270,0.694,,0.134,0.329,0.634,0.631,0.582
647,0.463,0.524,0.592,0.550,0.390,0.270,0.693,,0.134,0.329,0.634,0.631,0.582
648,0.463,0.524,0.591,0.550,0.391,0.269,0.692,,0.134,0.329,0.634,0.631,0.582
649,0.462,0.524,0.591,0.550,0.389,0.269,0.692,,0.132,0.328,0.632,0.630,0.582
650,0.461,0.524,0.590,0.549,0.388,0.268,0.691,,0.130,0.326,0.632,0.629,0.581
651,0.460,0.523,0.589,0.548,0.388,0.267,0.690,,0.129,0.325,0.632,0.629,0.580
652,0.460,0.522,0.588,0.548,0.388,0.267,0.691,,0.129,0.325,0.631,0.628,0.581
653,0.461,0.523,0.590,0.548,0.387,0.266,0.691,,0.130,0.324,0.631,0.628,0.581
654,0.460,0.523,0.589,0.547,0.387,0.266,0.690,,0.128,0.323,0.630,0.627,0.580
655,0.460,0.522,0.588,0.547,0.387,0.265,0.689,,0.127,0.322,0.629,0.627,0.579
656,0.459,0.521,0.589,0.547,0.386,0.266,0.688,,0.127,0.323,0.630,0.628,0.579
657,0.458,0.521,0.588,0.547,0.385,0.265,0.688,,0.127,0.321,0.630,0.627,0.579
658,0.457,0.520,0.588,0.546,0.384,0.263,0.687,,0.125,0.319,0.628,0.626,0.578
659,0.457,0.519,0.587,0.545,0.382,0.262,0.687,,0.124,0.318,0.627,0.625,0.576
660,0.458,0.519,0.587,0.545,0.383,0.262,0.687,,0.124,0.318,0.628,0.625,0.577
661,0.457,0.519,0.587,0.545,0.384,0.262,0.686,,0.123,0.318,0.627,0.625,0.577
662,0.457,0.518,0.587,0.546,0.383,0.262,0.686,,0.122,0.317,0.626,0.625,0.577
663,0.457,0.518,0.586,0.545,0.382,0.261,0.687,,0.122,0.316,0.626,0.625,0.576
664,0.456,0.518,0.586,0.544,0.382,0.260,0.686,,0.122,0.316,0.626,0.623,0.576
665,0.456,0.518,0.586,0.544,0.382,0.260,0.685,,0.123,0.316,0.626,0.623,0.575
666,0.456,0.517,0.585,0.544,0.381,0.260,0.685,,0.122,0.315,0.625,0.624,0.575
667,0.455,0.517,0.584,0.542,0.381,0.259,0.685,,0.121,0.314,0.624,0.624,0.575
668,0.455,0.517,0.583,0.543,0.381,0.259,0.684,,0.120,0.314,0.623,0.622,0.574
669,0.454,0.516,0.583,0.543,0.380,0.258,0.683,,0.120,0.313,0.623,0.622,0.574
670,0.454,0.516,0.583,0.542,0.379,0.258,0.682,,0.119,0.313,0.623,0.622,0.575
671,0.454,0.516,0.584,0.542,0.379,0.256,0.683,,0.120,0.312,0.622,0.622,0.573
672,0.454,0.515,0.583,0.542,0.379,0.257,0.682,,0.119,0.311,0.622,0.621,0.573
673,0.453,0.515,0.583,0.542,0.379,0.257,0.682,,0.118,0.311,0.622,0.621,0.573
674,0.453,0.515,0.582,0.541,0.377,0.255,0.681,,0.117,0.310,0.622,0.621,0.572
675,0.452,0.515,0.582,0.541,0.378,0.255,0.682,,0.117,0.310,0.621,0.620,0.572
676,0.452,0.514,0.582,0.541,0.377,0.256,0.681,,0.117,0.310,0.620,0.620,0.571
677,0.452,0.514,0.582,0.540,0.377,0.255,0.680,,0.117,0.309,0.620,0.619,0.571
678,0.451,0.514,0.580,0.540,0.377,0.254,0.680,,0.116,0.309,0.620,0.619,0.571
679,0.451,0.514,0.580,0.540,0.376,0.254,0.680,,0.115,0.308,0.619,0.618,0.570
680,0.450,0.513,0.580,0.539,0.376,0.254,0.680,,0.116,0.307,0.619,0.618,0.570
681,0.450,0.512,0.580,0.538,0.376,0.253,0.679,,0.116,0.307,0.619,0.619,0.571
682,0.450,0.512,0.580,0.539,0.375,0.253,0.678,,0.114,0.307,0.618,0.618,0.570
683,0.449,0.511,0.580,0.539,0.374,0.252,0.677,,0.113,0.305,0.617,0.617,0.569
684,0.449,0.510,0.579,0.539,0.374,0.251,0.677,,0.113,0.305,0.617,0.617,0.569
685,0.448,0.510,0.579,0.538,0.373,0.252,0.677,,0.113,0.304,0.617,0.617,0.568
686,0.447,0.510,0.578,0.537,0.373,0.251,0.676,,0.113,0.304,0.616,0.616,0.568
687,0.447,0.510,0.578,0.537,0.373,0.251,0.676,,0.112,0.304,0.615,0.616,0.568
688,0.447,0.509,0.579,0.537,0.373,0.251,0.676,,0.111,0.303,0.615,0.616,0.566
689,0.447,0.508,0.577,0.536,0.370,0.249,0.674,,0.109,0.301,0.613,0.614,0.566
690,0.446,0.508,0.576,0.535,0.370,0.249,0.673,,0.109,0.301,0.614,0.613,0.566
691,0.445,0.507,0.575,0.534,0.370,0.248,0.673,,0.109,0.300,0.613,0.613,0.566
692,0.445,0.507,0.576,0.534,0.369,0.246,0.673,,0.107,0.298,0.612,0.613,0.564
693,0.444,0.507,0.575,0.534,0.369,0.247,0.672,,0.107,0.298,0.611,0.614,0.563
694,0.443,0.506,0.574,0.534,0.368,0.246,0.672,,0.106,0.298,0.611,0.613,0.563
695,0.444,0.505,0.573,0.533,0.367,0.245,0.671,,0.104,0.296,0.610,0.611,0.563
696,0.443,0.505,0.573,0.532,0.366,0.245,0.670,,0.105,0.295,0.610,0.611,0.563
697,0.442,0.504,0.573,0.531,0.366,0.244,0.670,,0.103,0.294,0.608,0.610,0.563
698,0.441,0.503,0.572,0.530,0.365,0.243,0.669,,0.101,0.293,0.608,0.609,0.561
699,0.440,0.502,0.571,0.530,0.364,0.241,0.668,,0.100,0.291,0.607,0.608,0.559
700,0.439,0.501,0.570,0.530,0.364,0.240,0.668,,0.099,0.290,0.606,0.608,0.560
701,0.439,0.500,0.569,0.529,0.363,0.240,0.666,,0.098,0.289,0.604,0.607,0.558
702,0.438,0.499,0.568,0.528,0.361,0.239,0.665,,0.097,0.288,0.603,0.606,0.556
703,0.438,0.499,0.568,0.527,0.360,0.237,0.664,,0.096,0.287,0.603,0.606,0.557
704,0.437,0.500,0.568,0.527,0.360,0.237,0.663,,0.095,0.285,0.602,0.604,0.556
705,0.437,0.499,0.567,0.526,0.359,0.235,0.662,,0.093,0.284,0.601,0.604,0.556
706,0.436,0.497,0.565,0.526,0.357,0.234,0.662,,0.092,0.283,0.601,0.603,0.555
707,0.435,0.497,0.566,0.525,0.358,0.234,0.661,,0.091,0.282,0.600,0.603,0.554
708,0.435,0.496,0.565,0.524,0.358,0.234,0.660,,0.091,0.281,0.599,0.602,0.554
709,0.435,0.496,0.565,0.523,0.356,0.233,0.660,,0.090,0.279,0.598,0.601,0.553
710,0.434,0.495,0.564,0.522,0.354,0.231,0.658,,0.089,0.278,0.596,0.601,0.552
711,0.432,0.493,0.563,0.522,0.354,0.231,0.657,,0.087,0.276,0.595,0.600,0.551
712,0.432,0.494,0.563,0.522,0.354,0.230,0.657,,0.086,0.275,0.594,0.600,0.551
713,0.431,0.494,0.562,0.522,0.353,0.229,0.656,,0.085,0.274,0.594,0.599,0.551
714,0.430,0.493,0.560,0.521,0.352,0.228,0.655,,0.084,0.273,0.593,0.598,0.549
715,0.429,0.491,0.560,0.520,0.350,0.227,0.653,,0.083,0.272,0.592,0.597,0.548
716,0.429,0.491,0.559,0.519,0.350,0.227,0.653,,0.082,0.271,0.591,0.596,0.548
717,0.428,0.490,0.558,0.517,0.350,0.226,0.652,,0.081,0.269,0.590,0.595,0.547
718,0.427,0.488,0.559,0.516,0.347,0.224,0.652,,0.078,0.267,0.588,0.595,0.543
719,0.425,0.487,0.558,0.515,0.346,0.223,0.651,,0.077,0.266,0.587,0.594,0.543
720,0.425,0.486,0.557,0.516,0.346,0.223,0.650,,0.077,0.265,0.587,0.593,0.544
721,0.426,0.487,0.557,0.516,0.347,0.222,0.649,,0.076,0.263,0.587,0.593,0.543
722,0.425,0.487,0.555,0.515,0.345,0.222,0.648,,0.076,0.263,0.586,0.593,0.543
723,0.424,0.486,0.555,0.514,0.344,0.221,0.646,,0.074,0.261,0.585,0.593,0.542
724,0.423,0.484,0.555,0.513,0.344,0.219,0.645,,0.072,0.260,0.583,0.592,0.540
725,0.422,0.483,0.553,0.513,0.342,0.218,0.644,,0.071,0.260,0.582,0.589,0.540
726,0.421,0.482,0.552,0.512,0.341,0.217,0.644,,0.070,0.258,0.583,0.588,0.539
727,0.420,0.483,0.551,0.511,0.341,0.217,0.643,,0.070,0.256,0.581,0.589,0.539
728,0.419,0.482,0.550,0.510,0.340,0.216,0.642,,0.069,0.256,0.578,0.589,0.538
729,0.419,0.480,0.550,0.509,0.339,0.215,0.641,,0.067,0.255,0.578,0.588,0.538
730,0.419,0.480,0.550,0.508,0.339,0.215,0.641,,0.067,0.254,0.578,0.585,0.537
731,0.418,0.480,0.549,0.507,0.338,0.214,0.640,,0.067,0.253,0.577,0.584,0.536
732,0.418,0.480,0.548,0.508,0.336,0.213,0.638,,0.067,0.252,0.575,0.585,0.535
733,0.417,0.479,0.549,0.507,0.337,0.214,0.638,,0.065,0.250,0.574,0.585,0.535
734,0.417,0.478,0.548,0.507,0.336,0.213,0.637,,0.064,0.249,0.574,0.584,0.535
735,0.416,0.477,0.547,0.506,0.335,0.212,0.636,,0.064,0.249,0.574,0.583,0.534
736,0.416,0.477,0.546,0.505,0.334,0.211,0.634,,0.064,0.248,0.573,0.580,0.534
737,0.416,0.477,0.545,0.505,0.334,0.210,0.635,,0.064,0.247,0.570,0.580,0.533
738,0.416,0.476,0.545,0.505,0.334,0.210,0.633,,0.064,0.247,0.570,0.580,0.532
739,0.415,0.475,0.545,0.505,0.334,0.211,0.632,,0.065,0.247,0.571,0.580,0.532
740,0.414,0.475,0.544,0.505,0.333,0.210,0.632,,0.065,0.247,0.570,0.580,0.532
741,0.414,0.475,0.544,0.504,0.333,0.209,0.630,,0.064,0.247,0.568,0.579,0.531
742,0.413,0.474,0.542,0.503,0.332,0.209,0.629,,0.063,0.246,0.567,0.578,0.530
743,0.413,0.473,0.541,0.502,0.332,0.208,0.629,,0.064,0.245,0.567,0.576,0.529
744,0.413,0.472,0.541,0.503,0.331,0.209,0.628,,0.065,0.245,0.566,0.577,0.530
745,0.412,0.471,0.541,0.502,0.331,0.208,0.627,,0.064,0.244,0.565,0.577,0.529
746,0.412,0.471,0.539,0.501,0.330,0.207,0.626,,0.064,0.244,0.565,0.576,0.528
747,0.411,0.471,0.539,0.500,0.330,0.207,0.626,,0.064,0.244,0.565,0.575,0.527
748,0.411,0.469,0.538,0.499,0.330,0.208,0.625,,0.063,0.243,0.563,0.573,0.526
749,0.410,0.468,0.538,0.499,0.330,0.207,0.624,,0.063,0.243,0.561,0.572,0.525
750,0.409,0.467,0.537,0.498,0.329,0.206,0.623,,0.063,0.242,0.561,0.572,0.525
751,0.409,0.467,0.536,0.497,0.329,0.206,0.621,,0.063,0.241,0.560,0.571,0.526
752,0.408,0.466,0.535,0.497,0.328,0.206,0.620,,0.064,0.242,0.558,0.570,0.523
753,0.407,0.465,0.535,0.496,0.327,0.205,0.619,,0.063,0.242,0.557,0.569,0.522
754,0.407,0.465,0.534,0.495,0.326,0.204,0.617,,0.063,0.240,0.556,0.567,0.521
755,0.406,0.464,0.533,0.495,0.327,0.204,0.617,,0.063,0.240,0.556,0.567,0.520
756,0.405,0.463,0.531,0.494,0.326,0.204,0.615,,0.063,0.240,0.554,0.567,0.520
757,0.405,0.462,0.530,0.492,0.325,0.204,0.613,,0.063,0.239,0.552,0.566,0.520
758,0.405,0.462,0.530,0.492,0.325,0.203,0.613,,0.063,0.240,0.553,0.565,0.518
759,0.404,0.461,0.529,0.493,0.326,0.203,0.611,,0.062,0.239,0.552,0.563,0.517
760,0.400,0.461,0.526,0.495,0.325,0.204,0.608,,0.058,0.239,0.548,0.562,0.517
761,0.397,0.461,0.520,0.496,0.321,0.202,0.606,,0.058,0.242,0.544,0.563,0.517
762,0.399,0.460,0.521,0.491,0.323,0.201,0.611,,0.067,0.243,0.544,0.561,0.514
763,0.399,0.461,0.523,0.485,0.322,0.204,0.605,,0.068,0.241,0.544,0.558,0.511
764,0.399,0.457,0.522,0.484,0.321,0.202,0.602,,0.064,0.237,0.543,0.556,0.510
765,0.398,0.453,0.519,0.484,0.320,0.198,0.601,,0.061,0.235,0.541,0.555,0.509
766,0.397,0.452,0.518,0.483,0.317,0.197,0.598,,0.062,0.234,0.539,0.552,0.506
767,0.396,0.452,0.517,0.483,0.318,0.198,0.597,,0.062,0.233,0.537,0.551,0.506
768,0.394,0.451,0.516,0.482,0.318,0.198,0.597,,0.062,0.233,0.536,0.550,0.506
769,0.393,0.449,0.515,0.480,0.317,0.197,0.595,,0.062,0.232,0.536,0.549,0.505
770,0.393,0.447,0.513,0.479,0.316,0.197,0.593,,0.061,0.232,0.534,0.548,0.504
771,0.392,0.446,0.512,0.479,0.314,0.195,0.590,,0.061,0.232,0.533,0.547,0.502
772,0.391,0.444,0.510,0.477,0.313,0.195,0.589,,0.062,0.232,0.531,0.546,0.500
773,0.390,0.443,0.508,0.475,0.314,0.196,0.588,,0.062,0.231,0.530,0.544,0.499
774,0.390,0.442,0.507,0.474,0.314,0.194,0.586,,0.061,0.231,0.528,0.542,0.498
775,0.389,0.441,0.506,0.473,0.312,0.194,0.584,,0.061,0.230,0.526,0.540,0.497
776,0.388,0.440,0.504,0.472,0.310,0.194,0.582,,0.062,0.229,0.525,0.539,0.496
777,0.388,0.440,0.502,0.471,0.311,0.193,0.581,,0.062,0.229,0.523,0.538,0.496
778,0.387,0.438,0.501,0.470,0.310,0.192,0.580,,0.062,0.227,0.522,0.536,0.493
779,0.385,0.436,0.500,0.469,0.309,0.191,0.577,,0.061,0.227,0.520,0.535,0.491
780,0.386,0.435,0.499,0.467,0.308,0.190,0.574,,0.061,0.227,0.519,0.534,0.490
781,0.385,0.435,0.497,0.467,0.308,0.190,0.574,,0.062,0.226,0.517,0.532,0.489
782,0.385,0.434,0.496,0.466,0.307,0.191,0.573,,0.062,0.226,0.516,0.531,0.489
783,0.384,0.432,0.495,0.464,0.307,0.191,0.572,,0.063,0.226,0.515,0.530,0.488
784,0.382,0.431,0.495,0.463,0.307,0.189,0.570,,0.063,0.225,0.513,0.530,0.486
785,0.381,0.431,0.494,0.462,0.305,0.189,0.569,,0.063,0.224,0.511,0.528,0.485
786,0.380,0.430,0.493,0.462,0.305,0.189,0.568,,0.062,0.224,0.510,0.526,0.485
787,0.379,0.428,0.491,0.462,0.305,0.188,0.566,,0.061,0.225,0.510,0.524,0.483
788,0.380,0.427,0.490,0.460,0.303,0.187,0.565,,0.062,0.223,0.509,0.523,0.482
789,0.379,0.426,0.489,0.458,0.304,0.187,0.565,,0.062,0.223,0.507,0.522,0.481
790,0.378,0.424,0.488,0.458,0.304,0.186,0.563,,0.061,0.223,0.506,0.521,0.481
791,0.377,0.423,0.486,0.459,0.303,0.186,0.561,,0.060,0.222,0.506,0.521,0.480
792,0.376,0.423,0.485,0.457,0.301,0.187,0.560,,0.061,0.221,0.504,0.521,0.477
793,0.377,0.423,0.484,0.457,0.301,0.186,0.560,,0.062,0.222,0.503,0.519,0.477
794,0.377,0.423,0.484,0.456,0.302,0.185,0.560,,0.062,0.222,0.503,0.518,0.477
795,0.376,0.422,0.483,0.455,0.303,0.187,0.560,,0.062,0.221,0.502,0.518,0.476
796,0.376,0.423,0.483,0.453,0.301,0.185,0.557,,0.064,0.220,0.500,0.516,0.476
797,0.375,0.422,0.483,0.454,0.301,0.184,0.556,,0.063,0.220,0.499,0.516,0.476
798,0.375,0.422,0.482,0.454,0.301,0.184,0.556,,0.062,0.220,0.499,0.515,0.475
799,0.375,0.422,0.480,0.453,0.301,0.185,0.556,,0.062,0.220,0.500,0.514,0.475
800,0.377,0.424,0.485,0.457,0.302,0.186,0.560,,0.062,0.222,0.504,0.519,0.478
801,0.377,0.423,0.485,0.456,0.302,0.186,0.560,,0.062,0.221,0.503,0.518,0.478
802,0.376,0.423,0.484,0.455,0.302,0.186,0.559,,0.062,0.221,0.502,0.518,0.477
803,0.376,0.422,0.483,0.455,0.301,0.185,0.558,,0.062,0.221,0.501,0.517,0.477
804,0.376,0.422,0.482,0.454,0.301,0.185,0.557,,0.062,0.221,0.501,0.516,0.476
805,0.375,0.421,0.482,0.454,0.301,0.185,0.557,,0.062,0.220,0.500,0.515,0.476
806,0.375,0.421,0.481,0.453,0.301,0.184,0.556,,0.062,0.220,0.499,0.515,0.475
807,0.375,0.421,0.481,0.453,0.301,0.184,0.556,,0.062,0.220,0.499,0.514,0.475
808,0.375,0.421,0.480,0.452,0.300,0.184,0.555,,0.062,0.220,0.498,0.514,0.475
809,0.374,0.420,0.480,0.452,0.300,0.184,0.555,,0.063,0.220,0.497,0.513,0.474
810,0.374,0.420,0.479,0.451,0.300,0.184,0.555,,0.063,0.220,0.497,0.512,0.474
811,0.374,0.420,0.479,0.451,0.300,0.183,0.554,,0.062,0.220,0.496,0.512,0.474
812,0.374,0.420,0.479,0.451,0.300,0.183,0.554,,0.062,0.220,0.496,0.511,0.474
813,0.374,0.420,0.478,0.450,0.300,0.183,0.554,,0.062,0.220,0.496,0.511,0.474
814,0.374,0.419,0.478,0.450,0.299,0.183,0.554,,0.063,0.220,0.495,0.511,0.473
815,0.374,0.419,0.478,0.450,0.299,0.183,0.554,,0.063,0.220,0.495,0.510,0.473
816,0.374,0.419,0.478,0.450,0.299,0.182,0.554,,0.063,0.220,0.495,0.510,0.473
817,0.374,0.419,0.477,0.450,0.299,0.182,0.553,,0.063,0.220,0.495,0.510,0.473
818,0.374,0.419,0.477,0.450,0.299,0.182,0.553,,0.063,0.220,0.495,0.509,0.473
819,0.374,0.419,0.477,0.449,0.299,0.182,0.553,,0.063,0.220,0.494,0.509,0.473
820,0.374,0.419,0.477,0.449,0.299,0.182,0.553,,0.063,0.220,0.494,0.509,0.473
821,0.374,0.419,0.477,0.449,0.299,0.182,0.554,,0.063,0.220,0.494,0.509,0.473
822,0.374,0.419,0.477,0.449,0.299,0.182,0.554,,0.063,0.220,0.494,0.508,0.473
823,0.374,0.419,0.477,0.449,0.299,0.182,0.554,,0.063,0.220,0.494,0.508,0.473
824,0.374,0.419,0.477,0.449,0.299,0.181,0.554,,0.063,0.220,0.494,0.508,0.474
825,0.374,0.419,0.477,0.449,0.300,0.181,0.554,,0.063,0.220,0.494,0.507,0.474
826,0.374,0.419,0.477,0.449,0.300,0.181,0.553,,0.063,0.220,0.494,0.507,0.473
827,0.374,0.419,0.477,0.448,0.300,0.181,0.553,,0.063,0.220,0.494,0.507,0.473
828,0.374,0.419,0.476,0.448,0.300,0.181,0.553,,0.063,0.219,0.493,0.507,0.473
829,0.374,0.420,0.476,0.448,0.300,0.181,0.553,,0.063,0.219,0.493,0.506,0.473
830,0.374,0.420,0.476,0.448,0.300,0.180,0.553,,0.063,0.219,0.493,0.506,0.473
831,0.374,0.420,0.476,0.448,0.300,0.180,0.553,,0.063,0.219,0.493,0.505,0.473
832,0.374,0.420,0.476,0.448,0.300,0.180,0.553,,0.063,0.219,0.492,0.505,0.473
833,0.373,0.420,0.476,0.448,0.300,0.180,0.553,,0.063,0.218,0.491,0.505,0.473
