Start time (UTC), 2200 
 Sky conditions, CO-SDNV to CO-SDV 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.4779
 Ship longitude, 2.0458
Position, 1, 2, 3, 4, 5, 6, 7, 8
Surface type, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
Surface thickness (cm),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notes, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
Change in incident (%),10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 20.0, 20.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7
350,0.310,0.771,0.568,0.742,0.785,0.781,0.242,0.719
351,0.311,0.772,0.570,0.743,0.785,0.781,0.243,0.720
352,0.312,0.772,0.571,0.743,0.786,0.781,0.244,0.720
353,0.312,0.772,0.571,0.743,0.787,0.782,0.246,0.721
354,0.313,0.772,0.571,0.744,0.787,0.782,0.247,0.722
355,0.314,0.772,0.572,0.744,0.787,0.782,0.248,0.722
356,0.315,0.772,0.573,0.745,0.787,0.783,0.248,0.722
357,0.315,0.773,0.573,0.746,0.786,0.783,0.249,0.723
358,0.315,0.773,0.574,0.746,0.787,0.783,0.250,0.723
359,0.316,0.772,0.574,0.746,0.787,0.783,0.251,0.723
360,0.317,0.772,0.575,0.747,0.787,0.784,0.252,0.724
361,0.317,0.772,0.576,0.747,0.787,0.784,0.253,0.725
362,0.318,0.773,0.576,0.747,0.788,0.784,0.253,0.725
363,0.318,0.773,0.577,0.748,0.788,0.785,0.254,0.725
364,0.318,0.773,0.577,0.749,0.788,0.785,0.255,0.726
365,0.319,0.773,0.577,0.749,0.788,0.786,0.256,0.726
366,0.319,0.773,0.578,0.749,0.788,0.786,0.256,0.727
367,0.320,0.773,0.579,0.750,0.789,0.786,0.256,0.728
368,0.321,0.773,0.579,0.751,0.789,0.786,0.257,0.728
369,0.321,0.773,0.579,0.751,0.788,0.786,0.258,0.728
370,0.321,0.773,0.580,0.751,0.788,0.786,0.258,0.728
371,0.321,0.773,0.580,0.752,0.788,0.787,0.259,0.728
372,0.322,0.773,0.581,0.752,0.789,0.787,0.260,0.729
373,0.322,0.773,0.582,0.753,0.789,0.787,0.260,0.730
374,0.323,0.773,0.582,0.753,0.789,0.788,0.261,0.730
375,0.324,0.773,0.583,0.753,0.790,0.788,0.262,0.731
376,0.325,0.774,0.583,0.754,0.790,0.789,0.263,0.732
377,0.325,0.774,0.584,0.754,0.790,0.788,0.264,0.732
378,0.326,0.773,0.585,0.755,0.790,0.788,0.265,0.733
379,0.326,0.773,0.585,0.756,0.790,0.789,0.266,0.733
380,0.327,0.773,0.586,0.757,0.789,0.789,0.266,0.734
381,0.327,0.774,0.587,0.757,0.789,0.790,0.267,0.735
382,0.328,0.773,0.587,0.757,0.790,0.790,0.267,0.735
383,0.328,0.773,0.587,0.758,0.790,0.791,0.268,0.735
384,0.329,0.773,0.588,0.758,0.790,0.790,0.269,0.736
385,0.329,0.774,0.589,0.759,0.790,0.791,0.270,0.737
386,0.330,0.774,0.590,0.759,0.790,0.791,0.271,0.737
387,0.330,0.773,0.590,0.760,0.790,0.792,0.271,0.738
388,0.331,0.774,0.591,0.760,0.790,0.792,0.272,0.738
389,0.332,0.774,0.592,0.761,0.790,0.792,0.273,0.739
390,0.332,0.774,0.592,0.762,0.790,0.792,0.273,0.739
391,0.332,0.774,0.592,0.762,0.790,0.793,0.274,0.740
392,0.332,0.774,0.593,0.762,0.790,0.793,0.275,0.740
393,0.332,0.774,0.593,0.763,0.790,0.794,0.275,0.740
394,0.333,0.773,0.594,0.763,0.791,0.793,0.275,0.741
395,0.333,0.773,0.594,0.763,0.791,0.793,0.277,0.742
396,0.333,0.773,0.595,0.763,0.790,0.793,0.277,0.742
397,0.333,0.773,0.596,0.764,0.790,0.793,0.277,0.742
398,0.334,0.773,0.596,0.764,0.790,0.794,0.278,0.743
399,0.334,0.773,0.596,0.765,0.790,0.795,0.278,0.743
400,0.334,0.773,0.597,0.765,0.790,0.795,0.279,0.744
401,0.334,0.773,0.597,0.766,0.790,0.794,0.279,0.744
402,0.334,0.773,0.597,0.766,0.790,0.794,0.280,0.744
403,0.334,0.773,0.597,0.766,0.790,0.795,0.280,0.744
404,0.335,0.773,0.597,0.767,0.790,0.795,0.280,0.745
405,0.335,0.773,0.597,0.767,0.790,0.796,0.281,0.745
406,0.335,0.773,0.598,0.767,0.790,0.796,0.281,0.745
407,0.335,0.773,0.598,0.767,0.790,0.795,0.282,0.746
408,0.335,0.772,0.598,0.768,0.789,0.796,0.282,0.746
409,0.336,0.772,0.599,0.768,0.789,0.796,0.282,0.747
410,0.336,0.772,0.599,0.768,0.789,0.796,0.283,0.747
411,0.336,0.772,0.599,0.768,0.789,0.796,0.283,0.747
412,0.336,0.772,0.600,0.769,0.789,0.796,0.283,0.747
413,0.336,0.772,0.600,0.769,0.789,0.797,0.284,0.748
414,0.337,0.772,0.600,0.770,0.789,0.797,0.284,0.748
415,0.337,0.771,0.600,0.770,0.789,0.797,0.285,0.748
416,0.337,0.771,0.601,0.770,0.789,0.797,0.285,0.749
417,0.337,0.771,0.601,0.770,0.789,0.797,0.286,0.749
418,0.338,0.771,0.601,0.771,0.788,0.797,0.286,0.749
419,0.338,0.771,0.602,0.771,0.788,0.797,0.286,0.750
420,0.338,0.771,0.602,0.771,0.789,0.798,0.286,0.750
421,0.338,0.771,0.602,0.771,0.788,0.798,0.287,0.751
422,0.338,0.771,0.602,0.772,0.788,0.798,0.287,0.751
423,0.338,0.771,0.602,0.772,0.788,0.798,0.288,0.751
424,0.338,0.771,0.603,0.772,0.788,0.798,0.288,0.751
425,0.338,0.771,0.603,0.773,0.788,0.799,0.289,0.752
426,0.339,0.770,0.603,0.773,0.788,0.799,0.289,0.752
427,0.339,0.770,0.604,0.773,0.788,0.799,0.289,0.752
428,0.339,0.770,0.604,0.774,0.787,0.799,0.290,0.753
429,0.339,0.770,0.604,0.774,0.787,0.799,0.290,0.753
430,0.339,0.770,0.605,0.774,0.787,0.799,0.291,0.753
431,0.339,0.770,0.605,0.774,0.787,0.800,0.291,0.754
432,0.339,0.770,0.605,0.775,0.787,0.800,0.291,0.754
433,0.339,0.770,0.605,0.775,0.787,0.800,0.292,0.754
434,0.339,0.770,0.606,0.775,0.787,0.800,0.292,0.755
435,0.339,0.769,0.606,0.775,0.787,0.800,0.292,0.755
436,0.339,0.769,0.606,0.776,0.786,0.800,0.293,0.755
437,0.340,0.769,0.607,0.776,0.786,0.800,0.293,0.755
438,0.340,0.769,0.607,0.776,0.786,0.800,0.294,0.755
439,0.340,0.769,0.607,0.777,0.786,0.801,0.294,0.756
440,0.340,0.769,0.607,0.777,0.786,0.801,0.294,0.756
441,0.340,0.769,0.607,0.777,0.786,0.801,0.295,0.757
442,0.340,0.768,0.608,0.777,0.786,0.801,0.295,0.757
443,0.340,0.768,0.608,0.778,0.786,0.801,0.296,0.757
444,0.340,0.768,0.608,0.778,0.786,0.801,0.296,0.757
445,0.340,0.768,0.608,0.778,0.786,0.802,0.296,0.757
446,0.340,0.768,0.608,0.778,0.785,0.802,0.296,0.758
447,0.340,0.768,0.608,0.778,0.785,0.802,0.297,0.758
448,0.340,0.767,0.609,0.779,0.785,0.802,0.297,0.758
449,0.340,0.767,0.609,0.779,0.785,0.802,0.297,0.759
450,0.340,0.767,0.609,0.779,0.785,0.802,0.298,0.759
451,0.340,0.767,0.609,0.779,0.785,0.802,0.298,0.759
452,0.340,0.767,0.609,0.780,0.784,0.802,0.298,0.759
453,0.339,0.767,0.609,0.780,0.784,0.802,0.299,0.759
454,0.339,0.767,0.610,0.780,0.784,0.802,0.299,0.760
455,0.340,0.767,0.610,0.780,0.784,0.803,0.299,0.760
456,0.340,0.766,0.610,0.780,0.784,0.803,0.300,0.760
457,0.340,0.766,0.610,0.780,0.784,0.803,0.300,0.760
458,0.340,0.766,0.610,0.781,0.783,0.803,0.300,0.761
