Start time (UTC), 0427 
 Sky conditions, CO-SDNV mostly, occasionally drizzly 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.46647
 Ship longitude, 1.81458
Position, 1A, 1B,  2,  3,  4, 5A, 5B,  6,  7
684,0.759,0.401,0.221,0.227,0.265,0.708,0.664,0.330,0.626
685,0.758,0.400,0.220,0.227,0.264,0.707,0.663,0.329,0.626
686,0.758,0.399,0.220,0.226,0.263,0.707,0.662,0.328,0.625
687,0.758,0.399,0.219,0.225,0.261,0.706,0.661,0.326,0.624
688,0.758,0.398,0.218,0.224,0.259,0.705,0.660,0.325,0.623
689,0.757,0.397,0.217,0.223,0.258,0.705,0.659,0.323,0.623
690,0.756,0.396,0.216,0.222,0.256,0.704,0.659,0.321,0.622
691,0.756,0.395,0.215,0.221,0.254,0.703,0.658,0.320,0.621
692,0.755,0.394,0.214,0.221,0.253,0.703,0.657,0.318,0.620
693,0.754,0.392,0.213,0.219,0.251,0.702,0.656,0.316,0.619
694,0.754,0.391,0.212,0.218,0.249,0.701,0.655,0.314,0.618
695,0.753,0.390,0.210,0.216,0.247,0.701,0.654,0.312,0.617
696,0.752,0.388,0.209,0.215,0.244,0.700,0.653,0.310,0.616
697,0.752,0.387,0.208,0.213,0.242,0.699,0.652,0.308,0.615
698,0.751,0.385,0.206,0.212,0.240,0.698,0.651,0.306,0.614
699,0.750,0.383,0.205,0.210,0.238,0.697,0.650,0.303,0.613
700,0.749,0.382,0.203,0.209,0.235,0.696,0.648,0.301,0.611
701,0.748,0.380,0.201,0.207,0.233,0.695,0.647,0.299,0.610
702,0.747,0.378,0.200,0.205,0.230,0.694,0.646,0.296,0.609
703,0.746,0.376,0.198,0.204,0.228,0.694,0.645,0.294,0.608
704,0.745,0.375,0.196,0.202,0.226,0.693,0.644,0.292,0.606
705,0.744,0.373,0.195,0.201,0.223,0.692,0.643,0.289,0.605
706,0.744,0.371,0.193,0.199,0.221,0.691,0.642,0.287,0.604
707,0.743,0.369,0.191,0.197,0.218,0.690,0.640,0.285,0.603
708,0.741,0.368,0.190,0.195,0.215,0.689,0.639,0.282,0.602
709,0.741,0.366,0.188,0.194,0.213,0.688,0.638,0.280,0.601
710,0.740,0.363,0.186,0.192,0.210,0.688,0.637,0.277,0.599
711,0.739,0.361,0.184,0.190,0.207,0.686,0.636,0.275,0.598
712,0.738,0.359,0.182,0.188,0.204,0.686,0.635,0.272,0.597
713,0.737,0.357,0.181,0.186,0.201,0.685,0.633,0.270,0.596
714,0.736,0.355,0.179,0.184,0.198,0.684,0.632,0.267,0.595
715,0.735,0.353,0.177,0.182,0.195,0.683,0.631,0.265,0.593
716,0.734,0.351,0.175,0.181,0.192,0.682,0.630,0.262,0.593
717,0.734,0.349,0.173,0.179,0.189,0.680,0.628,0.260,0.592
718,0.732,0.347,0.172,0.177,0.186,0.679,0.627,0.257,0.590
719,0.732,0.344,0.170,0.175,0.183,0.678,0.626,0.254,0.589
720,0.730,0.341,0.167,0.172,0.179,0.677,0.625,0.251,0.588
721,0.729,0.339,0.165,0.170,0.176,0.677,0.624,0.249,0.587
722,0.729,0.337,0.164,0.169,0.174,0.676,0.623,0.246,0.586
723,0.728,0.335,0.162,0.167,0.171,0.675,0.622,0.244,0.585
724,0.727,0.332,0.160,0.165,0.168,0.674,0.621,0.241,0.584
725,0.726,0.330,0.158,0.163,0.165,0.673,0.619,0.239,0.583
726,0.724,0.327,0.156,0.161,0.162,0.672,0.618,0.236,0.581
727,0.723,0.324,0.154,0.159,0.159,0.671,0.617,0.233,0.580
728,0.722,0.321,0.152,0.156,0.155,0.670,0.616,0.230,0.579
729,0.721,0.318,0.150,0.154,0.152,0.669,0.615,0.227,0.578
730,0.719,0.315,0.148,0.151,0.148,0.668,0.614,0.224,0.577
731,0.718,0.311,0.145,0.149,0.144,0.667,0.612,0.220,0.575
732,0.716,0.308,0.143,0.146,0.141,0.666,0.611,0.217,0.573
733,0.715,0.305,0.142,0.144,0.138,0.665,0.610,0.215,0.572
734,0.713,0.303,0.140,0.143,0.136,0.664,0.609,0.213,0.571
735,0.712,0.301,0.139,0.141,0.134,0.664,0.608,0.211,0.570
736,0.711,0.299,0.137,0.140,0.132,0.663,0.607,0.210,0.569
737,0.710,0.297,0.137,0.139,0.130,0.662,0.606,0.208,0.568
738,0.709,0.296,0.136,0.138,0.129,0.661,0.605,0.207,0.567
739,0.708,0.294,0.135,0.137,0.129,0.660,0.604,0.206,0.567
740,0.707,0.293,0.135,0.136,0.127,0.660,0.604,0.205,0.566
741,0.706,0.292,0.134,0.136,0.127,0.659,0.603,0.204,0.565
742,0.705,0.291,0.134,0.135,0.126,0.658,0.602,0.203,0.564
743,0.704,0.291,0.133,0.135,0.126,0.658,0.601,0.203,0.563
744,0.703,0.289,0.133,0.134,0.125,0.657,0.600,0.202,0.563
745,0.702,0.289,0.133,0.134,0.124,0.656,0.599,0.201,0.562
746,0.701,0.288,0.132,0.133,0.124,0.655,0.598,0.201,0.561
747,0.701,0.287,0.132,0.133,0.124,0.654,0.597,0.200,0.560
748,0.699,0.286,0.132,0.133,0.123,0.653,0.596,0.199,0.559
749,0.698,0.285,0.131,0.132,0.122,0.652,0.595,0.198,0.558
750,0.697,0.284,0.131,0.131,0.122,0.651,0.594,0.197,0.557
751,0.696,0.284,0.130,0.131,0.121,0.650,0.593,0.197,0.556
752,0.695,0.282,0.130,0.131,0.121,0.649,0.591,0.196,0.555
753,0.694,0.281,0.129,0.130,0.120,0.648,0.590,0.195,0.554
754,0.692,0.281,0.129,0.129,0.120,0.647,0.589,0.195,0.553
755,0.691,0.280,0.129,0.129,0.120,0.646,0.587,0.194,0.552
756,0.689,0.279,0.128,0.129,0.119,0.645,0.586,0.193,0.551
757,0.688,0.278,0.128,0.128,0.118,0.644,0.585,0.192,0.550
758,0.687,0.278,0.128,0.128,0.118,0.643,0.584,0.192,0.549
759,0.687,0.277,0.128,0.128,0.118,0.642,0.583,0.192,0.548
760,0.685,0.277,0.129,0.128,0.118,0.640,0.581,0.192,0.547
761,0.683,0.276,0.128,0.128,0.117,0.637,0.578,0.191,0.546
762,0.682,0.275,0.127,0.126,0.117,0.635,0.577,0.191,0.544
763,0.680,0.275,0.126,0.126,0.117,0.634,0.575,0.190,0.543
764,0.678,0.273,0.126,0.126,0.116,0.632,0.573,0.188,0.541
765,0.676,0.271,0.125,0.126,0.115,0.632,0.572,0.187,0.539
766,0.674,0.270,0.124,0.124,0.114,0.631,0.571,0.186,0.538
767,0.672,0.269,0.124,0.124,0.114,0.630,0.570,0.185,0.537
768,0.671,0.268,0.124,0.123,0.114,0.629,0.568,0.185,0.535
769,0.670,0.267,0.124,0.123,0.113,0.628,0.567,0.184,0.534
770,0.668,0.266,0.123,0.123,0.113,0.626,0.566,0.183,0.532
771,0.666,0.265,0.123,0.122,0.112,0.625,0.565,0.183,0.531
772,0.664,0.264,0.123,0.122,0.112,0.624,0.563,0.182,0.530
773,0.663,0.264,0.122,0.122,0.112,0.622,0.561,0.182,0.528
774,0.661,0.263,0.122,0.121,0.112,0.621,0.560,0.181,0.527
775,0.659,0.262,0.122,0.121,0.111,0.619,0.559,0.181,0.526
776,0.658,0.262,0.122,0.121,0.111,0.618,0.557,0.180,0.525
777,0.656,0.261,0.121,0.120,0.111,0.617,0.556,0.179,0.524
778,0.655,0.260,0.121,0.120,0.111,0.615,0.555,0.179,0.522
779,0.653,0.259,0.121,0.120,0.111,0.614,0.553,0.178,0.521
780,0.651,0.259,0.121,0.119,0.111,0.613,0.552,0.178,0.520
781,0.650,0.258,0.121,0.119,0.110,0.612,0.551,0.178,0.518
782,0.649,0.258,0.121,0.119,0.110,0.611,0.550,0.177,0.517
783,0.648,0.257,0.121,0.119,0.110,0.609,0.549,0.177,0.516
784,0.646,0.257,0.120,0.119,0.110,0.608,0.547,0.177,0.515
785,0.645,0.256,0.120,0.119,0.110,0.607,0.546,0.176,0.514
786,0.644,0.256,0.120,0.119,0.110,0.606,0.545,0.176,0.513
787,0.643,0.256,0.120,0.118,0.110,0.605,0.545,0.176,0.512
788,0.642,0.255,0.120,0.118,0.110,0.604,0.543,0.176,0.511
789,0.641,0.255,0.120,0.118,0.110,0.603,0.542,0.175,0.511
790,0.640,0.255,0.120,0.118,0.110,0.602,0.541,0.175,0.510
791,0.639,0.255,0.119,0.118,0.110,0.602,0.541,0.175,0.509
792,0.638,0.254,0.120,0.118,0.110,0.601,0.540,0.175,0.508
793,0.637,0.254,0.120,0.118,0.110,0.601,0.540,0.175,0.507
794,0.637,0.254,0.120,0.118,0.110,0.600,0.539,0.175,0.507
795,0.636,0.254,0.119,0.118,0.110,0.599,0.538,0.175,0.506
796,0.635,0.254,0.120,0.118,0.110,0.599,0.538,0.175,0.506
797,0.635,0.254,0.120,0.118,0.111,0.598,0.537,0.175,0.506
798,0.635,0.254,0.120,0.118,0.111,0.598,0.537,0.175,0.505
799,0.634,0.254,0.120,0.118,0.111,0.598,0.537,0.174,0.505
800,0.638,0.255,0.120,0.118,0.110,0.601,0.540,0.175,0.508
801,0.637,0.255,0.120,0.118,0.110,0.600,0.539,0.175,0.508
802,0.637,0.254,0.120,0.118,0.110,0.600,0.539,0.175,0.507
803,0.636,0.254,0.120,0.118,0.110,0.599,0.538,0.175,0.506
804,0.636,0.254,0.120,0.118,0.111,0.599,0.538,0.175,0.506
805,0.635,0.254,0.120,0.118,0.111,0.599,0.537,0.175,0.506
806,0.635,0.254,0.120,0.118,0.111,0.598,0.537,0.175,0.505
807,0.634,0.254,0.120,0.118,0.111,0.598,0.537,0.175,0.505
808,0.634,0.254,0.120,0.118,0.111,0.597,0.536,0.175,0.505
809,0.634,0.254,0.120,0.118,0.111,0.597,0.536,0.175,0.504
810,0.634,0.255,0.120,0.118,0.111,0.597,0.536,0.175,0.504
811,0.633,0.255,0.120,0.118,0.111,0.597,0.536,0.175,0.504
812,0.633,0.255,0.120,0.118,0.111,0.597,0.535,0.175,0.504
813,0.633,0.255,0.120,0.118,0.111,0.597,0.535,0.175,0.504
814,0.633,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
815,0.633,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
816,0.633,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
817,0.634,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
818,0.634,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
819,0.634,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
820,0.634,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
821,0.634,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
822,0.634,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
823,0.634,0.255,0.120,0.118,0.111,0.596,0.535,0.175,0.504
824,0.635,0.255,0.120,0.118,0.110,0.596,0.535,0.175,0.504
825,0.635,0.255,0.119,0.118,0.110,0.596,0.535,0.175,0.504
826,0.635,0.255,0.119,0.118,0.110,0.596,0.535,0.175,0.504
827,0.635,0.254,0.119,0.117,0.109,0.596,0.535,0.174,0.504
828,0.635,0.254,0.119,0.117,0.109,0.596,0.535,0.174,0.504
829,0.635,0.253,0.118,0.117,0.108,0.596,0.535,0.174,0.504
830,0.635,0.253,0.118,0.116,0.107,0.596,0.535,0.173,0.504
831,0.635,0.252,0.118,0.116,0.107,0.596,0.535,0.173,0.504
832,0.634,0.251,0.117,0.115,0.106,0.596,0.535,0.172,0.504
833,0.634,0.250,0.117,0.115,0.105,0.596,0.534,0.172,0.504
834,0.634,0.250,0.116,0.114,0.104,0.596,0.534,0.171,0.504
835,0.633,0.249,0.116,0.114,0.103,0.595,0.534,0.171,0.503
836,0.633,0.248,0.115,0.113,0.102,0.595,0.534,0.170,0.503
837,0.633,0.247,0.115,0.113,0.102,0.595,0.533,0.170,0.503
838,0.632,0.246,0.114,0.112,0.101,0.594,0.533,0.169,0.503
839,0.632,0.245,0.114,0.112,0.100,0.594,0.532,0.169,0.502
840,0.631,0.244,0.114,0.111,0.099,0.594,0.532,0.168,0.502
841,0.630,0.243,0.113,0.111,0.098,0.593,0.532,0.167,0.501
842,0.630,0.242,0.113,0.110,0.098,0.593,0.531,0.167,0.501
843,0.629,0.241,0.112,0.110,0.097,0.592,0.530,0.166,0.500
844,0.628,0.240,0.112,0.109,0.096,0.591,0.530,0.166,0.500
845,0.627,0.239,0.112,0.109,0.096,0.591,0.529,0.165,0.499
846,0.626,0.239,0.111,0.108,0.095,0.590,0.528,0.165,0.499
847,0.625,0.238,0.111,0.108,0.094,0.589,0.528,0.164,0.498
848,0.624,0.237,0.111,0.108,0.094,0.589,0.527,0.164,0.497
849,0.623,0.236,0.110,0.107,0.093,0.588,0.526,0.163,0.496
850,0.622,0.235,0.110,0.107,0.093,0.587,0.525,0.163,0.495
851,0.621,0.235,0.110,0.107,0.092,0.586,0.524,0.163,0.494
852,0.620,0.234,0.109,0.106,0.092,0.585,0.523,0.162,0.493
853,0.618,0.233,0.109,0.106,0.091,0.584,0.522,0.162,0.492
854,0.617,0.232,0.109,0.105,0.091,0.583,0.521,0.161,0.491
855,0.615,0.231,0.108,0.105,0.091,0.581,0.520,0.161,0.490
856,0.614,0.230,0.108,0.105,0.090,0.580,0.518,0.160,0.489
857,0.612,0.229,0.108,0.104,0.090,0.579,0.517,0.160,0.487
858,0.610,0.228,0.107,0.104,0.089,0.577,0.516,0.159,0.486
859,0.608,0.227,0.107,0.103,0.089,0.576,0.514,0.159,0.485
860,0.607,0.226,0.107,0.103,0.088,0.574,0.513,0.158,0.483
861,0.605,0.225,0.106,0.103,0.088,0.573,0.511,0.157,0.482
862,0.603,0.224,0.106,0.102,0.087,0.571,0.510,0.157,0.480
863,0.600,0.223,0.106,0.102,0.087,0.569,0.508,0.156,0.479
864,0.598,0.222,0.105,0.101,0.086,0.568,0.506,0.156,0.477
865,0.596,0.221,0.105,0.101,0.086,0.566,0.505,0.155,0.476
866,0.594,0.220,0.105,0.101,0.085,0.564,0.503,0.155,0.474
867,0.592,0.219,0.104,0.100,0.085,0.562,0.501,0.154,0.472
868,0.589,0.218,0.104,0.100,0.085,0.560,0.499,0.153,0.471
869,0.587,0.217,0.104,0.099,0.084,0.558,0.498,0.153,0.469
870,0.585,0.215,0.103,0.099,0.084,0.557,0.496,0.152,0.467
871,0.582,0.214,0.103,0.099,0.083,0.555,0.494,0.152,0.465
872,0.580,0.213,0.102,0.098,0.083,0.553,0.492,0.151,0.463
873,0.577,0.212,0.102,0.098,0.082,0.551,0.490,0.150,0.461
874,0.575,0.211,0.102,0.097,0.082,0.549,0.488,0.150,0.460
875,0.572,0.210,0.101,0.097,0.081,0.546,0.486,0.149,0.458
876,0.570,0.209,0.101,0.097,0.081,0.544,0.484,0.149,0.456
877,0.567,0.208,0.101,0.096,0.081,0.542,0.482,0.148,0.454
878,0.565,0.206,0.100,0.096,0.080,0.540,0.480,0.148,0.452
879,0.562,0.205,0.100,0.095,0.080,0.538,0.478,0.147,0.450
880,0.559,0.204,0.099,0.095,0.079,0.536,0.476,0.146,0.448
881,0.557,0.203,0.099,0.095,0.079,0.534,0.474,0.146,0.446
882,0.554,0.202,0.099,0.094,0.079,0.532,0.472,0.145,0.444
883,0.552,0.201,0.098,0.094,0.078,0.530,0.470,0.145,0.442
884,0.549,0.200,0.098,0.094,0.078,0.528,0.468,0.144,0.441
885,0.547,0.199,0.098,0.093,0.077,0.525,0.467,0.143,0.439
886,0.544,0.198,0.097,0.093,0.077,0.523,0.465,0.143,0.437
887,0.542,0.197,0.097,0.092,0.077,0.521,0.463,0.142,0.435
888,0.539,0.196,0.096,0.092,0.076,0.519,0.461,0.142,0.433
889,0.537,0.195,0.096,0.092,0.076,0.517,0.459,0.141,0.431
890,0.535,0.194,0.096,0.092,0.076,0.516,0.457,0.141,0.430
891,0.533,0.193,0.096,0.091,0.075,0.514,0.456,0.140,0.428
892,0.530,0.192,0.095,0.091,0.075,0.512,0.454,0.140,0.426
893,0.528,0.191,0.095,0.091,0.075,0.510,0.452,0.140,0.425
894,0.526,0.190,0.095,0.091,0.075,0.508,0.451,0.139,0.424
895,0.524,0.190,0.095,0.090,0.074,0.507,0.449,0.139,0.422
896,0.523,0.189,0.094,0.090,0.074,0.505,0.448,0.139,0.421
897,0.521,0.188,0.094,0.090,0.074,0.504,0.447,0.138,0.419
898,0.519,0.188,0.094,0.090,0.073,0.502,0.445,0.138,0.418
899,0.518,0.187,0.094,0.090,0.073,0.501,0.444,0.138,0.417
900,0.516,0.187,0.094,0.089,0.073,0.499,0.443,0.138,0.416
901,0.515,0.187,0.094,0.089,0.073,0.498,0.442,0.138,0.415
902,0.514,0.186,0.094,0.089,0.073,0.497,0.441,0.137,0.414
903,0.513,0.186,0.094,0.089,0.073,0.496,0.440,0.137,0.414
904,0.511,0.185,0.093,0.089,0.072,0.495,0.439,0.137,0.413
905,0.510,0.185,0.093,0.089,0.072,0.493,0.438,0.137,0.412
906,0.509,0.185,0.093,0.089,0.072,0.492,0.437,0.137,0.411
907,0.508,0.184,0.093,0.088,0.072,0.491,0.436,0.136,0.410
908,0.507,0.184,0.093,0.088,0.072,0.490,0.435,0.136,0.410
909,0.506,0.184,0.092,0.088,0.072,0.490,0.435,0.136,0.409
910,0.506,0.183,0.092,0.088,0.072,0.489,0.434,0.136,0.408
911,0.505,0.183,0.092,0.088,0.072,0.488,0.433,0.136,0.408
912,0.504,0.183,0.092,0.088,0.072,0.488,0.433,0.136,0.407
913,0.503,0.183,0.092,0.088,0.072,0.487,0.432,0.136,0.407
914,0.502,0.182,0.092,0.088,0.072,0.486,0.431,0.136,0.406
915,0.502,0.182,0.092,0.088,0.071,0.486,0.431,0.136,0.406
916,0.501,0.181,0.092,0.088,0.071,0.485,0.430,0.135,0.405
917,0.500,0.181,0.092,0.088,0.071,0.485,0.430,0.135,0.405
918,0.500,0.181,0.091,0.088,0.071,0.484,0.429,0.135,0.404
919,0.499,0.181,0.091,0.088,0.071,0.483,0.428,0.135,0.404
920,0.499,0.180,0.091,0.088,0.070,0.483,0.428,0.135,0.404
921,0.498,0.180,0.091,0.087,0.070,0.482,0.427,0.135,0.403
922,0.497,0.179,0.091,0.087,0.070,0.482,0.426,0.134,0.403
923,0.496,0.179,0.091,0.087,0.070,0.481,0.426,0.134,0.402
924,0.495,0.178,0.090,0.087,0.069,0.480,0.425,0.134,0.401
925,0.494,0.178,0.090,0.087,0.069,0.479,0.424,0.134,0.401
926,0.494,0.177,0.090,0.087,0.069,0.479,0.423,0.134,0.400
927,0.493,0.177,0.090,0.087,0.069,0.478,0.423,0.133,0.400
928,0.492,0.177,0.090,0.086,0.069,0.477,0.422,0.133,0.399
929,0.492,0.176,0.090,0.087,0.069,0.477,0.422,0.134,0.399
930,0.491,0.176,0.090,0.087,0.069,0.476,0.421,0.134,0.399
931,0.491,0.177,0.090,0.087,0.070,0.476,0.421,0.135,0.399
932,0.491,0.177,0.090,0.087,0.070,0.476,0.421,0.137,0.399
933,0.491,0.177,0.090,0.088,0.071,0.476,0.422,0.137,0.399
934,0.491,0.179,0.091,0.089,0.072,0.476,0.422,0.138,0.400
935,0.492,0.180,0.092,0.090,0.074,0.476,0.422,0.140,0.401
936,0.492,0.181,0.092,0.091,0.076,0.475,0.422,0.141,0.402
937,0.493,0.182,0.093,0.092,0.077,0.474,0.422,0.143,0.403
938,0.493,0.184,0.094,0.093,0.079,0.474,0.422,0.144,0.404
939,0.493,0.185,0.094,0.094,0.080,0.474,0.422,0.146,0.405
940,0.492,0.185,0.095,0.095,0.080,0.473,0.421,0.146,0.406
941,0.491,0.185,0.095,0.095,0.081,0.472,0.421,0.147,0.406
942,0.490,0.186,0.095,0.096,0.082,0.471,0.421,0.148,0.406
943,0.489,0.187,0.095,0.096,0.083,0.470,0.420,0.150,0.406
944,0.487,0.188,0.096,0.097,0.084,0.469,0.419,0.150,0.406
945,0.486,0.188,0.096,0.098,0.084,0.468,0.418,0.150,0.406
946,0.483,0.188,0.096,0.099,0.084,0.466,0.417,0.151,0.405
947,0.481,0.188,0.096,0.099,0.085,0.464,0.415,0.151,0.404
948,0.479,0.188,0.096,0.099,0.085,0.462,0.413,0.152,0.403
949,0.477,0.186,0.095,0.098,0.084,0.460,0.410,0.151,0.401
950,0.473,0.183,0.094,0.097,0.083,0.458,0.407,0.149,0.398
951,0.469,0.181,0.094,0.097,0.081,0.457,0.404,0.149,0.396
952,,0.180,0.093,0.096,0.081,0.455,0.402,0.148,0.394
953,,0.178,0.092,0.095,0.080,0.451,0.399,0.146,0.391
954,,0.177,0.090,0.094,0.079,0.448,0.396,0.145,0.388
955,,0.176,0.090,0.093,0.079,0.445,0.394,0.144,0.386
956,,0.175,0.090,0.093,0.078,0.442,0.391,0.144,0.384
957,,0.173,0.089,0.092,0.077,0.439,0.388,0.143,0.381
958,,0.171,0.089,0.091,0.076,0.436,0.385,0.142,0.378
959,,0.169,0.088,0.090,0.075,0.432,0.383,0.140,0.375
960,,0.168,0.088,0.089,0.074,0.430,0.380,0.139,0.373
961,,0.166,0.088,0.089,0.073,,0.377,0.138,0.370
962,,0.164,0.087,0.088,0.072,,0.373,0.136,0.367
963,,0.163,0.086,0.087,0.071,,0.370,0.134,0.363
964,,0.161,0.086,0.086,0.069,,0.367,0.132,0.360
965,,0.160,0.085,0.085,0.069,,0.365,0.131,0.357
966,,0.159,0.084,0.084,0.068,,0.362,0.130,0.354
967,,0.158,0.084,0.084,0.067,,0.360,0.129,0.350
968,,0.156,0.084,0.083,0.067,,0.357,0.129,0.348
969,,0.154,0.084,0.083,0.066,,0.355,0.127,0.345
970,,0.152,0.083,0.082,0.065,,0.352,0.126,0.342
971,,0.150,0.082,0.081,0.064,,0.350,0.124,0.339
972,,0.149,0.081,0.080,0.063,,0.347,0.123,0.335
973,,0.148,0.081,0.080,0.063,,0.344,0.122,0.333
974,,0.147,0.080,0.079,0.062,,0.341,0.122,0.330
975,,0.146,0.080,0.079,0.062,,0.339,0.122,0.327
976,,0.145,0.079,0.078,0.061,,0.337,0.120,0.325
977,,0.143,0.079,0.077,0.060,,0.334,0.119,0.323
978,,0.142,0.078,0.076,0.060,,0.332,0.119,0.321
979,,0.141,0.077,0.076,0.060,,0.330,0.118,0.319
980,,0.140,0.077,0.076,0.060,,0.328,0.118,0.317
981,,0.140,0.076,0.076,0.059,,0.325,0.117,0.314
982,,0.139,0.076,0.075,0.058,,0.323,0.116,0.312
983,,0.138,0.075,0.075,0.058,,0.320,0.115,0.310
984,,0.137,0.075,0.075,0.058,0.357,0.318,0.115,0.307
985,,0.137,0.074,0.075,0.058,0.354,0.315,0.114,0.305
986,,0.136,0.074,0.075,0.057,0.352,0.313,0.114,0.303
987,,0.135,0.074,0.075,0.057,0.350,0.311,0.113,0.301
988,,0.134,0.073,0.074,0.056,0.347,0.309,0.112,0.299
989,,0.133,0.073,0.073,0.056,0.345,0.306,0.111,0.297
990,0.342,0.132,0.073,0.073,0.056,0.342,0.304,0.110,0.295
991,0.339,0.132,0.072,0.072,0.056,0.339,0.301,0.110,0.292
992,0.336,0.131,0.071,0.072,0.055,0.337,0.299,0.109,0.290
993,0.334,0.130,0.071,0.072,0.055,0.334,0.297,0.109,0.288
994,0.331,0.129,0.071,0.071,0.054,0.332,0.294,0.109,0.285
995,0.328,0.129,0.071,0.071,0.054,0.329,0.292,0.108,0.283
996,0.326,0.128,0.071,0.071,0.054,0.327,0.291,0.108,0.281
997,0.323,0.128,0.071,0.070,0.053,0.326,0.289,0.107,0.280
998,0.321,0.127,0.070,0.070,0.053,0.323,0.286,0.107,0.277
999,0.320,0.127,0.070,0.070,0.053,0.321,0.285,0.107,0.275
1000,0.319,0.126,0.071,0.071,0.055,0.321,0.285,0.107,0.276
1001,0.317,0.126,0.070,0.070,0.055,0.319,0.283,0.106,0.274
1002,0.315,0.125,0.070,0.070,0.055,0.317,0.281,0.105,0.272
1003,0.313,0.124,0.070,0.070,0.055,0.315,0.280,0.105,0.270
1004,0.311,0.123,0.070,0.070,0.055,0.314,0.278,0.104,0.269
1005,0.309,0.123,0.070,0.070,0.056,0.312,0.277,0.103,0.267
1006,0.307,0.122,0.070,0.070,0.056,0.311,0.275,0.102,0.266
1007,0.306,0.121,0.070,0.070,0.057,0.310,0.274,0.102,0.265
1008,0.304,0.120,0.069,0.070,0.057,0.309,0.272,0.101,0.264
1009,0.302,0.119,0.069,0.070,0.058,0.308,0.271,0.101,0.264
1010,0.300,0.118,0.070,0.070,0.058,0.306,0.270,0.100,0.263
1011,0.298,0.117,0.070,0.069,0.059,0.305,0.269,0.100,0.262
1012,0.296,0.116,0.070,0.069,0.059,0.304,0.268,0.100,0.262
1013,0.295,0.115,0.070,0.068,0.059,0.303,0.267,0.099,0.261
1014,0.293,0.114,0.070,0.068,0.059,0.302,0.266,0.099,0.260
1015,0.290,0.113,0.070,0.067,0.057,0.300,0.264,0.098,0.258
1016,0.288,0.112,0.070,0.066,0.057,0.300,0.262,0.097,0.257
1017,0.287,0.111,0.070,0.066,0.057,0.299,0.261,0.097,0.256
1018,0.285,0.110,0.070,0.065,0.057,0.298,0.260,0.097,0.255
1019,0.284,0.110,0.070,0.065,0.058,0.298,0.260,0.098,0.255
1020,0.283,0.109,0.069,0.064,0.058,0.297,0.259,0.098,0.254
1021,0.282,0.109,0.069,0.064,0.059,0.296,0.258,0.098,0.253
1022,0.281,0.108,0.069,0.065,0.059,0.296,0.257,0.098,0.252
1023,0.280,0.108,0.069,0.065,0.060,0.295,0.257,0.097,0.251
1024,0.279,0.108,0.069,0.066,0.060,0.295,0.256,0.097,0.251
1025,0.279,0.108,0.068,0.066,0.061,0.294,0.255,0.097,0.250
1026,0.278,0.107,0.068,0.066,0.062,0.294,0.255,0.097,0.249
1027,0.278,0.107,0.068,0.066,0.062,0.294,0.255,0.097,0.248
1028,0.277,0.107,0.068,0.067,0.063,0.293,0.255,0.096,0.247
1029,0.277,0.107,0.067,0.067,0.063,0.293,0.255,0.096,0.246
1030,0.277,0.107,0.067,0.067,0.063,0.292,0.254,0.096,0.246
1031,0.277,0.107,0.067,0.067,0.064,0.292,0.254,0.096,0.246
1032,0.277,0.107,0.067,0.067,0.064,0.292,0.254,0.096,0.246
1033,0.277,0.107,0.068,0.067,0.063,0.292,0.254,0.096,0.246
1034,0.277,0.107,0.068,0.067,0.063,0.292,0.255,0.096,0.246
1035,0.277,0.107,0.069,0.067,0.063,0.292,0.255,0.096,0.246
1036,0.277,0.107,0.069,0.067,0.062,0.292,0.256,0.095,0.247
1037,0.278,0.107,0.070,0.067,0.061,0.293,0.256,0.095,0.247
1038,0.278,0.107,0.070,0.067,0.061,0.293,0.257,0.095,0.247
1039,0.279,0.107,0.070,0.067,0.061,0.293,0.258,0.095,0.247
1040,0.280,0.107,0.070,0.066,0.060,0.294,0.258,0.095,0.247
1041,0.281,0.107,0.071,0.066,0.060,0.295,0.259,0.095,0.248
