Start time (UTC), 0427 
 Sky conditions, CO-SDNV mostly, occasionally drizzly 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.46647
 Ship longitude, 1.81458
Position, 1A, 1B,  2,  3,  4, 5A, 5B,  6,  7
358,0.782,0.501,0.362,0.361,0.440,0.731,0.723,0.509,0.716
359,0.782,0.501,0.363,0.361,0.441,0.732,0.723,0.510,0.717
360,0.782,0.502,0.363,0.362,0.442,0.733,0.724,0.510,0.718
361,0.782,0.502,0.364,0.362,0.442,0.733,0.724,0.511,0.718
362,0.782,0.502,0.365,0.363,0.443,0.734,0.725,0.513,0.719
363,0.783,0.502,0.366,0.364,0.444,0.735,0.726,0.514,0.719
364,0.783,0.503,0.368,0.365,0.445,0.735,0.726,0.515,0.719
365,0.783,0.503,0.368,0.366,0.446,0.736,0.727,0.515,0.720
366,0.784,0.503,0.369,0.366,0.447,0.737,0.727,0.516,0.720
367,0.784,0.504,0.369,0.366,0.447,0.737,0.728,0.517,0.721
368,0.783,0.504,0.370,0.366,0.447,0.737,0.729,0.518,0.721
369,0.784,0.504,0.370,0.367,0.448,0.738,0.729,0.518,0.721
370,0.784,0.504,0.370,0.367,0.449,0.739,0.730,0.519,0.722
371,0.784,0.504,0.371,0.367,0.449,0.739,0.730,0.520,0.722
372,0.784,0.505,0.371,0.368,0.450,0.740,0.730,0.521,0.723
373,0.784,0.505,0.372,0.368,0.451,0.741,0.731,0.522,0.723
374,0.784,0.505,0.373,0.368,0.452,0.742,0.732,0.522,0.723
375,0.785,0.505,0.372,0.369,0.452,0.742,0.732,0.523,0.723
376,0.785,0.505,0.373,0.370,0.453,0.743,0.733,0.524,0.724
377,0.785,0.505,0.374,0.370,0.454,0.744,0.734,0.525,0.725
378,0.786,0.505,0.375,0.370,0.454,0.744,0.734,0.526,0.726
379,0.786,0.506,0.375,0.371,0.455,0.744,0.735,0.527,0.726
380,0.786,0.506,0.375,0.371,0.456,0.746,0.736,0.528,0.726
381,0.786,0.506,0.376,0.371,0.457,0.746,0.737,0.529,0.726
382,0.786,0.506,0.376,0.372,0.458,0.747,0.737,0.529,0.727
383,0.786,0.507,0.377,0.372,0.459,0.748,0.737,0.530,0.727
384,0.786,0.507,0.377,0.373,0.459,0.748,0.738,0.531,0.727
385,0.786,0.507,0.378,0.373,0.460,0.749,0.739,0.532,0.728
386,0.787,0.507,0.378,0.374,0.461,0.751,0.740,0.534,0.729
387,0.787,0.507,0.378,0.374,0.461,0.750,0.741,0.534,0.729
388,0.787,0.507,0.379,0.374,0.462,0.750,0.741,0.535,0.729
389,0.787,0.507,0.379,0.375,0.463,0.751,0.742,0.535,0.730
390,0.787,0.507,0.379,0.375,0.464,0.752,0.742,0.536,0.730
391,0.787,0.508,0.379,0.375,0.464,0.753,0.743,0.537,0.731
392,0.787,0.508,0.379,0.375,0.464,0.754,0.743,0.538,0.731
393,0.788,0.508,0.380,0.375,0.465,0.754,0.743,0.538,0.731
394,0.788,0.508,0.380,0.375,0.466,0.754,0.744,0.539,0.732
395,0.788,0.508,0.380,0.376,0.466,0.755,0.744,0.540,0.732
396,0.788,0.508,0.380,0.376,0.467,0.756,0.745,0.541,0.732
397,0.788,0.509,0.381,0.376,0.468,0.755,0.746,0.541,0.732
398,0.788,0.508,0.380,0.376,0.468,0.756,0.746,0.542,0.732
399,0.788,0.508,0.380,0.376,0.468,0.757,0.746,0.542,0.733
400,0.789,0.508,0.380,0.376,0.468,0.757,0.747,0.543,0.733
401,0.789,0.508,0.381,0.376,0.469,0.758,0.747,0.543,0.734
402,0.789,0.508,0.380,0.376,0.469,0.758,0.747,0.544,0.733
403,0.789,0.508,0.380,0.376,0.469,0.758,0.748,0.544,0.734
404,0.789,0.508,0.380,0.376,0.470,0.759,0.748,0.544,0.734
405,0.789,0.508,0.380,0.376,0.470,0.759,0.748,0.545,0.734
406,0.789,0.508,0.380,0.376,0.470,0.759,0.748,0.545,0.734
407,0.789,0.508,0.380,0.376,0.471,0.760,0.749,0.546,0.735
408,0.789,0.508,0.380,0.376,0.471,0.760,0.749,0.546,0.735
409,0.789,0.508,0.380,0.376,0.472,0.760,0.749,0.547,0.735
410,0.789,0.508,0.380,0.376,0.472,0.761,0.750,0.547,0.735
411,0.789,0.508,0.380,0.376,0.472,0.761,0.750,0.548,0.736
412,0.789,0.508,0.380,0.377,0.473,0.762,0.751,0.548,0.736
413,0.789,0.508,0.380,0.376,0.473,0.762,0.751,0.548,0.736
414,0.790,0.509,0.380,0.376,0.474,0.762,0.751,0.549,0.736
415,0.790,0.509,0.380,0.377,0.474,0.762,0.752,0.550,0.737
416,0.790,0.509,0.380,0.377,0.474,0.763,0.752,0.550,0.737
417,0.790,0.509,0.380,0.377,0.475,0.763,0.752,0.551,0.737
418,0.790,0.509,0.380,0.377,0.475,0.763,0.753,0.551,0.737
419,0.790,0.509,0.380,0.377,0.476,0.764,0.753,0.552,0.737
420,0.790,0.509,0.380,0.377,0.476,0.764,0.753,0.552,0.737
421,0.790,0.509,0.380,0.377,0.476,0.765,0.753,0.553,0.738
422,0.790,0.509,0.381,0.377,0.477,0.765,0.754,0.553,0.738
423,0.790,0.509,0.381,0.377,0.477,0.765,0.754,0.554,0.738
424,0.790,0.509,0.381,0.377,0.478,0.766,0.755,0.554,0.738
425,0.791,0.509,0.381,0.378,0.478,0.766,0.755,0.555,0.739
426,0.791,0.509,0.381,0.378,0.479,0.767,0.755,0.555,0.739
427,0.791,0.509,0.381,0.377,0.479,0.767,0.755,0.556,0.739
428,0.791,0.509,0.381,0.378,0.479,0.767,0.756,0.556,0.740
429,0.791,0.509,0.381,0.378,0.480,0.768,0.756,0.557,0.740
430,0.791,0.509,0.381,0.378,0.480,0.768,0.757,0.557,0.740
431,0.791,0.509,0.381,0.378,0.481,0.769,0.757,0.558,0.740
432,0.791,0.509,0.381,0.378,0.481,0.769,0.757,0.558,0.740
433,0.791,0.509,0.381,0.378,0.481,0.769,0.758,0.558,0.741
434,0.791,0.509,0.381,0.378,0.482,0.770,0.758,0.559,0.741
435,0.791,0.509,0.381,0.378,0.482,0.770,0.758,0.560,0.741
436,0.791,0.509,0.381,0.378,0.482,0.770,0.758,0.560,0.741
437,0.791,0.509,0.381,0.378,0.482,0.770,0.759,0.560,0.741
438,0.792,0.509,0.382,0.378,0.483,0.771,0.759,0.561,0.742
439,0.792,0.509,0.382,0.379,0.483,0.771,0.759,0.561,0.742
440,0.792,0.510,0.382,0.379,0.484,0.771,0.760,0.561,0.742
441,0.792,0.510,0.382,0.379,0.484,0.772,0.760,0.562,0.742
442,0.792,0.510,0.383,0.379,0.484,0.772,0.760,0.562,0.742
443,0.792,0.510,0.383,0.380,0.485,0.772,0.761,0.563,0.743
444,0.792,0.510,0.384,0.380,0.485,0.773,0.761,0.563,0.743
445,0.792,0.510,0.384,0.380,0.485,0.773,0.761,0.563,0.743
446,0.793,0.510,0.384,0.380,0.485,0.773,0.761,0.564,0.743
447,0.793,0.510,0.385,0.380,0.486,0.773,0.762,0.564,0.743
448,0.793,0.510,0.385,0.381,0.486,0.773,0.762,0.564,0.743
449,0.793,0.510,0.385,0.381,0.486,0.774,0.762,0.564,0.744
450,0.793,0.510,0.385,0.381,0.486,0.774,0.762,0.565,0.744
451,0.793,0.510,0.385,0.381,0.486,0.774,0.763,0.565,0.744
452,0.793,0.510,0.385,0.381,0.487,0.774,0.763,0.565,0.744
453,0.793,0.511,0.386,0.381,0.487,0.775,0.763,0.565,0.744
454,0.793,0.511,0.386,0.381,0.487,0.775,0.763,0.566,0.744
455,0.793,0.511,0.386,0.381,0.487,0.775,0.763,0.566,0.744
456,0.794,0.511,0.386,0.381,0.488,0.775,0.764,0.566,0.744
457,0.793,0.511,0.386,0.381,0.488,0.776,0.764,0.567,0.744
458,0.793,0.511,0.386,0.381,0.488,0.776,0.764,0.567,0.745
459,0.794,0.511,0.386,0.382,0.488,0.776,0.764,0.567,0.745
460,0.794,0.511,0.387,0.382,0.488,0.776,0.764,0.567,0.745
461,0.794,0.511,0.387,0.382,0.489,0.776,0.765,0.568,0.745
462,0.794,0.511,0.387,0.382,0.489,0.776,0.765,0.568,0.745
463,0.794,0.511,0.387,0.382,0.489,0.777,0.765,0.568,0.745
464,0.794,0.511,0.387,0.382,0.489,0.777,0.765,0.568,0.745
465,0.794,0.511,0.388,0.382,0.489,0.777,0.765,0.569,0.745
466,0.794,0.511,0.388,0.382,0.490,0.777,0.765,0.569,0.745
467,0.794,0.511,0.388,0.382,0.490,0.777,0.765,0.569,0.745
468,0.794,0.511,0.388,0.383,0.490,0.777,0.766,0.569,0.745
469,0.794,0.511,0.388,0.383,0.490,0.777,0.766,0.569,0.746
470,0.795,0.511,0.389,0.383,0.490,0.777,0.766,0.569,0.746
471,0.795,0.511,0.389,0.383,0.490,0.778,0.766,0.569,0.746
472,0.795,0.511,0.389,0.383,0.490,0.778,0.766,0.570,0.746
473,0.795,0.511,0.389,0.383,0.491,0.778,0.766,0.570,0.746
474,0.795,0.512,0.390,0.383,0.491,0.778,0.766,0.570,0.746
475,0.795,0.512,0.390,0.383,0.491,0.778,0.766,0.570,0.746
476,0.795,0.512,0.390,0.383,0.491,0.778,0.766,0.570,0.746
477,0.795,0.512,0.390,0.383,0.491,0.778,0.766,0.570,0.746
478,0.795,0.512,0.390,0.384,0.491,0.778,0.766,0.570,0.746
479,0.795,0.512,0.390,0.383,0.491,0.778,0.766,0.570,0.746
480,0.795,0.511,0.390,0.383,0.491,0.778,0.766,0.570,0.746
481,0.795,0.512,0.390,0.383,0.491,0.778,0.766,0.570,0.746
482,0.795,0.511,0.390,0.383,0.491,0.779,0.766,0.570,0.746
483,0.795,0.511,0.390,0.383,0.491,0.779,0.767,0.570,0.746
484,0.795,0.511,0.390,0.383,0.491,0.779,0.767,0.570,0.746
485,0.795,0.511,0.390,0.383,0.491,0.779,0.767,0.570,0.746
486,0.795,0.511,0.390,0.383,0.491,0.779,0.766,0.570,0.745
487,0.795,0.511,0.389,0.382,0.491,0.779,0.766,0.570,0.745
488,0.795,0.511,0.389,0.382,0.491,0.779,0.767,0.570,0.745
489,0.795,0.511,0.389,0.382,0.490,0.779,0.767,0.570,0.745
490,0.795,0.511,0.389,0.382,0.490,0.779,0.767,0.570,0.745
491,0.795,0.511,0.388,0.382,0.490,0.779,0.767,0.569,0.745
492,0.795,0.510,0.388,0.382,0.490,0.779,0.767,0.569,0.745
493,0.795,0.510,0.388,0.382,0.490,0.779,0.767,0.569,0.745
494,0.795,0.510,0.388,0.381,0.490,0.779,0.767,0.569,0.745
495,0.795,0.510,0.388,0.381,0.490,0.779,0.766,0.569,0.745
496,0.795,0.510,0.388,0.381,0.490,0.779,0.766,0.569,0.745
497,0.795,0.510,0.388,0.381,0.489,0.779,0.766,0.568,0.745
498,0.795,0.510,0.388,0.381,0.489,0.779,0.766,0.568,0.745
499,0.795,0.510,0.388,0.381,0.489,0.779,0.766,0.568,0.744
500,0.796,0.510,0.388,0.381,0.489,0.779,0.766,0.568,0.744
501,0.796,0.510,0.388,0.381,0.488,0.779,0.766,0.567,0.744
502,0.796,0.510,0.388,0.381,0.488,0.779,0.766,0.567,0.744
503,0.796,0.509,0.388,0.381,0.488,0.779,0.766,0.567,0.744
504,0.796,0.509,0.388,0.381,0.487,0.779,0.766,0.566,0.744
505,0.796,0.509,0.389,0.381,0.487,0.779,0.766,0.566,0.743
506,0.796,0.509,0.389,0.381,0.487,0.779,0.766,0.565,0.743
507,0.796,0.509,0.389,0.381,0.486,0.779,0.766,0.565,0.743
508,0.796,0.509,0.389,0.381,0.485,0.779,0.766,0.564,0.743
509,0.796,0.509,0.388,0.380,0.485,0.779,0.765,0.564,0.743
510,0.796,0.509,0.388,0.380,0.484,0.779,0.765,0.563,0.742
511,0.796,0.508,0.388,0.380,0.483,0.778,0.765,0.562,0.742
512,0.796,0.508,0.388,0.380,0.483,0.778,0.765,0.562,0.742
513,0.796,0.508,0.388,0.380,0.482,0.778,0.765,0.561,0.742
514,0.796,0.508,0.388,0.380,0.482,0.778,0.765,0.561,0.741
515,0.796,0.508,0.389,0.379,0.481,0.778,0.765,0.560,0.741
516,0.796,0.507,0.389,0.379,0.481,0.778,0.764,0.560,0.741
517,0.796,0.507,0.389,0.379,0.481,0.778,0.764,0.559,0.741
518,0.796,0.507,0.389,0.379,0.481,0.778,0.764,0.559,0.740
519,0.796,0.507,0.389,0.379,0.480,0.778,0.764,0.559,0.740
520,0.796,0.507,0.389,0.379,0.480,0.778,0.764,0.558,0.740
521,0.796,0.507,0.389,0.379,0.480,0.777,0.764,0.558,0.740
522,0.796,0.507,0.389,0.379,0.480,0.777,0.763,0.557,0.739
523,0.796,0.507,0.389,0.379,0.480,0.777,0.763,0.557,0.739
524,0.796,0.507,0.389,0.379,0.479,0.777,0.763,0.557,0.739
525,0.796,0.506,0.390,0.379,0.479,0.777,0.763,0.556,0.739
526,0.796,0.507,0.389,0.378,0.479,0.777,0.762,0.556,0.738
527,0.796,0.506,0.389,0.378,0.479,0.777,0.762,0.555,0.738
528,0.796,0.506,0.389,0.378,0.478,0.776,0.762,0.555,0.738
529,0.796,0.506,0.389,0.378,0.478,0.776,0.762,0.554,0.737
530,0.796,0.506,0.389,0.377,0.477,0.776,0.761,0.554,0.737
531,0.796,0.506,0.389,0.377,0.477,0.776,0.761,0.553,0.737
532,0.796,0.505,0.389,0.377,0.477,0.775,0.761,0.552,0.737
533,0.796,0.505,0.388,0.377,0.476,0.775,0.761,0.552,0.736
534,0.796,0.505,0.388,0.377,0.476,0.775,0.760,0.551,0.736
535,0.796,0.505,0.388,0.376,0.475,0.775,0.760,0.550,0.735
536,0.796,0.505,0.387,0.376,0.475,0.775,0.760,0.550,0.735
537,0.796,0.504,0.387,0.375,0.474,0.775,0.759,0.549,0.735
538,0.796,0.504,0.387,0.375,0.474,0.774,0.759,0.548,0.734
539,0.795,0.504,0.386,0.375,0.473,0.774,0.759,0.547,0.734
540,0.795,0.504,0.386,0.374,0.472,0.773,0.758,0.547,0.734
541,0.795,0.503,0.385,0.374,0.472,0.773,0.758,0.546,0.733
542,0.795,0.503,0.385,0.373,0.471,0.773,0.758,0.545,0.733
543,0.795,0.503,0.384,0.373,0.471,0.773,0.757,0.544,0.732
544,0.795,0.503,0.384,0.372,0.470,0.773,0.757,0.543,0.732
545,0.795,0.502,0.383,0.372,0.469,0.772,0.756,0.542,0.731
546,0.795,0.502,0.383,0.371,0.468,0.772,0.756,0.541,0.731
547,0.795,0.502,0.382,0.371,0.467,0.772,0.755,0.541,0.730
548,0.795,0.501,0.381,0.370,0.467,0.771,0.755,0.539,0.730
549,0.795,0.501,0.381,0.370,0.466,0.771,0.755,0.538,0.729
550,0.795,0.500,0.380,0.369,0.465,0.771,0.754,0.537,0.729
551,0.794,0.500,0.379,0.368,0.464,0.770,0.754,0.536,0.728
552,0.794,0.500,0.379,0.368,0.464,0.770,0.753,0.535,0.728
553,0.794,0.499,0.378,0.367,0.463,0.770,0.753,0.534,0.727
554,0.794,0.499,0.377,0.367,0.462,0.769,0.752,0.534,0.727
555,0.794,0.499,0.377,0.366,0.461,0.769,0.752,0.533,0.726
556,0.794,0.498,0.376,0.366,0.461,0.769,0.751,0.532,0.726
557,0.794,0.498,0.376,0.365,0.460,0.768,0.751,0.531,0.725
558,0.794,0.498,0.375,0.365,0.459,0.768,0.750,0.530,0.725
559,0.794,0.497,0.374,0.364,0.458,0.768,0.750,0.529,0.724
560,0.794,0.497,0.374,0.363,0.458,0.767,0.749,0.528,0.724
561,0.794,0.497,0.373,0.363,0.457,0.767,0.749,0.527,0.723
562,0.793,0.496,0.372,0.362,0.456,0.767,0.748,0.526,0.723
563,0.793,0.496,0.371,0.361,0.455,0.766,0.748,0.525,0.722
564,0.793,0.496,0.371,0.361,0.454,0.766,0.747,0.524,0.722
565,0.793,0.495,0.370,0.360,0.453,0.765,0.747,0.523,0.721
566,0.793,0.495,0.369,0.359,0.452,0.765,0.746,0.521,0.720
567,0.793,0.494,0.368,0.359,0.451,0.765,0.746,0.520,0.720
568,0.793,0.494,0.367,0.358,0.450,0.764,0.745,0.519,0.719
569,0.793,0.493,0.366,0.357,0.449,0.764,0.745,0.518,0.719
570,0.793,0.493,0.365,0.356,0.448,0.763,0.744,0.516,0.718
571,0.793,0.492,0.364,0.355,0.446,0.763,0.743,0.515,0.717
572,0.793,0.492,0.363,0.355,0.445,0.763,0.743,0.514,0.716
573,0.792,0.491,0.362,0.354,0.444,0.762,0.742,0.512,0.716
574,0.792,0.491,0.361,0.353,0.443,0.762,0.742,0.511,0.715
575,0.792,0.490,0.359,0.352,0.441,0.761,0.741,0.509,0.715
576,0.792,0.490,0.358,0.351,0.440,0.761,0.741,0.508,0.714
577,0.792,0.489,0.357,0.349,0.438,0.761,0.740,0.506,0.713
578,0.792,0.488,0.355,0.348,0.436,0.760,0.740,0.505,0.712
579,0.792,0.488,0.354,0.347,0.435,0.760,0.739,0.503,0.712
580,0.791,0.487,0.352,0.346,0.433,0.760,0.738,0.501,0.711
581,0.791,0.486,0.351,0.345,0.431,0.759,0.738,0.499,0.710
582,0.791,0.485,0.349,0.343,0.429,0.759,0.737,0.497,0.709
583,0.791,0.485,0.348,0.342,0.427,0.759,0.737,0.495,0.709
584,0.791,0.484,0.346,0.341,0.424,0.758,0.736,0.493,0.708
585,0.791,0.483,0.344,0.339,0.422,0.758,0.735,0.491,0.707
586,0.791,0.482,0.343,0.338,0.420,0.757,0.735,0.489,0.706
587,0.790,0.481,0.341,0.336,0.417,0.757,0.734,0.487,0.705
588,0.790,0.480,0.339,0.335,0.415,0.756,0.733,0.485,0.704
589,0.790,0.479,0.337,0.333,0.412,0.755,0.733,0.482,0.703
590,0.790,0.478,0.335,0.331,0.409,0.755,0.732,0.479,0.702
591,0.790,0.477,0.333,0.330,0.407,0.754,0.731,0.477,0.701
592,0.790,0.476,0.330,0.328,0.404,0.754,0.730,0.474,0.700
593,0.790,0.475,0.328,0.326,0.401,0.754,0.730,0.472,0.699
594,0.789,0.474,0.326,0.325,0.398,0.753,0.729,0.469,0.698
595,0.789,0.473,0.324,0.323,0.395,0.753,0.728,0.466,0.697
596,0.789,0.472,0.321,0.321,0.391,0.752,0.728,0.463,0.695
597,0.789,0.470,0.319,0.318,0.388,0.752,0.727,0.460,0.694
598,0.788,0.468,0.316,0.316,0.384,0.752,0.726,0.457,0.693
599,0.788,0.467,0.313,0.314,0.380,0.751,0.726,0.454,0.691
600,0.787,0.466,0.310,0.311,0.377,0.750,0.725,0.450,0.690
601,0.787,0.464,0.308,0.309,0.373,0.750,0.724,0.447,0.689
602,0.787,0.463,0.306,0.308,0.370,0.750,0.723,0.444,0.688
603,0.787,0.462,0.304,0.306,0.368,0.749,0.723,0.442,0.687
604,0.787,0.461,0.303,0.305,0.366,0.749,0.722,0.440,0.686
605,0.786,0.460,0.301,0.304,0.364,0.748,0.721,0.439,0.685
606,0.786,0.459,0.300,0.302,0.363,0.748,0.721,0.437,0.685
607,0.786,0.459,0.299,0.301,0.362,0.747,0.720,0.436,0.684
608,0.786,0.458,0.298,0.301,0.360,0.747,0.719,0.434,0.683
609,0.786,0.457,0.297,0.299,0.359,0.746,0.719,0.433,0.682
610,0.785,0.457,0.296,0.298,0.358,0.746,0.718,0.431,0.682
611,0.785,0.456,0.295,0.298,0.357,0.745,0.717,0.430,0.681
612,0.785,0.456,0.293,0.296,0.355,0.745,0.716,0.428,0.680
613,0.785,0.455,0.292,0.296,0.354,0.744,0.716,0.427,0.679
614,0.784,0.454,0.291,0.295,0.352,0.744,0.715,0.425,0.678
615,0.784,0.453,0.290,0.293,0.351,0.743,0.714,0.424,0.677
616,0.784,0.452,0.289,0.292,0.350,0.743,0.713,0.422,0.677
617,0.783,0.452,0.288,0.291,0.348,0.743,0.713,0.421,0.676
618,0.783,0.451,0.287,0.290,0.347,0.742,0.712,0.419,0.675
619,0.783,0.451,0.285,0.289,0.346,0.741,0.711,0.418,0.674
620,0.783,0.450,0.284,0.288,0.344,0.741,0.710,0.416,0.673
621,0.782,0.449,0.283,0.287,0.343,0.740,0.709,0.414,0.672
622,0.782,0.448,0.282,0.286,0.341,0.740,0.709,0.413,0.672
623,0.782,0.447,0.281,0.285,0.340,0.739,0.708,0.411,0.671
624,0.782,0.447,0.280,0.284,0.339,0.739,0.707,0.410,0.670
625,0.781,0.446,0.278,0.283,0.337,0.738,0.706,0.408,0.669
626,0.781,0.445,0.277,0.282,0.336,0.737,0.705,0.406,0.668
627,0.781,0.444,0.276,0.281,0.335,0.736,0.704,0.405,0.667
628,0.781,0.444,0.275,0.279,0.333,0.736,0.703,0.403,0.666
629,0.780,0.443,0.274,0.278,0.332,0.735,0.702,0.402,0.665
630,0.780,0.442,0.273,0.277,0.330,0.735,0.702,0.400,0.665
631,0.779,0.441,0.272,0.276,0.329,0.734,0.701,0.398,0.664
632,0.779,0.441,0.270,0.275,0.328,0.734,0.700,0.397,0.663
633,0.779,0.440,0.269,0.274,0.326,0.733,0.699,0.395,0.662
634,0.778,0.439,0.268,0.273,0.325,0.733,0.698,0.394,0.661
635,0.778,0.438,0.267,0.272,0.324,0.732,0.697,0.392,0.660
636,0.778,0.437,0.266,0.271,0.322,0.731,0.697,0.391,0.660
637,0.777,0.436,0.265,0.270,0.321,0.731,0.696,0.389,0.659
638,0.777,0.436,0.264,0.269,0.320,0.730,0.695,0.388,0.658
639,0.777,0.435,0.263,0.268,0.319,0.730,0.694,0.386,0.657
640,0.776,0.434,0.262,0.267,0.317,0.729,0.693,0.385,0.656
641,0.775,0.433,0.261,0.266,0.316,0.729,0.693,0.383,0.655
642,0.775,0.433,0.260,0.265,0.315,0.728,0.692,0.382,0.654
643,0.775,0.432,0.259,0.264,0.313,0.728,0.691,0.380,0.654
644,0.774,0.431,0.258,0.263,0.312,0.727,0.690,0.379,0.653
645,0.774,0.430,0.257,0.262,0.311,0.726,0.689,0.378,0.652
646,0.774,0.430,0.256,0.261,0.309,0.725,0.688,0.376,0.652
647,0.773,0.429,0.255,0.260,0.308,0.725,0.687,0.375,0.651
648,0.773,0.428,0.254,0.259,0.307,0.725,0.687,0.374,0.650
649,0.773,0.427,0.253,0.258,0.306,0.724,0.686,0.372,0.649
650,0.772,0.426,0.252,0.257,0.304,0.723,0.685,0.371,0.648
651,0.772,0.426,0.251,0.256,0.303,0.723,0.684,0.369,0.648
652,0.772,0.425,0.250,0.255,0.302,0.722,0.683,0.368,0.647
653,0.771,0.424,0.249,0.254,0.300,0.722,0.683,0.366,0.646
654,0.771,0.423,0.248,0.253,0.299,0.721,0.682,0.365,0.645
655,0.770,0.422,0.246,0.252,0.297,0.721,0.682,0.363,0.645
656,0.770,0.421,0.245,0.250,0.295,0.721,0.681,0.361,0.644
657,0.769,0.419,0.243,0.249,0.293,0.720,0.680,0.359,0.643
658,0.769,0.418,0.242,0.248,0.291,0.719,0.679,0.358,0.642
659,0.768,0.418,0.241,0.247,0.290,0.719,0.679,0.357,0.641
660,0.768,0.417,0.240,0.246,0.288,0.718,0.678,0.355,0.641
661,0.768,0.416,0.239,0.245,0.287,0.718,0.677,0.354,0.640
662,0.767,0.415,0.238,0.244,0.286,0.718,0.677,0.353,0.639
663,0.767,0.415,0.237,0.243,0.286,0.717,0.676,0.352,0.639
664,0.766,0.414,0.236,0.243,0.285,0.717,0.676,0.351,0.638
665,0.766,0.413,0.235,0.242,0.284,0.716,0.675,0.350,0.638
666,0.766,0.413,0.234,0.241,0.283,0.716,0.675,0.349,0.637
667,0.765,0.412,0.234,0.240,0.282,0.716,0.674,0.348,0.636
668,0.765,0.412,0.233,0.240,0.281,0.715,0.673,0.347,0.636
669,0.764,0.411,0.232,0.239,0.281,0.715,0.673,0.346,0.635
670,0.764,0.410,0.231,0.238,0.279,0.714,0.672,0.345,0.635
671,0.764,0.410,0.231,0.237,0.279,0.714,0.672,0.344,0.634
672,0.763,0.409,0.230,0.237,0.278,0.713,0.671,0.343,0.634
673,0.763,0.409,0.229,0.236,0.277,0.713,0.671,0.342,0.633
674,0.763,0.408,0.228,0.235,0.276,0.713,0.670,0.341,0.633
675,0.762,0.407,0.228,0.235,0.275,0.712,0.669,0.340,0.632
676,0.762,0.407,0.227,0.234,0.274,0.712,0.669,0.339,0.632
677,0.762,0.406,0.226,0.233,0.273,0.712,0.668,0.338,0.631
678,0.761,0.405,0.225,0.232,0.272,0.711,0.667,0.337,0.630
679,0.761,0.405,0.224,0.232,0.271,0.711,0.667,0.336,0.630
680,0.761,0.404,0.224,0.231,0.270,0.710,0.666,0.335,0.629
681,0.760,0.403,0.223,0.230,0.269,0.709,0.665,0.334,0.628
682,0.760,0.402,0.222,0.229,0.268,0.709,0.665,0.332,0.628
683,0.759,0.402,0.221,0.228,0.266,0.709,0.664,0.331,0.627
