Start time (UTC), 1031 
 Sky conditions, CO-SDNV mostly, occasionally drizzly 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.44833
 Ship longitude, 1.61596
Position, 1A, 1B,  2,  3,  4, 5A, 5B,  6,  7
358,0.770,0.510,0.386,0.386,0.413,0.764,0.719,0.523,0.708
359,0.770,0.511,0.387,0.387,0.414,0.766,0.720,0.524,0.708
360,0.770,0.511,0.388,0.388,0.415,0.767,0.720,0.525,0.708
361,0.770,0.511,0.389,0.388,0.415,0.767,0.721,0.526,0.709
362,0.770,0.512,0.390,0.389,0.415,0.768,0.722,0.527,0.710
363,0.771,0.512,0.391,0.390,0.416,0.770,0.722,0.528,0.711
364,0.771,0.512,0.392,0.390,0.416,0.770,0.723,0.528,0.711
365,0.771,0.513,0.393,0.391,0.417,0.771,0.724,0.529,0.711
366,0.771,0.513,0.393,0.392,0.417,0.772,0.724,0.530,0.712
367,0.771,0.514,0.394,0.392,0.418,0.773,0.725,0.531,0.712
368,0.771,0.514,0.395,0.393,0.418,0.774,0.725,0.532,0.713
369,0.771,0.514,0.395,0.393,0.418,0.775,0.726,0.533,0.713
370,0.771,0.514,0.396,0.394,0.419,0.776,0.727,0.534,0.714
371,0.771,0.515,0.396,0.394,0.419,0.778,0.727,0.534,0.715
372,0.772,0.515,0.397,0.395,0.420,0.779,0.727,0.535,0.715
373,0.772,0.515,0.397,0.396,0.420,0.780,0.728,0.536,0.715
374,0.772,0.515,0.398,0.396,0.421,0.781,0.729,0.537,0.715
375,0.772,0.516,0.398,0.397,0.421,0.781,0.730,0.538,0.716
376,0.772,0.516,0.399,0.397,0.421,0.783,0.730,0.539,0.717
377,0.773,0.516,0.399,0.398,0.422,0.784,0.731,0.540,0.717
378,0.773,0.516,0.400,0.398,0.422,0.785,0.732,0.541,0.718
379,0.773,0.517,0.400,0.399,0.423,0.786,0.732,0.542,0.718
380,0.773,0.517,0.401,0.399,0.423,0.788,0.733,0.543,0.719
381,0.773,0.518,0.401,0.400,0.424,0.789,0.734,0.544,0.720
382,0.774,0.518,0.402,0.400,0.425,0.790,0.734,0.545,0.720
383,0.774,0.518,0.402,0.401,0.425,0.791,0.735,0.546,0.721
384,0.774,0.518,0.402,0.401,0.425,0.792,0.736,0.547,0.721
385,0.774,0.518,0.403,0.402,0.426,0.793,0.736,0.548,0.722
386,0.774,0.519,0.403,0.402,0.426,0.794,0.737,0.549,0.722
387,0.774,0.519,0.404,0.403,0.427,0.795,0.738,0.550,0.723
388,0.774,0.519,0.404,0.403,0.427,0.796,0.739,0.550,0.723
389,0.774,0.519,0.404,0.403,0.428,0.797,0.739,0.551,0.723
390,0.775,0.520,0.404,0.404,0.428,0.798,0.739,0.552,0.724
391,0.775,0.520,0.405,0.404,0.428,0.799,0.740,0.553,0.725
392,0.775,0.520,0.405,0.405,0.429,0.800,0.740,0.554,0.725
393,0.775,0.520,0.405,0.405,0.429,0.801,0.741,0.554,0.726
394,0.775,0.520,0.405,0.405,0.429,0.802,0.741,0.555,0.726
395,0.775,0.520,0.406,0.405,0.430,0.803,0.742,0.556,0.726
396,0.775,0.520,0.406,0.406,0.430,0.804,0.742,0.557,0.727
397,0.775,0.521,0.406,0.406,0.430,0.805,0.743,0.557,0.727
398,0.775,0.521,0.406,0.406,0.430,0.806,0.743,0.558,0.727
399,0.775,0.521,0.406,0.406,0.430,0.807,0.744,0.558,0.728
400,0.775,0.521,0.406,0.406,0.431,0.807,0.744,0.559,0.728
401,0.775,0.521,0.406,0.406,0.431,0.808,0.744,0.560,0.728
402,0.775,0.521,0.406,0.406,0.431,0.808,0.745,0.560,0.728
403,0.775,0.521,0.406,0.406,0.431,0.809,0.745,0.560,0.729
404,0.776,0.521,0.405,0.406,0.431,0.810,0.746,0.561,0.729
405,0.775,0.521,0.405,0.406,0.432,0.810,0.746,0.561,0.729
406,0.776,0.521,0.405,0.407,0.432,0.811,0.746,0.562,0.730
407,0.776,0.521,0.405,0.407,0.432,0.812,0.746,0.562,0.730
408,0.776,0.521,0.405,0.407,0.432,0.812,0.747,0.563,0.730
409,0.776,0.521,0.405,0.407,0.432,0.813,0.747,0.564,0.730
410,0.776,0.521,0.405,0.407,0.432,0.814,0.747,0.564,0.731
411,0.776,0.521,0.405,0.407,0.433,0.815,0.748,0.565,0.731
412,0.776,0.521,0.405,0.407,0.433,0.815,0.748,0.565,0.731
413,0.776,0.521,0.405,0.407,0.433,0.816,0.748,0.566,0.731
414,0.776,0.521,0.405,0.407,0.433,0.817,0.749,0.566,0.732
415,0.776,0.522,0.405,0.408,0.433,0.818,0.749,0.567,0.732
416,0.776,0.522,0.405,0.408,0.434,0.818,0.749,0.567,0.732
417,0.776,0.522,0.405,0.408,0.434,0.819,0.750,0.568,0.733
418,0.776,0.522,0.405,0.408,0.434,0.819,0.750,0.568,0.733
419,0.776,0.522,0.406,0.408,0.434,0.820,0.750,0.569,0.733
420,0.776,0.522,0.406,0.408,0.435,0.821,0.751,0.569,0.733
421,0.776,0.522,0.406,0.409,0.435,0.821,0.751,0.570,0.734
422,0.776,0.522,0.406,0.409,0.435,0.822,0.751,0.570,0.734
423,0.776,0.522,0.406,0.409,0.435,0.823,0.752,0.571,0.734
424,0.776,0.522,0.406,0.409,0.435,0.823,0.752,0.571,0.735
425,0.776,0.523,0.406,0.409,0.436,0.824,0.752,0.572,0.735
426,0.776,0.523,0.406,0.409,0.436,0.825,0.753,0.572,0.735
427,0.777,0.523,0.406,0.409,0.436,0.825,0.753,0.573,0.735
428,0.777,0.523,0.406,0.410,0.436,0.826,0.753,0.573,0.736
429,0.777,0.523,0.406,0.410,0.437,0.827,0.754,0.574,0.736
430,0.777,0.523,0.406,0.410,0.437,0.827,0.754,0.575,0.736
431,0.777,0.523,0.406,0.410,0.437,0.828,0.754,0.575,0.736
432,0.777,0.523,0.406,0.410,0.437,0.829,0.755,0.576,0.737
433,0.777,0.523,0.406,0.410,0.437,0.830,0.755,0.576,0.737
434,0.777,0.523,0.406,0.410,0.437,0.830,0.755,0.577,0.737
435,0.777,0.523,0.406,0.410,0.438,0.831,0.756,0.577,0.738
436,0.777,0.523,0.406,0.411,0.438,0.832,0.756,0.578,0.738
437,0.777,0.523,0.407,0.411,0.438,0.832,0.756,0.578,0.738
438,0.777,0.524,0.407,0.411,0.438,0.833,0.757,0.578,0.738
439,0.777,0.524,0.407,0.411,0.438,0.833,0.757,0.579,0.738
440,0.777,0.524,0.407,0.412,0.438,0.834,0.757,0.579,0.739
441,0.778,0.524,0.408,0.412,0.439,0.835,0.758,0.580,0.739
442,0.778,0.524,0.408,0.412,0.439,0.835,0.758,0.580,0.739
443,0.778,0.524,0.408,0.412,0.439,0.836,0.758,0.581,0.739
444,0.778,0.524,0.409,0.413,0.439,0.836,0.758,0.581,0.740
445,0.778,0.524,0.409,0.413,0.439,0.837,0.759,0.581,0.740
446,0.778,0.525,0.409,0.413,0.439,0.837,0.759,0.582,0.740
447,0.778,0.525,0.410,0.414,0.439,0.838,0.759,0.582,0.740
448,0.778,0.525,0.410,0.414,0.439,0.838,0.759,0.582,0.740
449,0.778,0.525,0.410,0.414,0.439,0.839,0.760,0.583,0.740
450,0.778,0.525,0.411,0.414,0.439,0.839,0.760,0.583,0.741
451,0.778,0.525,0.411,0.414,0.440,0.840,0.760,0.583,0.741
452,0.778,0.525,0.411,0.415,0.440,0.840,0.760,0.584,0.741
453,0.778,0.525,0.411,0.415,0.440,0.841,0.760,0.584,0.741
454,0.779,0.525,0.411,0.415,0.440,0.841,0.761,0.584,0.741
455,0.779,0.525,0.411,0.415,0.440,0.842,0.761,0.585,0.741
456,0.779,0.525,0.412,0.415,0.440,0.842,0.761,0.585,0.741
457,0.779,0.526,0.412,0.415,0.440,0.842,0.761,0.585,0.742
458,0.779,0.526,0.412,0.415,0.440,0.843,0.761,0.586,0.742
459,0.779,0.526,0.412,0.415,0.440,0.844,0.761,0.586,0.742
460,0.779,0.526,0.412,0.415,0.440,0.844,0.762,0.586,0.742
461,0.779,0.526,0.412,0.416,0.440,0.844,0.762,0.586,0.742
462,0.779,0.526,0.412,0.416,0.440,0.845,0.762,0.587,0.742
463,0.779,0.526,0.412,0.416,0.440,0.845,0.762,0.587,0.742
464,0.779,0.526,0.412,0.416,0.440,0.845,0.762,0.587,0.743
465,0.779,0.526,0.413,0.416,0.440,0.846,0.762,0.587,0.743
466,0.779,0.526,0.413,0.416,0.441,0.846,0.762,0.588,0.743
467,0.780,0.526,0.413,0.417,0.441,0.847,0.763,0.588,0.743
468,0.780,0.526,0.413,0.417,0.440,0.847,0.763,0.588,0.743
469,0.780,0.527,0.413,0.417,0.441,0.848,0.763,0.588,0.743
470,0.780,0.527,0.414,0.417,0.441,0.848,0.763,0.588,0.743
471,0.780,0.527,0.414,0.417,0.440,0.848,0.763,0.588,0.743
472,0.780,0.527,0.414,0.417,0.440,0.849,0.763,0.589,0.743
473,0.780,0.527,0.414,0.418,0.440,0.849,0.763,0.589,0.743
474,0.780,0.527,0.415,0.418,0.440,0.849,0.763,0.589,0.743
475,0.780,0.527,0.415,0.418,0.440,0.850,0.763,0.589,0.743
476,0.780,0.527,0.415,0.418,0.440,0.850,0.763,0.589,0.743
477,0.780,0.527,0.415,0.418,0.440,0.850,0.763,0.589,0.743
478,0.780,0.527,0.415,0.418,0.440,0.851,0.763,0.589,0.743
479,0.780,0.527,0.415,0.418,0.440,0.851,0.763,0.589,0.743
480,0.780,0.527,0.416,0.418,0.440,0.851,0.763,0.589,0.743
481,0.780,0.527,0.416,0.418,0.440,0.851,0.763,0.589,0.743
482,0.780,0.527,0.415,0.418,0.440,0.851,0.763,0.589,0.743
483,0.780,0.527,0.415,0.418,0.440,0.852,0.763,0.589,0.743
484,0.780,0.527,0.415,0.418,0.440,0.852,0.763,0.589,0.743
485,0.780,0.527,0.415,0.418,0.440,0.852,0.763,0.589,0.743
486,0.780,0.527,0.415,0.418,0.439,0.852,0.763,0.589,0.743
487,0.780,0.527,0.415,0.418,0.439,0.853,0.763,0.589,0.743
488,0.780,0.527,0.415,0.418,0.439,0.853,0.763,0.589,0.743
489,0.780,0.527,0.414,0.418,0.439,0.853,0.763,0.589,0.743
490,0.780,0.527,0.414,0.417,0.439,0.853,0.763,0.589,0.743
491,0.780,0.526,0.414,0.417,0.438,0.853,0.763,0.589,0.743
492,0.780,0.526,0.414,0.417,0.438,0.853,0.763,0.589,0.743
493,0.780,0.526,0.413,0.417,0.438,0.854,0.763,0.589,0.742
494,0.780,0.526,0.413,0.417,0.438,0.854,0.763,0.588,0.742
495,0.780,0.526,0.413,0.417,0.437,0.854,0.763,0.588,0.742
496,0.780,0.526,0.413,0.417,0.437,0.854,0.763,0.588,0.742
497,0.780,0.526,0.413,0.416,0.437,0.854,0.763,0.588,0.742
498,0.780,0.526,0.413,0.416,0.437,0.855,0.762,0.588,0.742
499,0.780,0.526,0.413,0.416,0.436,0.855,0.762,0.587,0.742
500,0.780,0.526,0.413,0.416,0.436,0.855,0.762,0.587,0.742
501,0.780,0.526,0.413,0.416,0.436,0.855,0.762,0.587,0.741
502,0.781,0.526,0.413,0.416,0.435,0.855,0.762,0.587,0.741
503,0.781,0.526,0.413,0.416,0.435,0.856,0.762,0.586,0.741
504,0.781,0.525,0.413,0.416,0.434,0.856,0.762,0.586,0.741
505,0.781,0.525,0.413,0.416,0.434,0.856,0.762,0.585,0.741
506,0.781,0.525,0.413,0.416,0.433,0.856,0.762,0.585,0.740
507,0.781,0.525,0.413,0.416,0.433,0.856,0.761,0.584,0.740
508,0.781,0.525,0.413,0.416,0.432,0.856,0.761,0.584,0.740
509,0.781,0.525,0.412,0.415,0.432,0.856,0.761,0.583,0.739
510,0.781,0.524,0.412,0.415,0.431,0.856,0.761,0.582,0.739
511,0.781,0.524,0.412,0.415,0.430,0.856,0.761,0.582,0.739
512,0.781,0.524,0.412,0.415,0.430,0.856,0.760,0.581,0.738
513,0.781,0.524,0.412,0.414,0.429,0.856,0.760,0.580,0.738
514,0.781,0.524,0.412,0.414,0.428,0.856,0.760,0.580,0.738
515,0.781,0.524,0.412,0.414,0.428,0.856,0.760,0.579,0.738
516,0.781,0.524,0.413,0.414,0.428,0.856,0.760,0.579,0.737
517,0.781,0.524,0.413,0.414,0.427,0.856,0.759,0.578,0.737
518,0.781,0.524,0.413,0.414,0.427,0.856,0.759,0.578,0.737
519,0.781,0.523,0.413,0.414,0.427,0.856,0.759,0.578,0.737
520,0.781,0.523,0.413,0.414,0.427,0.856,0.759,0.577,0.736
521,0.781,0.523,0.413,0.414,0.426,0.856,0.758,0.577,0.736
522,0.781,0.523,0.414,0.414,0.426,0.856,0.758,0.577,0.736
523,0.781,0.523,0.414,0.414,0.426,0.856,0.758,0.576,0.736
524,0.781,0.523,0.414,0.414,0.426,0.856,0.758,0.576,0.735
525,0.781,0.523,0.414,0.414,0.425,0.856,0.757,0.575,0.735
526,0.781,0.523,0.414,0.414,0.425,0.856,0.757,0.575,0.735
527,0.781,0.523,0.414,0.414,0.424,0.856,0.757,0.574,0.734
528,0.781,0.523,0.414,0.414,0.424,0.856,0.756,0.574,0.734
529,0.781,0.523,0.413,0.414,0.424,0.856,0.756,0.573,0.734
530,0.780,0.522,0.413,0.413,0.423,0.856,0.756,0.573,0.733
531,0.781,0.522,0.413,0.413,0.423,0.856,0.755,0.572,0.733
532,0.781,0.522,0.413,0.413,0.422,0.855,0.755,0.572,0.732
533,0.780,0.522,0.413,0.413,0.422,0.855,0.755,0.571,0.732
534,0.780,0.522,0.412,0.412,0.422,0.855,0.754,0.570,0.732
535,0.780,0.521,0.412,0.412,0.421,0.855,0.754,0.570,0.731
536,0.780,0.521,0.412,0.412,0.421,0.855,0.754,0.569,0.731
537,0.780,0.521,0.411,0.411,0.420,0.855,0.753,0.568,0.730
538,0.780,0.521,0.411,0.411,0.419,0.854,0.753,0.567,0.730
539,0.780,0.521,0.410,0.411,0.419,0.854,0.752,0.567,0.730
540,0.780,0.520,0.410,0.410,0.418,0.854,0.752,0.566,0.729
541,0.780,0.520,0.410,0.410,0.418,0.854,0.751,0.565,0.729
542,0.780,0.520,0.409,0.409,0.417,0.854,0.751,0.564,0.728
543,0.780,0.520,0.409,0.409,0.416,0.854,0.750,0.563,0.728
544,0.780,0.519,0.408,0.408,0.416,0.853,0.750,0.562,0.727
545,0.780,0.519,0.407,0.408,0.415,0.853,0.749,0.561,0.727
546,0.780,0.519,0.407,0.407,0.414,0.853,0.749,0.560,0.726
547,0.780,0.518,0.406,0.406,0.413,0.853,0.748,0.559,0.725
548,0.779,0.518,0.405,0.406,0.413,0.852,0.748,0.558,0.725
549,0.779,0.518,0.405,0.405,0.412,0.852,0.747,0.557,0.724
550,0.779,0.517,0.404,0.404,0.411,0.852,0.747,0.556,0.724
551,0.779,0.517,0.403,0.404,0.410,0.851,0.746,0.555,0.723
552,0.779,0.517,0.403,0.403,0.410,0.851,0.746,0.554,0.722
553,0.779,0.516,0.402,0.403,0.409,0.851,0.745,0.553,0.722
554,0.779,0.516,0.401,0.402,0.408,0.850,0.744,0.552,0.721
555,0.779,0.516,0.401,0.402,0.407,0.850,0.744,0.551,0.721
556,0.779,0.515,0.400,0.401,0.407,0.850,0.743,0.550,0.720
557,0.778,0.515,0.399,0.400,0.406,0.850,0.743,0.549,0.719
558,0.778,0.515,0.399,0.400,0.405,0.849,0.742,0.548,0.719
559,0.778,0.514,0.398,0.399,0.405,0.849,0.742,0.547,0.718
560,0.778,0.514,0.397,0.399,0.404,0.849,0.741,0.546,0.718
561,0.778,0.514,0.397,0.398,0.403,0.848,0.740,0.545,0.717
562,0.778,0.513,0.396,0.397,0.402,0.848,0.740,0.544,0.716
563,0.778,0.513,0.395,0.397,0.401,0.848,0.739,0.543,0.716
564,0.778,0.512,0.394,0.396,0.400,0.848,0.739,0.542,0.715
565,0.778,0.512,0.393,0.395,0.400,0.847,0.738,0.541,0.714
566,0.778,0.512,0.392,0.394,0.399,0.847,0.738,0.539,0.714
567,0.777,0.511,0.391,0.394,0.398,0.847,0.737,0.538,0.713
568,0.777,0.511,0.390,0.393,0.396,0.847,0.736,0.537,0.712
569,0.777,0.510,0.389,0.392,0.395,0.846,0.736,0.536,0.712
570,0.777,0.510,0.388,0.391,0.394,0.846,0.735,0.534,0.711
571,0.777,0.510,0.387,0.390,0.393,0.846,0.734,0.533,0.710
572,0.777,0.509,0.386,0.389,0.392,0.846,0.734,0.532,0.709
573,0.777,0.509,0.385,0.388,0.391,0.845,0.733,0.530,0.709
574,0.777,0.508,0.384,0.388,0.390,0.845,0.732,0.529,0.708
575,0.776,0.508,0.383,0.387,0.388,0.845,0.732,0.527,0.707
576,0.776,0.507,0.381,0.386,0.387,0.844,0.731,0.526,0.706
577,0.776,0.506,0.380,0.384,0.385,0.844,0.730,0.524,0.706
578,0.776,0.506,0.379,0.383,0.384,0.844,0.730,0.522,0.705
579,0.776,0.505,0.377,0.382,0.382,0.843,0.729,0.520,0.704
580,0.776,0.504,0.376,0.380,0.381,0.842,0.729,0.518,0.703
581,0.776,0.503,0.374,0.379,0.379,0.842,0.728,0.516,0.702
582,0.775,0.502,0.372,0.377,0.377,0.842,0.727,0.514,0.701
583,0.775,0.501,0.370,0.376,0.375,0.841,0.726,0.512,0.700
584,0.775,0.500,0.368,0.374,0.373,0.841,0.726,0.509,0.699
585,0.775,0.500,0.367,0.373,0.371,0.840,0.725,0.507,0.698
586,0.775,0.499,0.365,0.371,0.369,0.840,0.724,0.505,0.697
587,0.775,0.498,0.363,0.370,0.367,0.840,0.723,0.503,0.695
588,0.775,0.497,0.361,0.368,0.364,0.840,0.723,0.500,0.694
589,0.774,0.496,0.359,0.367,0.362,0.840,0.722,0.498,0.693
590,0.774,0.495,0.357,0.365,0.359,0.840,0.721,0.495,0.692
591,0.774,0.494,0.355,0.363,0.357,0.839,0.720,0.493,0.691
592,0.774,0.493,0.353,0.361,0.355,0.838,0.720,0.490,0.690
593,0.774,0.492,0.351,0.360,0.352,0.838,0.719,0.487,0.689
594,0.774,0.491,0.348,0.358,0.350,0.837,0.718,0.484,0.687
595,0.773,0.490,0.346,0.355,0.347,0.837,0.717,0.481,0.686
596,0.773,0.488,0.343,0.353,0.344,0.836,0.716,0.478,0.685
597,0.773,0.486,0.340,0.351,0.340,0.835,0.715,0.474,0.683
598,0.772,0.485,0.337,0.348,0.337,0.834,0.714,0.471,0.682
599,0.772,0.483,0.334,0.345,0.334,0.834,0.713,0.467,0.680
600,0.772,0.481,0.332,0.343,0.331,0.833,0.712,0.463,0.679
601,0.771,0.480,0.329,0.340,0.328,0.832,0.711,0.460,0.677
602,0.771,0.478,0.327,0.338,0.325,0.832,0.710,0.457,0.676
603,0.771,0.477,0.325,0.337,0.323,0.831,0.709,0.455,0.675
604,0.770,0.476,0.324,0.335,0.322,0.831,0.708,0.453,0.674
605,0.770,0.476,0.322,0.334,0.320,0.830,0.707,0.451,0.673
606,0.770,0.475,0.321,0.333,0.319,0.830,0.707,0.449,0.672
607,0.770,0.474,0.320,0.332,0.318,0.829,0.706,0.448,0.671
608,0.770,0.474,0.319,0.331,0.316,0.829,0.705,0.446,0.670
609,0.770,0.473,0.318,0.330,0.315,0.828,0.704,0.445,0.669
610,0.769,0.472,0.317,0.329,0.314,0.828,0.703,0.443,0.668
611,0.769,0.472,0.315,0.328,0.313,0.827,0.703,0.442,0.667
612,0.769,0.471,0.314,0.327,0.312,0.827,0.702,0.440,0.667
613,0.769,0.470,0.313,0.325,0.310,0.826,0.701,0.439,0.666
614,0.769,0.469,0.312,0.324,0.309,0.826,0.700,0.437,0.665
615,0.768,0.469,0.311,0.323,0.308,0.825,0.699,0.435,0.664
616,0.768,0.468,0.309,0.322,0.307,0.825,0.698,0.434,0.663
617,0.768,0.467,0.308,0.321,0.305,0.824,0.697,0.432,0.662
618,0.768,0.467,0.307,0.320,0.304,0.823,0.696,0.430,0.661
619,0.767,0.466,0.306,0.318,0.303,0.823,0.695,0.429,0.660
620,0.767,0.465,0.305,0.317,0.302,0.822,0.694,0.427,0.659
621,0.767,0.464,0.304,0.316,0.300,0.822,0.693,0.425,0.658
622,0.766,0.464,0.302,0.315,0.299,0.821,0.692,0.424,0.657
623,0.766,0.463,0.301,0.314,0.298,0.821,0.691,0.422,0.656
624,0.766,0.462,0.300,0.313,0.297,0.820,0.690,0.420,0.655
625,0.766,0.462,0.299,0.312,0.295,0.820,0.689,0.419,0.654
626,0.766,0.461,0.298,0.311,0.294,0.819,0.688,0.417,0.653
627,0.765,0.460,0.297,0.310,0.293,0.819,0.687,0.415,0.652
628,0.765,0.459,0.296,0.308,0.291,0.818,0.686,0.414,0.651
629,0.764,0.459,0.294,0.307,0.290,0.818,0.685,0.412,0.649
630,0.764,0.458,0.293,0.306,0.289,0.817,0.684,0.410,0.648
631,0.764,0.457,0.292,0.305,0.288,0.816,0.683,0.409,0.647
632,0.764,0.456,0.291,0.304,0.287,0.816,0.682,0.407,0.647
633,0.763,0.455,0.290,0.303,0.285,0.815,0.681,0.405,0.645
634,0.763,0.454,0.289,0.302,0.284,0.814,0.680,0.404,0.644
635,0.762,0.453,0.288,0.300,0.283,0.813,0.679,0.402,0.643
636,0.762,0.453,0.286,0.299,0.282,0.813,0.678,0.401,0.642
637,0.762,0.452,0.285,0.298,0.281,0.812,0.677,0.399,0.642
638,0.761,0.451,0.284,0.297,0.280,0.811,0.676,0.397,0.640
639,0.761,0.450,0.283,0.296,0.279,0.811,0.675,0.396,0.639
640,0.761,0.449,0.282,0.295,0.277,0.810,0.674,0.394,0.638
641,0.760,0.449,0.281,0.294,0.276,0.809,0.673,0.393,0.637
642,0.760,0.448,0.280,0.293,0.275,0.809,0.672,0.391,0.637
643,0.759,0.447,0.279,0.292,0.274,0.808,0.671,0.390,0.636
644,0.759,0.446,0.278,0.291,0.273,0.808,0.670,0.388,0.635
645,0.759,0.446,0.277,0.290,0.271,0.807,0.669,0.387,0.634
646,0.758,0.445,0.276,0.289,0.270,0.807,0.669,0.385,0.633
647,0.758,0.444,0.275,0.288,0.269,0.807,0.668,0.384,0.632
648,0.758,0.444,0.274,0.287,0.268,0.806,0.667,0.382,0.631
649,0.757,0.443,0.273,0.286,0.267,0.805,0.666,0.381,0.630
650,0.757,0.442,0.272,0.285,0.266,0.805,0.665,0.379,0.629
651,0.757,0.441,0.271,0.284,0.264,0.804,0.664,0.378,0.628
652,0.756,0.440,0.270,0.282,0.263,0.803,0.663,0.376,0.627
653,0.756,0.439,0.269,0.281,0.262,0.803,0.662,0.375,0.626
654,0.755,0.438,0.267,0.280,0.260,0.802,0.661,0.373,0.626
655,0.755,0.437,0.266,0.279,0.259,0.802,0.660,0.371,0.625
656,0.754,0.436,0.264,0.277,0.257,0.801,0.660,0.369,0.624
657,0.754,0.435,0.263,0.276,0.256,0.800,0.659,0.367,0.623
658,0.754,0.433,0.262,0.274,0.254,0.800,0.658,0.365,0.622
659,0.753,0.432,0.260,0.273,0.253,0.799,0.657,0.364,0.621
660,0.753,0.431,0.259,0.272,0.252,0.798,0.656,0.362,0.620
661,0.752,0.431,0.258,0.271,0.251,0.798,0.655,0.361,0.619
662,0.752,0.430,0.257,0.270,0.250,0.797,0.654,0.360,0.618
663,0.752,0.429,0.257,0.269,0.249,0.797,0.654,0.359,0.618
664,0.751,0.429,0.256,0.268,0.248,0.796,0.653,0.358,0.617
665,0.751,0.428,0.255,0.268,0.247,0.796,0.652,0.357,0.617
666,0.751,0.427,0.254,0.267,0.247,0.795,0.652,0.356,0.616
667,0.750,0.426,0.253,0.266,0.246,0.795,0.651,0.355,0.615
668,0.750,0.426,0.252,0.265,0.245,0.794,0.650,0.354,0.615
669,0.750,0.425,0.252,0.265,0.245,0.794,0.650,0.353,0.614
670,0.749,0.425,0.251,0.264,0.244,0.793,0.649,0.352,0.613
671,0.749,0.424,0.250,0.263,0.243,0.793,0.648,0.351,0.613
672,0.749,0.423,0.249,0.262,0.242,0.792,0.648,0.350,0.612
673,0.748,0.423,0.248,0.261,0.241,0.792,0.647,0.349,0.611
674,0.748,0.422,0.247,0.261,0.241,0.792,0.646,0.348,0.611
675,0.748,0.421,0.247,0.260,0.240,0.791,0.645,0.347,0.610
676,0.747,0.421,0.246,0.259,0.239,0.791,0.645,0.346,0.609
677,0.747,0.420,0.245,0.258,0.238,0.790,0.644,0.345,0.609
678,0.746,0.419,0.244,0.257,0.237,0.790,0.643,0.343,0.608
679,0.746,0.419,0.243,0.256,0.236,0.789,0.642,0.342,0.607
680,0.745,0.418,0.243,0.256,0.235,0.789,0.642,0.341,0.606
681,0.745,0.417,0.242,0.255,0.234,0.788,0.641,0.340,0.606
682,0.745,0.416,0.241,0.254,0.233,0.788,0.640,0.338,0.605
683,0.744,0.415,0.240,0.253,0.232,0.787,0.639,0.337,0.604
