Start time (UTC), 0450 
 Sky conditions, CO-SDNV 
 Other notes, Melinda & Felix. Freezing conditions. Some blowing snow w light snow grains falling. 
 Ship latitude, 88.71305
 Ship longitude, 107.63178
Position, 1, 1, 1, 1
Surface type,NaN,NaN,NaN,NaN
Surface thickness (cm),NaN,NaN,NaN,NaN
Notes, standing position. first measurement of the da...,               kneeling position. kipps domes iced,                  standing position. domes de-iced,                               kneeling position. 
Change in incident (%),30.0, 40.0
Wavelengths,Albedo0,Albedo1
350,0.382,0.376
351,0.382,0.377
352,0.382,0.377
353,0.383,0.376
354,0.384,0.376
355,0.384,0.377
356,0.383,0.377
357,0.382,0.377
358,0.381,0.376
359,0.382,0.377
360,0.383,0.378
361,0.383,0.377
362,0.382,0.378
363,0.381,0.378
364,0.381,0.375
365,0.381,0.376
366,0.382,0.377
367,0.382,0.377
368,0.382,0.378
369,0.382,0.377
370,0.382,0.377
371,0.382,0.376
372,0.381,0.376
373,0.381,0.377
374,0.381,0.377
375,0.380,0.377
376,0.381,0.376
377,0.381,0.377
378,0.381,0.377
379,0.381,0.378
380,0.380,0.378
381,0.380,0.377
382,0.381,0.377
383,0.380,0.378
384,0.381,0.378
385,0.381,0.378
386,0.381,0.377
387,0.381,0.378
388,0.381,0.378
389,0.381,0.378
390,0.381,0.378
391,0.382,0.378
392,0.381,0.377
393,0.381,0.377
394,0.381,0.378
395,0.382,0.378
396,0.383,0.378
397,0.382,0.378
398,0.382,0.378
399,0.381,0.378
400,0.382,0.378
401,0.382,0.378
402,0.381,0.377
403,0.381,0.377
404,0.381,0.378
405,0.381,0.377
406,0.381,0.377
407,0.381,0.378
408,0.381,0.378
409,0.380,0.378
410,0.381,0.377
411,0.381,0.377
412,0.381,0.378
413,0.381,0.377
414,0.381,0.377
415,0.381,0.377
416,0.381,0.377
417,0.381,0.377
418,0.381,0.377
419,0.381,0.377
420,0.381,0.377
421,0.381,0.377
422,0.381,0.377
423,0.381,0.377
424,0.381,0.377
425,0.381,0.377
426,0.381,0.377
427,0.381,0.377
428,0.381,0.377
429,0.381,0.377
430,0.381,0.377
431,0.381,0.377
432,0.381,0.377
433,0.381,0.377
434,0.381,0.377
435,0.381,0.377
436,0.381,0.377
437,0.381,0.377
438,0.381,0.377
439,0.381,0.377
440,0.381,0.377
441,0.381,0.377
442,0.381,0.377
443,0.381,0.377
444,0.381,0.377
445,0.381,0.377
446,0.380,0.378
447,0.380,0.377
448,0.380,0.377
449,0.381,0.377
450,0.380,0.377
451,0.381,0.377
452,0.381,0.377
453,0.381,0.377
454,0.381,0.377
455,0.381,0.377
456,0.381,0.377
457,0.381,0.377
