Start time (UTC), 1202 
 Sky conditions, CO-SDNV to CO-SDV 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.50622
 Ship longitude, 2.36885
Position, 1, 2, 3, 4, 5, 6, 7, 8
Surface type, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
Surface thickness (cm),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notes,                        mostly pond (couple cm?),                 SSL raised areas (very uniform), sediment mounds - uneven porous slush near pond,                    part raised SSL. some uneven,                                      hole-y SSL,                          vertical grains. crack,                                      dark pond ,                                      uneven SSL
Change in incident (%),0.0, 10.0, 20.0, 10.0, 0.0, 10.0, 0.0, 0.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7
350,0.318,0.766,0.536,0.715,0.779,0.745,0.245,0.699
351,0.319,0.766,0.536,0.715,0.780,0.745,0.246,0.700
352,0.319,0.767,0.537,0.715,0.780,0.746,0.247,0.700
353,0.320,0.767,0.537,0.716,0.781,0.745,0.247,0.701
354,0.320,0.767,0.538,0.716,0.781,0.746,0.248,0.701
355,0.321,0.768,0.539,0.716,0.781,0.746,0.249,0.702
356,0.322,0.769,0.540,0.717,0.782,0.746,0.250,0.702
357,0.322,0.768,0.541,0.717,0.782,0.746,0.251,0.702
358,0.323,0.769,0.541,0.718,0.783,0.746,0.252,0.703
359,0.324,0.770,0.542,0.718,0.783,0.746,0.252,0.703
360,0.324,0.770,0.543,0.718,0.783,0.746,0.253,0.704
361,0.325,0.770,0.544,0.719,0.784,0.746,0.253,0.704
362,0.326,0.771,0.544,0.719,0.784,0.746,0.254,0.705
363,0.326,0.771,0.545,0.719,0.785,0.746,0.255,0.705
364,0.326,0.771,0.545,0.720,0.785,0.746,0.256,0.706
365,0.327,0.772,0.546,0.720,0.785,0.746,0.256,0.706
366,0.327,0.772,0.547,0.720,0.786,0.746,0.257,0.706
367,0.328,0.772,0.548,0.721,0.786,0.746,0.257,0.707
368,0.328,0.773,0.548,0.721,0.786,0.747,0.258,0.707
369,0.329,0.773,0.549,0.721,0.787,0.747,0.258,0.707
370,0.329,0.773,0.550,0.721,0.787,0.747,0.259,0.708
371,0.330,0.774,0.550,0.722,0.787,0.747,0.260,0.709
372,0.330,0.774,0.551,0.722,0.788,0.747,0.260,0.709
373,0.331,0.774,0.552,0.722,0.788,0.747,0.261,0.709
374,0.331,0.775,0.552,0.723,0.788,0.747,0.261,0.710
375,0.332,0.775,0.553,0.723,0.789,0.747,0.262,0.710
376,0.332,0.776,0.554,0.724,0.789,0.747,0.263,0.711
377,0.333,0.776,0.555,0.724,0.790,0.747,0.263,0.712
378,0.333,0.776,0.556,0.724,0.790,0.747,0.264,0.712
379,0.334,0.777,0.557,0.724,0.790,0.747,0.265,0.712
380,0.334,0.777,0.557,0.725,0.791,0.747,0.266,0.713
381,0.335,0.777,0.558,0.725,0.791,0.747,0.266,0.713
382,0.336,0.778,0.559,0.726,0.791,0.747,0.267,0.714
383,0.336,0.778,0.560,0.726,0.792,0.747,0.268,0.715
384,0.337,0.779,0.560,0.727,0.792,0.747,0.268,0.715
385,0.337,0.779,0.561,0.727,0.792,0.747,0.269,0.715
386,0.338,0.779,0.562,0.727,0.793,0.747,0.270,0.716
387,0.338,0.779,0.563,0.727,0.793,0.747,0.270,0.716
388,0.339,0.780,0.563,0.728,0.793,0.747,0.271,0.717
389,0.339,0.780,0.564,0.728,0.793,0.747,0.271,0.717
390,0.339,0.781,0.565,0.729,0.794,0.747,0.272,0.718
391,0.340,0.781,0.565,0.729,0.794,0.747,0.273,0.718
392,0.340,0.781,0.566,0.729,0.794,0.747,0.273,0.718
393,0.340,0.781,0.566,0.729,0.794,0.747,0.273,0.719
394,0.340,0.781,0.567,0.729,0.795,0.747,0.274,0.719
395,0.341,0.782,0.568,0.729,0.795,0.747,0.274,0.719
396,0.341,0.782,0.568,0.730,0.795,0.747,0.275,0.719
397,0.341,0.782,0.569,0.730,0.795,0.747,0.275,0.720
398,0.341,0.782,0.569,0.730,0.796,0.747,0.275,0.720
399,0.342,0.782,0.570,0.730,0.796,0.747,0.276,0.720
400,0.342,0.783,0.570,0.731,0.796,0.747,0.276,0.720
401,0.342,0.783,0.571,0.731,0.796,0.747,0.276,0.721
402,0.342,0.783,0.571,0.731,0.796,0.747,0.276,0.721
403,0.342,0.783,0.571,0.731,0.796,0.747,0.276,0.721
404,0.342,0.783,0.572,0.731,0.796,0.747,0.277,0.721
405,0.343,0.783,0.572,0.731,0.797,0.747,0.277,0.722
406,0.343,0.784,0.573,0.732,0.797,0.746,0.277,0.722
407,0.343,0.784,0.573,0.732,0.797,0.746,0.278,0.722
408,0.343,0.784,0.573,0.732,0.797,0.746,0.278,0.722
409,0.344,0.784,0.574,0.732,0.797,0.746,0.278,0.723
410,0.344,0.784,0.574,0.732,0.797,0.746,0.279,0.723
411,0.344,0.784,0.575,0.732,0.798,0.746,0.279,0.723
412,0.344,0.785,0.575,0.732,0.798,0.746,0.279,0.723
413,0.344,0.785,0.575,0.732,0.798,0.746,0.279,0.723
414,0.345,0.785,0.576,0.733,0.798,0.746,0.279,0.724
415,0.345,0.785,0.576,0.733,0.798,0.746,0.280,0.724
416,0.345,0.785,0.577,0.733,0.798,0.746,0.280,0.724
417,0.345,0.785,0.577,0.733,0.798,0.746,0.280,0.724
418,0.345,0.785,0.577,0.733,0.799,0.746,0.281,0.724
419,0.345,0.786,0.578,0.733,0.799,0.746,0.281,0.725
420,0.346,0.786,0.578,0.733,0.799,0.746,0.281,0.725
421,0.346,0.786,0.579,0.733,0.799,0.746,0.282,0.725
422,0.346,0.786,0.579,0.734,0.799,0.746,0.282,0.725
423,0.346,0.786,0.579,0.734,0.799,0.746,0.282,0.725
424,0.346,0.786,0.580,0.734,0.799,0.745,0.282,0.726
425,0.346,0.786,0.580,0.734,0.799,0.745,0.283,0.726
426,0.347,0.787,0.581,0.734,0.800,0.745,0.283,0.726
427,0.347,0.787,0.581,0.734,0.800,0.745,0.283,0.726
428,0.347,0.787,0.581,0.734,0.800,0.745,0.283,0.726
429,0.347,0.787,0.582,0.734,0.800,0.745,0.284,0.727
430,0.347,0.787,0.582,0.735,0.800,0.745,0.284,0.727
431,0.347,0.787,0.583,0.735,0.800,0.745,0.284,0.727
432,0.347,0.787,0.583,0.735,0.800,0.745,0.285,0.727
433,0.347,0.788,0.584,0.735,0.800,0.745,0.285,0.727
434,0.347,0.788,0.584,0.735,0.801,0.745,0.285,0.728
435,0.347,0.788,0.584,0.735,0.801,0.745,0.285,0.728
436,0.347,0.788,0.585,0.735,0.801,0.745,0.285,0.728
437,0.347,0.788,0.585,0.735,0.801,0.745,0.286,0.728
438,0.347,0.788,0.585,0.735,0.801,0.744,0.286,0.728
439,0.347,0.788,0.586,0.736,0.801,0.744,0.286,0.728
440,0.347,0.788,0.586,0.736,0.801,0.744,0.286,0.728
441,0.347,0.788,0.586,0.736,0.801,0.744,0.287,0.729
442,0.347,0.789,0.587,0.736,0.802,0.744,0.287,0.729
443,0.347,0.789,0.587,0.736,0.802,0.744,0.287,0.729
444,0.348,0.789,0.587,0.736,0.802,0.744,0.287,0.729
445,0.347,0.789,0.588,0.736,0.802,0.744,0.287,0.729
446,0.347,0.789,0.588,0.736,0.802,0.744,0.288,0.729
447,0.348,0.789,0.588,0.736,0.802,0.744,0.288,0.729
448,0.348,0.789,0.589,0.736,0.802,0.744,0.288,0.729
449,0.348,0.789,0.589,0.736,0.802,0.744,0.288,0.729
450,0.348,0.789,0.589,0.736,0.802,0.744,0.288,0.730
451,0.348,0.789,0.590,0.736,0.802,0.743,0.289,0.730
452,0.348,0.790,0.590,0.736,0.802,0.743,0.289,0.730
453,0.347,0.790,0.590,0.737,0.803,0.743,0.289,0.730
454,0.347,0.790,0.590,0.737,0.803,0.743,0.289,0.730
455,0.347,0.790,0.591,0.737,0.803,0.743,0.289,0.730
456,0.347,0.790,0.591,0.737,0.803,0.743,0.289,0.730
