Start time (UTC), 1129 
 Sky conditions, CO-SDV 
 Other notes, Cross-team destructive melt pond sampling @ pond 2-3. Felix measured same pond locations in order: 3, 2, 3.1, 3.2. L-Arm measurement taken at 2 w/ optics & CT cores (false bottom present). Other cores for nutrients methox DIC Chl. Magnaprobe survey of pond.  
 Ship latitude, 81.04501
 Ship longitude, 0.43322
Position,  1A,  1B,   2,   3, 3.1, 3.2
Surface type, S, P, P, P, P, P
Surface thickness (cm),  4.0,  8.0, 13.0,  NaN,  NaN,  NaN
Notes, darker wet patch in middle,             frozen surface,                        NaN,                        NaN,        bubbly pond bottom ,  white/cracked pond bottom
Change in incident (%),0.0, 0.0, 0.0, 0.0, 10.0, 10.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5
2073,,,,,0.057,
2074,,,,,0.057,
2075,,,,0.016,0.057,
2076,,,,0.016,0.058,
2077,,,,0.016,0.058,
2078,,,,0.015,0.058,0.020
2079,,,,0.015,0.058,0.020
2080,,0.025,,0.014,0.058,0.020
2081,0.015,0.025,0.040,0.014,0.058,0.020
2082,0.015,0.024,0.040,0.014,0.058,0.020
2083,0.015,0.024,0.040,0.013,0.058,0.020
2084,0.015,0.024,0.041,0.013,0.058,0.020
2085,0.015,0.024,0.041,0.012,0.058,0.020
2086,0.015,0.024,0.041,0.012,0.058,0.020
2087,0.015,0.024,0.041,0.011,0.058,0.020
2088,0.015,0.023,0.041,0.011,0.058,0.020
2089,0.016,0.023,0.041,0.011,0.058,0.020
2090,0.016,0.023,0.041,0.010,0.058,0.020
2091,0.016,0.022,0.041,0.010,0.058,0.020
2092,0.015,0.022,0.041,0.010,0.058,0.020
2093,0.015,0.021,0.040,0.010,0.057,0.020
2094,0.015,0.021,0.040,0.009,0.057,0.021
2095,0.015,0.020,0.040,0.009,0.057,0.021
2096,0.015,0.020,0.040,0.009,0.057,0.021
2097,0.015,0.019,0.040,0.009,0.056,0.021
2098,0.015,0.019,0.040,0.009,0.056,0.022
2099,0.015,0.018,0.039,0.009,0.056,0.022
2100,0.015,0.018,0.039,0.009,0.055,0.022
2101,0.016,0.017,0.039,0.009,0.055,0.022
2102,0.016,0.017,0.039,0.010,0.055,0.022
2103,0.016,0.017,0.039,0.010,0.054,0.022
2104,0.016,0.016,0.039,0.010,0.054,0.022
2105,0.017,0.016,0.039,0.011,0.054,0.023
2106,0.017,0.016,0.039,0.011,0.053,0.023
2107,0.018,0.016,0.039,0.012,0.053,0.023
2108,0.018,0.016,0.039,0.012,0.053,0.023
2109,0.019,0.015,0.040,0.013,0.053,0.023
2110,0.020,0.015,0.040,0.014,0.053,0.023
2111,0.020,0.015,0.040,0.015,0.053,0.023
2112,0.021,0.015,0.040,0.016,0.052,0.024
2113,0.021,0.015,0.040,0.017,0.052,0.024
2114,0.022,0.016,0.040,0.018,0.052,0.024
2115,0.022,0.016,0.040,0.019,0.052,0.024
2116,0.023,0.016,0.040,0.019,0.052,0.024
2117,0.023,0.016,0.040,0.020,0.052,0.024
2118,0.023,0.016,0.040,0.021,0.052,0.025
2119,0.024,0.017,0.040,0.022,0.052,0.025
2120,0.024,0.017,0.040,0.023,0.052,0.025
2121,0.024,0.017,0.040,0.024,0.052,0.025
2122,0.024,0.018,0.040,0.025,0.052,0.025
2123,0.025,0.018,0.040,0.026,0.051,0.025
2124,0.025,0.019,0.040,0.026,0.051,0.025
2125,0.025,0.019,0.040,0.027,0.051,0.026
2126,0.025,0.020,0.040,0.027,0.051,0.026
2127,0.025,0.020,0.040,0.027,0.051,0.026
2128,0.025,0.021,0.040,0.028,0.051,0.026
2129,0.026,0.021,0.040,0.028,0.051,0.026
2130,0.026,0.021,0.040,0.028,0.051,0.027
2131,0.026,0.021,0.040,0.028,0.051,0.027
2132,0.026,0.022,0.040,0.028,0.051,0.027
2133,0.026,0.022,0.040,0.028,0.050,0.028
2134,0.026,0.022,0.040,0.028,0.050,0.028
2135,0.026,0.022,0.040,0.027,0.050,0.028
2136,0.026,0.022,0.040,0.027,0.050,0.028
2137,0.026,0.022,0.040,0.027,0.050,0.029
2138,0.026,0.022,0.040,0.026,0.050,0.029
2139,0.026,0.021,0.040,0.026,0.049,0.030
2140,0.026,0.021,0.040,0.025,0.049,0.030
2141,0.025,0.021,0.040,0.025,0.049,0.030
2142,0.025,0.021,0.040,0.024,0.049,0.030
2143,0.025,0.021,0.041,0.024,0.049,0.031
2144,0.025,0.021,0.041,0.023,0.049,0.031
2145,0.025,0.021,0.041,0.023,0.049,0.031
2146,0.024,0.021,0.041,0.022,0.048,0.031
2147,0.024,0.021,0.042,0.022,0.048,0.031
2148,0.024,0.021,0.042,0.022,0.048,0.031
2149,0.023,0.021,0.042,0.022,0.048,0.031
2150,0.023,0.021,0.042,0.021,0.049,0.031
2151,0.023,0.021,0.043,0.021,0.049,0.031
2152,0.022,0.021,0.043,0.021,0.049,0.031
2153,0.022,0.021,0.043,0.021,0.049,0.030
2154,0.022,0.021,0.043,0.021,0.049,0.030
2155,0.022,0.021,0.043,0.021,0.049,0.030
2156,0.021,0.021,0.043,0.022,0.049,0.030
2157,0.021,0.021,0.043,0.022,0.049,0.030
2158,0.021,0.021,0.043,0.022,0.049,0.029
2159,0.021,0.022,0.043,0.023,0.049,0.029
2160,0.021,0.022,0.044,0.023,0.049,0.029
2161,0.021,0.022,0.044,0.024,0.049,0.028
2162,0.021,0.022,0.044,0.024,0.049,0.028
2163,0.021,0.022,0.044,0.024,0.049,0.027
2164,0.021,0.023,0.044,0.025,0.049,0.027
2165,0.021,0.023,0.043,0.026,0.049,0.026
2166,0.021,0.023,0.043,0.026,0.049,0.026
2167,0.021,0.023,0.043,0.027,0.049,0.025
2168,0.021,0.023,0.043,0.027,0.049,0.024
2169,0.021,0.023,0.043,0.027,0.049,0.023
2170,0.020,0.023,0.043,0.028,0.049,0.023
2171,0.020,0.024,0.043,0.028,0.048,0.022
2172,0.020,0.024,0.043,0.029,0.048,0.021
2173,0.020,0.024,0.042,0.029,0.048,0.021
2174,0.020,0.024,0.042,0.030,0.048,0.020
2175,0.020,0.024,0.042,0.030,0.048,0.020
2176,0.020,0.024,0.042,0.030,0.048,0.019
2177,0.020,0.025,0.042,0.030,0.047,0.019
2178,0.020,0.025,0.042,0.031,0.047,0.019
2179,0.021,0.025,0.042,0.031,0.047,0.019
2180,0.021,0.025,0.041,0.031,0.047,0.019
2181,0.021,0.025,0.041,0.030,0.047,0.019
2182,0.021,0.025,0.041,0.030,0.047,0.020
2183,0.021,0.026,0.041,0.030,0.047,0.020
2184,0.021,0.026,0.041,0.030,0.047,0.020
2185,0.021,0.026,0.041,0.030,0.047,0.020
2186,0.021,0.026,0.041,0.029,0.047,0.021
2187,0.021,0.026,0.040,0.029,0.047,0.021
2188,0.021,0.026,0.040,0.028,0.047,0.022
2189,0.021,0.027,0.040,0.028,0.047,0.022
2190,0.021,0.027,0.039,0.027,0.047,0.022
2191,0.021,0.027,0.039,0.027,0.047,0.023
2192,0.021,0.027,0.039,0.026,0.047,0.023
2193,0.021,0.028,0.038,0.026,0.048,0.023
2194,0.021,0.028,0.038,0.025,0.048,0.023
2195,0.021,0.028,0.038,0.025,0.048,0.023
2196,0.021,0.029,0.037,0.025,0.048,0.024
2197,0.022,0.030,0.037,0.025,0.048,0.024
2198,0.022,0.030,0.037,0.025,0.049,0.024
2199,0.022,0.031,0.037,0.025,0.049,0.024
2200,0.022,0.031,0.036,0.025,0.049,0.024
2201,0.022,0.032,0.036,0.024,0.049,0.025
2202,0.022,0.032,0.036,0.024,0.050,0.025
2203,0.022,0.032,0.036,0.024,0.050,0.025
2204,0.022,0.032,0.035,0.024,0.050,0.025
2205,0.023,0.033,0.035,0.024,0.050,0.025
2206,0.023,0.033,0.035,0.024,0.050,0.024
2207,0.023,0.033,0.035,0.024,0.050,0.024
2208,0.023,0.033,0.035,0.024,0.050,0.024
2209,0.023,0.033,0.035,0.025,0.050,0.024
2210,0.024,0.032,0.034,0.025,0.050,0.023
2211,0.024,0.032,0.034,0.025,0.050,0.023
2212,0.024,0.032,0.034,0.025,0.050,0.022
2213,0.024,0.032,0.034,0.025,0.050,0.022
2214,0.024,0.031,0.034,0.025,0.050,0.021
2215,0.025,0.031,0.035,0.025,0.049,0.021
2216,0.025,0.031,0.035,0.025,0.049,0.020
2217,0.025,0.031,0.035,0.025,0.049,0.020
2218,0.025,0.031,0.035,0.025,0.049,0.020
2219,0.026,0.031,0.035,0.026,0.048,0.019
2220,0.026,0.031,0.035,0.026,0.048,0.019
2221,0.026,0.031,0.036,0.026,0.048,0.019
2222,0.026,0.032,0.036,0.026,0.048,0.018
2223,0.027,0.032,0.036,0.026,0.048,0.018
2224,0.027,0.032,0.036,0.026,0.047,0.018
2225,0.027,0.032,0.036,0.026,0.047,0.018
2226,0.027,0.032,0.037,0.026,0.047,0.018
2227,0.027,0.032,0.037,0.026,0.047,0.019
2228,0.027,0.032,0.037,0.026,0.047,0.019
2229,0.028,0.032,0.037,0.026,0.047,0.019
2230,0.028,0.031,0.038,0.026,0.047,0.019
2231,0.028,0.031,0.038,0.026,0.047,0.020
2232,0.028,0.031,0.038,0.026,0.047,0.020
2233,0.028,0.031,0.038,0.026,0.047,0.021
2234,0.028,0.031,0.038,0.026,0.047,0.021
2235,0.029,0.030,0.038,0.026,0.048,0.022
2236,0.029,0.030,0.038,0.026,0.048,0.023
2237,0.029,0.030,0.038,0.026,0.048,0.023
2238,0.029,0.030,0.038,0.026,0.049,0.024
2239,0.029,0.029,0.037,0.026,0.049,0.024
2240,0.029,0.029,0.037,0.025,0.049,0.025
2241,0.029,0.029,0.037,0.025,0.050,0.025
2242,0.030,0.029,0.037,0.025,0.050,0.025
2243,0.030,0.029,0.036,0.025,0.050,0.026
2244,0.030,0.028,0.036,0.025,0.050,0.026
2245,0.031,0.028,0.036,0.025,0.051,0.026
2246,0.031,0.028,0.035,0.025,0.051,0.026
2247,0.031,0.028,0.035,0.025,0.051,0.026
2248,0.032,0.027,0.034,0.025,0.051,0.026
2249,0.032,0.027,0.034,0.025,0.052,0.026
2250,0.032,0.026,0.034,0.025,0.052,0.026
2251,0.033,0.026,0.033,0.025,0.052,0.026
2252,0.033,0.025,0.033,0.025,0.052,0.026
2253,0.033,0.025,0.033,0.026,0.052,0.025
2254,0.033,0.025,0.033,0.026,0.052,0.025
2255,0.034,0.024,0.033,0.026,0.052,0.025
2256,0.034,0.024,0.033,0.026,0.052,0.025
2257,0.034,0.023,0.033,0.027,0.052,0.024
2258,0.034,0.023,0.033,0.027,0.052,0.024
2259,0.034,0.023,0.033,0.027,0.051,0.024
2260,0.034,0.023,0.032,0.027,0.051,0.023
2261,0.034,0.023,0.032,0.028,0.051,0.023
2262,0.034,0.023,0.032,0.028,0.051,0.022
2263,0.034,0.023,0.032,0.028,0.051,0.022
2264,0.034,0.023,0.032,0.028,0.050,0.021
2265,0.034,0.023,0.032,0.028,0.050,0.021
2266,0.034,0.023,0.032,0.028,0.050,0.021
2267,0.034,0.023,0.032,0.028,0.050,0.020
2268,0.034,0.023,0.032,0.028,0.050,0.020
2269,0.034,0.023,0.032,0.028,0.050,0.020
2270,0.034,0.023,0.033,0.029,0.049,0.020
2271,0.034,0.023,0.033,0.029,0.049,0.020
2272,0.033,0.023,0.033,0.028,0.049,0.019
2273,0.033,0.023,0.034,0.028,0.049,0.019
2274,0.033,0.023,0.034,0.028,0.049,0.019
2275,0.033,0.023,0.035,0.028,0.050,0.019
2276,0.032,0.023,0.035,0.028,0.050,0.019
2277,0.032,0.023,0.036,0.028,0.050,0.020
2278,0.032,0.023,0.036,0.027,0.050,0.020
2279,0.032,0.023,0.037,0.027,0.050,0.020
2280,0.031,0.023,0.037,0.027,0.050,0.020
2281,0.031,0.023,0.038,0.026,0.051,0.020
2282,0.031,0.024,0.038,0.026,0.051,0.020
2283,0.030,0.024,0.039,0.026,0.051,0.020
2284,0.030,0.024,0.039,0.025,0.051,0.020
2285,0.030,0.024,0.040,0.025,0.052,0.020
2286,0.029,0.024,0.040,0.025,0.052,0.020
2287,0.029,0.024,0.041,0.025,0.052,0.020
2288,0.029,0.024,0.041,0.025,0.052,0.020
2289,0.029,0.024,0.042,0.025,0.052,0.020
2290,0.029,0.024,0.042,0.025,0.053,0.019
2291,0.028,0.024,0.043,0.025,0.053,0.019
2292,0.028,0.024,0.044,0.025,0.053,0.019
2293,0.028,0.024,0.044,0.024,0.053,0.019
2294,0.028,0.024,0.045,0.024,0.053,0.019
2295,0.028,0.024,0.046,0.024,0.053,0.019
2296,0.028,0.024,0.046,0.024,0.053,0.019
2297,0.028,0.024,0.047,0.024,0.052,0.019
2298,0.028,0.024,0.047,,0.052,0.019
2299,0.028,0.024,0.048,,0.052,0.019
2300,0.028,0.024,0.048,,0.052,0.020
2301,0.028,0.024,0.048,,0.051,0.020
2302,0.028,0.025,0.048,,0.051,0.020
2303,0.028,0.025,0.048,,0.051,0.020
2304,0.028,0.026,0.048,,0.052,0.020
2305,0.028,0.026,0.047,,0.052,0.020
2306,0.028,0.027,0.047,,0.052,0.020
2307,0.028,0.027,0.047,,0.052,0.020
2308,0.028,0.028,0.047,,0.052,0.020
2309,0.029,0.029,0.046,,0.052,0.020
2310,0.029,0.029,0.046,,0.052,0.020
2311,0.029,0.030,0.046,,0.052,0.020
2312,0.029,0.031,0.045,,0.052,0.020
2313,0.029,0.031,0.045,,0.052,0.020
2314,0.029,0.032,0.045,,0.052,0.020
2315,0.029,0.032,0.044,,0.052,0.020
2316,0.029,0.033,0.044,,0.052,0.020
2317,0.029,0.033,0.044,,0.052,0.020
2318,0.029,0.034,0.044,,0.052,0.019
2319,0.029,0.035,,,0.052,0.019
2320,0.030,0.035,,,0.051,0.019
2321,0.030,0.036,,,0.051,0.020
2322,0.029,0.036,,,0.052,0.020
2323,0.029,0.037,,,0.052,0.020
2324,0.029,0.037,,,0.052,0.020
2325,0.029,0.038,,,0.053,0.020
2326,0.029,0.038,,,0.053,0.020
2327,0.029,0.039,,,0.053,0.020
2328,0.029,0.039,,,0.054,0.019
2329,0.029,0.040,,,0.054,0.019
2330,0.029,,,,0.055,0.019
2331,0.029,,,,0.056,0.018
2332,0.029,,,,0.056,0.018
2333,0.029,,,,0.057,0.017
2334,,,,,0.057,0.017
2335,,,,,0.057,0.016
2336,,,,,0.057,0.016
2337,,,,,0.058,0.015
2338,,,,,0.058,0.014
2339,,,,,0.058,0.014
2340,,,,,0.059,0.013
2341,,,,,0.059,0.013
2342,,,,,0.059,0.012
2343,,,,,0.060,0.012
2344,,,,,0.060,0.011
2345,,,,,0.061,0.011
2346,,,,,0.061,0.010
2347,,,,,0.061,0.010
2348,,,,,0.062,0.010
2349,,,,,0.062,0.009
2350,,,,,0.062,0.009
2351,,,,,0.063,0.009
2352,,,,,,0.008
2353,,,,,,0.008
2354,,,,,,0.008
2355,,,,,,0.007
2356,,,,,,0.007
2357,,,,,,0.006
2358,,,,,,0.006
2359,,,,,,0.006
2360,,,,,,0.005
2361,,,,,,0.004
2362,,,,,,0.004
2363,,,,,,0.003
2364,,,,,,
2365,,,,,,
2366,,,,,,
2367,,,,,,
2368,,,,,,
2369,,,,,,
2370,,,,,,
2371,,,,,,
2372,,,,,,
2373,,,,,,
2374,,,,,,
2375,,,,,,
2376,,,,,,
2377,,,,,,
2378,,,,,,
2379,,,,,,
2380,,,,,,
2381,,,,,,
2382,,,,,,
2383,,,,,,
2384,,,,,,
2385,,,,,,
2386,,,,,,
2387,,,,,,
2388,,,,,,
2389,,,,,,
2390,,,,,,
2391,,,,,,
2392,,,,,,
2393,,,,,,
2394,,,,,,
2395,,,,,,
2396,,,,,,
2397,,,,,,
2398,,,,,,
2399,,,,,,
2400,,,,,,
2401,,,,,,
2402,,,,,,
2403,,,,,,
2404,,,,,,
2405,,,,,,
2406,,,,,,
2407,,,,,,
2408,,,,,,
2409,,,,,,
2410,,,,,,
2411,,,,,,
2412,,,,,,
2413,,,,,,
2414,,,,,,
2415,,,,,,
2416,,,,,,
2417,,,,,,
2418,,,,,,
2419,,,,,,
2420,,,,,,
2421,,,,,,
2422,,,,,,
2423,,,,,,
2424,,,,,,
2425,,,,,,
2426,,,,,,
2427,,,,,,
2428,,,,,,
2429,,,,,,
2430,,,,,,
2431,,,,,,
2432,,,,,,
2433,,,,,,
2434,,,,,,
2435,,,,,,
2436,,,,,,
2437,,,,,,
2438,,,,,,
2439,,,,,,
2440,,,,,,
2441,,,,,,
2442,,,,,,
2443,,,,,,
2444,,,,,,
2445,,,,,,
2446,,,,,,
2447,,,,,,
2448,,,,,,
2449,,,,,,
2450,,,,,,
2451,,,,,,
2452,,,,,,
2453,,,,,,
2454,,,,,,
2455,,,,,,
2456,,,,,,
2457,,,,,,
2458,,,,,,
2459,,,,,,
2460,,,,,,
2461,,,,,,
2462,,,,,,
2463,,,,,,
2464,,,,,,
2465,,,,,,
2466,,,,,,
2467,,,,,,
2468,,,,,,
2469,,,,,,
2470,,,,,,
2471,,,,,,
2472,,,,,,
2473,,,,,,
2474,,,,,,
2475,,,,,,
2476,,,,,,
2477,,,,,,
2478,,,,,,
2479,,,,,,
2480,,,,,,
2481,,,,,,
2482,,,,,,
2483,,,,,,
2484,,,,,,
2485,,,,,,
2486,,,,,,
2487,,,,,,
2488,,,,,,
2489,,,,,,
2490,,,,,,
2491,,,,,,
2492,,,,,,
2493,,,,,,
2494,,,,,,
2495,,,,,,
2496,,,,,,
2497,,,,,,
2498,,,,,,
2499,,,,,,
2500,,,,,,
