Start time (UTC), 1129 
 Sky conditions, CO-SDV 
 Other notes, Cross-team destructive melt pond sampling @ pond 2-3. Felix measured same pond locations in order: 3, 2, 3.1, 3.2. L-Arm measurement taken at 2 w/ optics & CT cores (false bottom present). Other cores for nutrients methox DIC Chl. Magnaprobe survey of pond.  
 Ship latitude, 81.04501
 Ship longitude, 0.43322
Position,  1A,  1B,   2,   3, 3.1, 3.2
Surface type, S, P, P, P, P, P
Surface thickness (cm),  4.0,  8.0, 13.0,  NaN,  NaN,  NaN
Notes, darker wet patch in middle,             frozen surface,                        NaN,                        NaN,        bubbly pond bottom ,  white/cracked pond bottom
Change in incident (%),0.0, 0.0, 0.0, 0.0, 10.0, 10.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5
826,0.573,0.233,0.124,0.135,0.138,0.159
827,0.573,0.233,0.124,0.135,0.138,0.159
828,0.573,0.233,0.124,0.135,0.137,0.158
829,0.573,0.233,0.124,0.134,0.137,0.158
830,0.573,0.232,0.124,0.134,0.137,0.157
831,0.573,0.232,0.123,0.134,0.136,0.156
832,0.573,0.232,0.123,0.134,0.136,0.155
833,0.573,0.231,0.123,0.134,0.135,0.155
834,0.572,0.231,0.123,0.133,0.134,0.154
835,0.572,0.230,0.122,0.133,0.134,0.153
836,0.572,0.230,0.122,0.133,0.133,0.152
837,0.572,0.229,0.122,0.133,0.133,0.151
838,0.571,0.229,0.121,0.132,0.132,0.150
839,0.571,0.228,0.121,0.132,0.131,0.149
840,0.571,0.227,0.121,0.132,0.131,0.149
841,0.570,0.227,0.121,0.131,0.130,0.148
842,0.570,0.226,0.120,0.131,0.130,0.147
843,0.569,0.226,0.120,0.131,0.129,0.146
844,0.569,0.225,0.120,0.131,0.129,0.146
845,0.568,0.225,0.120,0.131,0.128,0.145
846,0.568,0.224,0.119,0.130,0.128,0.144
847,0.567,0.224,0.119,0.130,0.128,0.144
848,0.567,0.223,0.119,0.130,0.127,0.143
849,0.566,0.223,0.119,0.130,0.127,0.143
850,0.565,0.222,0.119,0.130,0.127,0.142
851,0.564,0.222,0.118,0.129,0.126,0.141
852,0.563,0.221,0.118,0.129,0.126,0.141
853,0.562,0.221,0.118,0.129,0.125,0.140
854,0.561,0.220,0.118,0.129,0.125,0.140
855,0.560,0.220,0.118,0.129,0.125,0.139
856,0.559,0.219,0.117,0.128,0.124,0.138
857,0.558,0.219,0.117,0.128,0.124,0.138
858,0.557,0.218,0.117,0.128,0.124,0.137
859,0.556,0.217,0.117,0.128,0.123,0.137
860,0.554,0.217,0.116,0.127,0.123,0.136
861,0.553,0.216,0.116,0.127,0.122,0.135
862,0.551,0.215,0.116,0.127,0.122,0.135
863,0.550,0.214,0.115,0.126,0.122,0.134
864,0.549,0.214,0.115,0.126,0.121,0.133
865,0.547,0.213,0.115,0.126,0.121,0.133
866,0.545,0.212,0.115,0.126,0.120,0.132
867,0.544,0.212,0.114,0.125,0.120,0.132
868,0.542,0.211,0.114,0.125,0.120,0.131
869,0.541,0.210,0.114,0.125,0.119,0.130
870,0.539,0.209,0.114,0.124,0.119,0.130
871,0.537,0.209,0.113,0.124,0.118,0.129
872,0.535,0.208,0.113,0.124,0.118,0.128
873,0.534,0.207,0.113,0.124,0.118,0.128
874,0.532,0.206,0.112,0.123,0.117,0.127
875,0.530,0.206,0.112,0.123,0.117,0.126
876,0.528,0.205,0.112,0.123,0.117,0.126
877,0.526,0.204,0.112,0.123,0.116,0.125
878,0.524,0.203,0.111,0.122,0.116,0.125
879,0.523,0.202,0.111,0.122,0.115,0.124
880,0.521,0.202,0.111,0.122,0.115,0.123
881,0.519,0.201,0.111,0.121,0.115,0.123
882,0.517,0.200,0.110,0.121,0.114,0.122
883,0.515,0.199,0.110,0.121,0.114,0.121
884,0.513,0.198,0.110,0.120,0.114,0.121
885,0.511,0.198,0.109,0.120,0.113,0.120
886,0.510,0.197,0.109,0.120,0.113,0.120
887,0.508,0.196,0.109,0.120,0.112,0.119
888,0.506,0.195,0.109,0.119,0.112,0.118
889,0.504,0.195,0.108,0.119,0.112,0.118
890,0.503,0.194,0.108,0.119,0.111,0.117
891,0.501,0.193,0.108,0.119,0.111,0.117
892,0.499,0.193,0.108,0.118,0.111,0.116
893,0.498,0.192,0.107,0.118,0.111,0.116
894,0.496,0.192,0.107,0.118,0.110,0.116
895,0.495,0.191,0.107,0.118,0.110,0.115
896,0.493,0.190,0.107,0.118,0.110,0.115
897,0.492,0.190,0.107,0.117,0.110,0.114
898,0.491,0.189,0.106,0.117,0.109,0.114
899,0.490,0.189,0.106,0.117,0.109,0.114
900,0.488,0.189,0.106,0.117,0.109,0.113
901,0.487,0.188,0.106,0.117,0.109,0.113
902,0.486,0.188,0.106,0.117,0.109,0.113
903,0.485,0.187,0.106,0.116,0.108,0.112
904,0.484,0.187,0.105,0.116,0.108,0.112
905,0.483,0.187,0.105,0.116,0.108,0.112
906,0.483,0.186,0.105,0.116,0.108,0.112
907,0.482,0.186,0.105,0.116,0.108,0.111
908,0.481,0.186,0.105,0.116,0.108,0.111
909,0.480,0.185,0.105,0.116,0.107,0.111
910,0.480,0.185,0.105,0.116,0.107,0.111
911,0.479,0.185,0.105,0.116,0.107,0.111
912,0.478,0.184,0.105,0.115,0.107,0.110
913,0.478,0.184,0.104,0.115,0.107,0.110
914,0.477,0.184,0.104,0.115,0.107,0.110
915,0.477,0.184,0.104,0.115,0.107,0.110
916,0.476,0.184,0.104,0.115,0.107,0.109
917,0.476,0.183,0.104,0.115,0.107,0.109
918,0.475,0.183,0.104,0.115,0.106,0.109
919,0.475,0.183,0.104,0.115,0.106,0.109
920,0.474,0.183,0.104,0.115,0.106,0.109
921,0.474,0.182,0.104,0.115,0.106,0.108
922,0.473,0.182,0.104,0.115,0.106,0.108
923,0.473,0.182,0.104,0.114,0.106,0.108
924,0.472,0.181,0.104,0.114,0.106,0.107
925,0.471,0.181,0.104,0.114,0.105,0.107
926,0.471,0.181,0.103,0.114,0.105,0.107
927,0.470,0.181,0.103,0.114,0.105,0.106
928,0.470,0.180,0.103,0.114,0.105,0.106
929,0.469,0.180,0.103,0.114,0.105,0.106
930,0.469,0.180,0.103,0.114,0.105,0.106
931,0.468,0.180,0.103,0.113,0.105,0.106
932,0.467,0.179,0.103,0.113,0.105,0.106
933,0.467,0.179,0.103,0.113,0.105,0.105
934,0.466,0.179,0.103,0.113,0.105,0.106
935,0.465,0.179,0.103,0.113,0.105,0.106
936,0.464,0.179,0.103,0.114,0.105,0.105
937,0.463,0.179,0.103,0.114,0.105,0.105
938,0.462,0.179,0.103,0.114,0.105,0.105
939,0.461,0.179,0.103,0.114,0.105,0.105
940,0.460,0.178,0.103,0.114,0.105,0.105
941,0.459,0.178,0.103,0.114,0.105,0.105
942,0.458,0.178,0.103,0.114,0.105,0.105
943,0.456,0.177,0.103,0.113,0.105,0.105
944,0.455,0.177,0.103,0.113,0.105,0.105
945,0.453,0.176,0.103,0.113,0.105,0.104
946,0.452,0.176,0.102,0.113,0.105,0.104
947,0.450,0.175,0.102,0.113,0.104,0.103
948,0.448,0.174,0.102,0.113,0.104,0.103
949,0.446,0.173,0.102,0.112,0.104,0.102
950,0.444,0.172,0.101,0.112,0.103,0.102
951,0.441,0.172,0.101,0.111,0.103,0.101
952,0.439,0.171,0.100,0.111,0.103,0.101
953,0.437,0.170,0.100,0.110,0.102,0.100
954,0.434,0.169,0.099,0.110,0.102,0.099
955,0.432,0.168,0.099,0.109,0.101,0.099
956,0.430,0.167,0.099,0.109,0.101,0.099
957,0.427,0.166,0.098,0.109,0.101,0.098
958,0.424,0.165,0.098,0.108,0.100,0.098
959,0.421,0.165,0.098,0.108,0.100,0.097
960,0.419,0.164,0.097,0.107,0.100,0.097
961,0.416,0.163,0.097,0.107,0.099,0.096
962,0.413,0.162,0.097,0.106,0.099,0.096
963,0.411,0.161,0.096,0.106,0.099,0.095
964,0.408,0.160,0.096,0.105,0.098,0.094
965,0.405,0.159,0.096,0.105,0.098,0.094
966,0.402,0.158,0.095,0.105,0.097,0.094
967,0.400,0.157,0.095,0.104,0.097,0.093
968,0.397,0.157,0.095,0.104,0.097,0.093
969,0.395,0.156,0.094,0.104,0.097,0.093
970,0.392,0.155,0.094,0.103,0.096,0.092
971,0.390,0.154,0.094,0.103,0.096,0.092
972,0.388,0.154,0.093,0.102,0.095,0.091
973,0.385,0.153,0.093,0.102,0.095,0.091
974,0.383,0.152,0.093,0.101,0.095,0.090
975,0.381,0.151,0.092,0.101,0.095,0.090
976,0.379,0.150,0.092,0.101,0.094,0.089
977,0.376,0.150,0.092,0.100,0.094,0.089
978,0.374,0.149,0.091,0.100,0.094,0.089
979,0.372,0.148,0.091,0.100,0.093,0.088
980,0.370,0.148,0.091,0.099,0.093,0.088
981,0.367,0.147,0.091,0.099,0.093,0.088
982,0.365,0.146,0.090,0.099,0.093,0.087
983,0.363,0.145,0.090,0.098,0.092,0.087
984,0.360,0.145,0.090,0.098,0.092,0.087
985,0.358,0.144,0.089,0.098,0.092,0.086
986,0.356,0.143,0.089,0.098,0.092,0.086
987,0.354,0.143,0.089,0.097,0.091,0.086
988,0.351,0.142,0.089,0.097,0.091,0.085
989,0.349,0.141,0.088,0.097,0.091,0.085
990,0.347,0.141,0.088,0.096,0.091,0.085
991,0.345,0.140,0.088,0.096,0.090,0.084
992,0.342,0.139,0.087,0.096,0.090,0.084
993,0.340,0.139,0.087,0.096,0.090,0.084
994,0.338,0.138,0.087,0.095,0.089,0.084
995,0.336,0.138,0.086,0.095,0.089,0.084
996,0.334,0.137,0.086,0.095,0.089,0.083
997,0.332,0.137,0.086,0.095,0.089,0.083
998,0.330,0.136,0.086,0.094,0.089,0.083
999,0.328,0.136,0.086,0.094,0.088,0.083
1000,0.327,0.136,0.086,0.094,0.089,0.083
1001,0.325,0.135,0.086,0.094,0.089,0.083
1002,0.323,0.134,0.085,0.094,0.088,0.083
1003,0.322,0.134,0.085,0.094,0.088,0.083
1004,0.320,0.133,0.085,0.093,0.088,0.082
1005,0.318,0.132,0.085,0.093,0.088,0.082
1006,0.317,0.132,0.085,0.093,0.088,0.082
1007,0.315,0.131,0.084,0.093,0.088,0.082
1008,0.314,0.131,0.084,0.092,0.088,0.082
1009,0.312,0.130,0.084,0.092,0.088,0.082
1010,0.311,0.130,0.084,0.092,0.088,0.082
1011,0.310,0.129,0.084,0.092,0.088,0.082
1012,0.308,0.129,0.084,0.091,0.088,0.082
1013,0.307,0.128,0.084,0.091,0.088,0.081
1014,0.306,0.128,0.083,0.091,0.088,0.081
1015,0.304,0.127,0.083,0.091,0.087,0.081
1016,0.303,0.127,0.083,0.091,0.087,0.080
1017,0.302,0.126,0.083,0.090,0.087,0.080
1018,0.301,0.126,0.082,0.090,0.087,0.080
1019,0.300,0.126,0.082,0.090,0.087,0.080
1020,0.299,0.126,0.082,0.090,0.087,0.080
1021,0.298,0.125,0.082,0.090,0.087,0.080
1022,0.297,0.125,0.082,0.090,0.087,0.080
1023,0.297,0.125,0.082,0.090,0.087,0.079
1024,0.296,0.125,0.082,0.090,0.087,0.079
1025,0.296,0.125,0.082,0.090,0.087,0.079
1026,0.295,0.125,0.082,0.090,0.087,0.079
1027,0.295,0.125,0.082,0.090,0.087,0.079
1028,0.294,0.126,0.082,0.090,0.086,0.079
1029,0.294,0.126,0.082,0.090,0.086,0.079
1030,0.294,0.126,0.082,0.090,0.086,0.079
1031,0.294,0.126,0.082,0.089,0.086,0.079
1032,0.294,0.126,0.082,0.089,0.086,0.079
1033,0.294,0.126,0.082,0.089,0.086,0.079
1034,0.293,0.126,0.082,0.089,0.086,0.079
1035,0.293,0.126,0.082,0.089,0.086,0.079
1036,0.294,0.126,0.083,0.089,0.086,0.079
1037,0.294,0.126,0.083,0.089,0.086,0.080
1038,0.294,0.126,0.083,0.089,0.086,0.080
1039,0.295,0.126,0.083,0.089,0.086,0.080
1040,0.295,0.126,0.083,0.089,0.086,0.080
1041,0.296,0.126,0.083,0.089,0.086,0.080
1042,0.297,0.126,0.083,0.089,0.086,0.081
1043,0.297,0.126,0.083,0.090,0.086,0.081
1044,0.298,0.126,0.083,0.090,0.086,0.081
1045,0.299,0.127,0.083,0.090,0.086,0.081
1046,0.300,0.127,0.083,0.090,0.086,0.082
1047,0.301,0.127,0.083,0.091,0.086,0.082
1048,0.302,0.128,0.083,0.091,0.086,0.082
1049,0.303,0.128,0.084,0.091,0.087,0.082
1050,0.305,0.128,0.084,0.091,0.087,0.082
1051,0.306,0.129,0.084,0.092,0.087,0.083
1052,0.307,0.129,0.084,0.092,0.087,0.083
1053,0.309,0.130,0.085,0.092,0.088,0.083
1054,0.310,0.130,0.085,0.092,0.088,0.083
1055,0.311,0.131,0.085,0.092,0.088,0.084
1056,0.313,0.131,0.085,0.092,0.089,0.084
1057,0.314,0.132,0.086,0.092,0.089,0.084
1058,0.316,0.132,0.086,0.092,0.089,0.085
1059,0.318,0.132,0.086,0.092,0.089,0.085
1060,0.319,0.133,0.086,0.093,0.090,0.085
1061,0.321,0.133,0.086,0.093,0.090,0.086
1062,0.323,0.133,0.086,0.093,0.090,0.086
1063,0.325,0.134,0.087,0.094,0.091,0.086
1064,0.327,0.135,0.087,0.094,0.091,0.086
1065,0.329,0.135,0.087,0.094,0.091,0.087
1066,0.331,0.136,0.087,0.095,0.091,0.087
1067,0.332,0.136,0.087,0.095,0.091,0.087
1068,0.334,0.137,0.087,0.095,0.091,0.087
1069,0.336,0.137,0.087,0.096,0.091,0.087
1070,0.338,0.138,0.087,0.096,0.091,0.088
1071,0.340,0.138,0.088,0.097,0.091,0.088
1072,0.342,0.139,0.088,0.097,0.092,0.088
1073,0.344,0.140,0.088,0.097,0.092,0.088
1074,0.345,0.140,0.088,0.097,0.092,0.088
1075,0.347,0.141,0.089,0.097,0.092,0.088
1076,0.348,0.141,0.089,0.098,0.092,0.088
1077,0.350,0.142,0.089,0.098,0.093,0.089
1078,0.351,0.142,0.089,0.098,0.093,0.089
1079,0.352,0.143,0.089,0.098,0.093,0.089
1080,0.353,0.143,0.089,0.098,0.093,0.089
1081,0.354,0.144,0.090,0.098,0.093,0.089
1082,0.355,0.144,0.090,0.098,0.094,0.090
1083,0.356,0.144,0.090,0.098,0.094,0.090
1084,0.357,0.145,0.090,0.099,0.094,0.090
1085,0.358,0.145,0.090,0.099,0.094,0.090
1086,0.358,0.145,0.090,0.099,0.094,0.090
1087,0.359,0.145,0.090,0.099,0.094,0.090
1088,0.359,0.145,0.090,0.099,0.094,0.090
1089,0.360,0.145,0.090,0.099,0.094,0.090
1090,0.360,0.146,0.090,0.100,0.094,0.090
1091,0.360,0.146,0.090,0.100,0.094,0.090
1092,0.360,0.146,0.090,0.100,0.094,0.090
1093,0.360,0.145,0.090,0.100,0.094,0.090
1094,0.360,0.145,0.090,0.100,0.094,0.090
1095,0.360,0.145,0.090,0.100,0.094,0.090
1096,0.360,0.145,0.090,0.100,0.093,0.090
1097,0.360,0.145,0.090,0.099,0.093,0.090
1098,0.359,0.144,0.090,0.099,0.093,0.090
1099,0.359,0.144,0.090,0.099,0.093,0.090
1100,0.358,0.144,0.090,0.099,0.092,0.090
1101,0.358,0.144,0.091,0.099,0.092,0.090
1102,0.358,0.143,0.090,0.099,0.092,0.090
1103,0.357,0.143,0.090,0.099,0.092,0.090
1104,0.356,0.143,0.090,0.099,0.092,0.090
1105,0.356,0.143,0.090,0.098,0.092,0.090
1106,0.355,0.143,0.089,0.098,0.092,0.090
1107,0.354,0.143,0.089,0.098,0.091,0.090
1108,0.353,0.142,0.089,0.098,0.091,0.090
1109,0.352,0.142,0.088,0.097,0.091,0.090
1110,0.352,0.142,0.088,0.097,0.091,0.090
1111,0.351,0.142,0.088,0.097,0.091,0.090
1112,0.350,0.141,0.088,0.097,0.091,0.089
1113,0.349,0.141,0.087,0.097,0.091,0.089
1114,0.348,0.141,0.087,0.097,0.091,0.089
1115,0.347,0.140,0.087,0.097,0.091,0.089
1116,0.346,0.140,0.086,0.096,0.090,0.089
1117,0.345,0.140,0.086,0.096,0.090,0.089
1118,0.344,0.139,0.086,0.096,0.090,0.088
1119,0.344,0.139,0.085,0.096,0.090,0.088
1120,0.343,0.138,0.085,0.096,0.090,0.088
1121,0.343,0.138,0.085,0.096,0.090,0.088
1122,0.342,0.137,0.085,0.096,0.090,0.088
1123,0.341,0.137,0.085,0.096,0.089,0.088
1124,0.340,0.137,0.084,0.096,0.089,0.088
1125,0.339,0.136,0.083,0.096,0.089,0.088
1126,0.338,0.136,0.083,0.096,0.089,0.088
1127,0.337,0.136,0.083,0.095,0.089,0.087
1128,0.336,0.135,0.083,0.095,0.089,0.087
1129,0.334,0.135,0.082,0.095,0.089,0.087
1130,0.333,0.134,0.082,0.094,0.089,0.087
1131,0.331,0.134,0.082,0.094,0.089,0.086
1132,0.330,0.134,0.082,0.093,0.089,0.086
1133,0.328,0.133,0.082,0.093,0.088,0.086
1134,0.326,0.133,0.082,0.093,0.088,0.085
1135,0.324,0.132,0.081,0.093,0.088,0.085
1136,0.322,0.131,0.081,0.092,0.088,0.084
1137,0.320,0.131,0.081,0.092,0.087,0.083
1138,0.318,0.130,0.081,0.091,0.087,0.083
1139,0.317,0.129,0.081,0.091,0.087,0.082
1140,0.315,0.128,0.081,0.090,0.087,0.082
1141,0.313,0.127,0.081,0.090,0.087,0.082
1142,0.311,0.127,0.081,0.090,0.086,0.081
1143,0.309,0.126,0.081,0.090,0.086,0.081
1144,0.306,0.125,0.081,0.090,0.086,0.080
1145,0.304,0.125,0.081,0.089,0.085,0.080
1146,0.301,0.124,0.081,0.089,0.085,0.079
1147,0.299,0.123,0.080,0.088,0.084,0.079
1148,0.296,0.123,0.080,0.088,0.084,0.079
1149,0.294,0.122,0.080,0.087,0.083,0.078
1150,0.290,0.121,0.079,0.086,0.083,0.078
1151,0.287,0.120,0.079,0.085,0.082,0.077
1152,0.284,0.120,0.079,0.085,0.082,0.077
1153,0.281,0.119,0.079,0.084,0.082,0.077
1154,0.278,0.118,0.079,0.084,0.081,0.076
1155,0.275,0.118,0.079,0.084,0.080,0.075
1156,0.271,0.117,0.078,0.083,0.080,0.075
1157,0.268,0.117,0.078,0.083,0.079,0.075
1158,0.265,0.116,0.078,0.082,0.079,0.074
1159,0.262,0.115,0.077,0.081,0.078,0.074
1160,0.259,0.114,0.077,0.081,0.078,0.073
1161,0.257,0.113,0.077,0.080,0.078,0.073
1162,0.254,0.112,0.077,0.080,0.078,0.072
1163,0.252,0.111,0.076,0.080,0.078,0.072
1164,0.249,0.110,0.076,0.079,0.078,0.072
1165,0.247,0.109,0.076,0.079,0.078,0.071
1166,0.245,0.109,0.075,0.079,0.077,0.071
1167,0.242,0.108,0.075,0.078,0.077,0.071
1168,0.240,0.107,0.075,0.078,0.077,0.070
1169,0.238,0.106,0.074,0.077,0.077,0.070
1170,0.235,0.105,0.074,0.077,0.077,0.070
1171,0.233,0.104,0.074,0.077,0.077,0.069
1172,0.231,0.103,0.073,0.076,0.077,0.069
1173,0.229,0.102,0.073,0.076,0.077,0.068
1174,0.226,0.101,0.073,0.075,0.076,0.068
1175,0.224,0.101,0.072,0.075,0.076,0.067
1176,0.221,0.100,0.072,0.075,0.076,0.067
1177,0.219,0.099,0.072,0.074,0.076,0.067
1178,0.217,0.099,0.072,0.074,0.075,0.066
1179,0.214,0.098,0.071,0.074,0.075,0.066
1180,0.212,0.098,0.071,0.073,0.075,0.066
1181,0.210,0.097,0.071,0.073,0.074,0.065
1182,0.208,0.096,0.071,0.073,0.074,0.065
1183,0.205,0.096,0.070,0.073,0.074,0.065
1184,0.203,0.095,0.070,0.072,0.074,0.064
1185,0.201,0.094,0.069,0.072,0.074,0.064
1186,0.199,0.093,0.069,0.072,0.073,0.064
1187,0.197,0.093,0.069,0.072,0.073,0.063
1188,0.195,0.092,0.068,0.072,0.073,0.063
1189,0.193,0.091,0.068,0.071,0.073,0.063
1190,0.191,0.090,0.068,0.071,0.073,0.062
1191,0.189,0.090,0.068,0.071,0.072,0.062
1192,0.187,0.089,0.067,0.070,0.072,0.061
1193,0.185,0.088,0.067,0.070,0.072,0.061
1194,0.184,0.088,0.067,0.069,0.072,0.061
1195,0.182,0.087,0.066,0.069,0.071,0.060
1196,0.180,0.086,0.066,0.069,0.071,0.060
1197,0.178,0.086,0.066,0.068,0.071,0.059
1198,0.177,0.085,0.066,0.068,0.071,0.059
1199,0.175,0.085,0.066,0.067,0.071,0.059
1200,0.173,0.085,0.065,0.067,0.070,0.058
1201,0.172,0.084,0.065,0.066,0.070,0.058
1202,0.170,0.084,0.065,0.066,0.070,0.058
1203,0.169,0.083,0.065,0.066,0.069,0.057
1204,0.167,0.083,0.065,0.065,0.069,0.057
1205,0.166,0.082,0.065,0.065,0.069,0.057
1206,0.164,0.082,0.064,0.065,0.069,0.057
1207,0.163,0.082,0.064,0.064,0.069,0.057
1208,0.162,0.081,0.064,0.064,0.069,0.057
1209,0.161,0.081,0.064,0.064,0.069,0.056
1210,0.160,0.080,0.063,0.064,0.068,0.056
1211,0.158,0.080,0.063,0.063,0.068,0.056
1212,0.157,0.079,0.063,0.063,0.068,0.056
1213,0.156,0.079,0.063,0.063,0.068,0.056
1214,0.155,0.078,0.063,0.063,0.067,0.056
1215,0.154,0.078,0.063,0.063,0.067,0.056
1216,0.153,0.078,0.063,0.063,0.067,0.056
1217,0.152,0.077,0.062,0.062,0.067,0.055
1218,0.151,0.077,0.062,0.062,0.067,0.055
1219,0.150,0.077,0.062,0.062,0.067,0.055
1220,0.149,0.076,0.062,0.062,0.067,0.055
1221,0.149,0.076,0.062,0.062,0.067,0.055
1222,0.148,0.076,0.062,0.062,0.067,0.055
1223,0.147,0.076,0.061,0.062,0.066,0.055
1224,0.146,0.075,0.061,0.061,0.066,0.054
1225,0.145,0.075,0.061,0.061,0.066,0.054
1226,0.145,0.075,0.061,0.061,0.066,0.054
1227,0.144,0.075,0.061,0.061,0.066,0.054
1228,0.143,0.075,0.061,0.061,0.066,0.054
1229,0.143,0.074,0.061,0.061,0.066,0.054
1230,0.142,0.074,0.061,0.061,0.066,0.054
1231,0.142,0.074,0.061,0.061,0.066,0.054
1232,0.141,0.074,0.061,0.060,0.066,0.054
1233,0.141,0.074,0.061,0.060,0.066,0.054
1234,0.140,0.073,0.061,0.060,0.066,0.053
1235,0.140,0.073,0.061,0.060,0.066,0.053
1236,0.139,0.073,0.061,0.060,0.066,0.053
1237,0.139,0.073,0.061,0.060,0.066,0.053
1238,0.138,0.073,0.060,0.060,0.066,0.053
1239,0.138,0.072,0.060,0.060,0.066,0.053
1240,0.137,0.072,0.060,0.060,0.066,0.053
1241,0.137,0.072,0.060,0.060,0.066,0.053
1242,0.137,0.072,0.060,0.060,0.066,0.053
1243,0.136,0.072,0.060,0.060,0.066,0.052
1244,0.136,0.072,0.060,0.060,0.066,0.052
1245,0.135,0.072,0.060,0.060,0.066,0.052
1246,0.135,0.072,0.060,0.060,0.066,0.052
1247,0.135,0.072,0.060,0.060,0.066,0.052
1248,0.135,0.072,0.060,0.060,0.066,0.052
1249,0.135,0.072,0.060,0.060,0.066,0.052
1250,0.134,0.072,0.060,0.060,0.066,0.052
1251,0.134,0.072,0.059,0.060,0.066,0.052
1252,0.134,0.072,0.059,0.060,0.065,0.052
1253,0.134,0.072,0.060,0.060,0.065,0.052
1254,0.134,0.072,0.060,0.060,0.065,0.052
1255,0.134,0.072,0.060,0.060,0.065,0.052
1256,0.134,0.072,0.060,0.060,0.065,0.052
1257,0.134,0.072,0.060,0.060,0.065,0.052
1258,0.134,0.072,0.059,0.060,0.065,0.052
1259,0.134,0.072,0.059,0.060,0.065,0.052
1260,0.133,0.072,0.059,0.060,0.065,0.052
1261,0.133,0.072,0.059,0.060,0.065,0.052
1262,0.133,0.072,0.059,0.060,0.065,0.052
1263,0.134,0.072,0.059,0.060,0.065,0.052
1264,0.134,0.072,0.059,0.060,0.065,0.052
1265,0.134,0.072,0.059,0.060,0.065,0.052
1266,0.134,0.072,0.059,0.060,0.065,0.052
1267,0.134,0.072,0.059,0.060,0.065,0.052
1268,0.134,0.072,0.059,0.059,0.065,0.052
1269,0.134,0.072,0.059,0.059,0.065,0.052
1270,0.135,0.072,0.059,0.059,0.065,0.052
1271,0.135,0.072,0.059,0.059,0.065,0.052
1272,0.135,0.072,0.059,0.059,0.065,0.052
1273,0.135,0.072,0.059,0.059,0.065,0.052
1274,0.136,0.072,0.059,0.059,0.065,0.052
1275,0.136,0.072,0.059,0.060,0.065,0.052
1276,0.136,0.072,0.059,0.060,0.065,0.052
1277,0.136,0.072,0.059,0.060,0.065,0.052
1278,0.137,0.072,0.060,0.060,0.065,0.052
1279,0.137,0.072,0.060,0.060,0.066,0.052
1280,0.137,0.072,0.060,0.060,0.066,0.052
1281,0.137,0.073,0.060,0.060,0.066,0.053
1282,0.138,0.073,0.060,0.060,0.065,0.053
1283,0.138,0.073,0.060,0.060,0.065,0.053
1284,0.138,0.073,0.060,0.060,0.065,0.052
1285,0.138,0.073,0.060,0.060,0.065,0.052
1286,0.138,0.073,0.060,0.060,0.065,0.052
1287,0.139,0.073,0.060,0.060,0.065,0.052
1288,0.139,0.073,0.060,0.060,0.065,0.053
1289,0.139,0.073,0.060,0.060,0.065,0.053
1290,0.139,0.073,0.060,0.060,0.065,0.053
1291,0.139,0.073,0.060,0.060,0.065,0.053
1292,0.139,0.073,0.060,0.060,0.065,0.053
1293,0.139,0.073,0.060,0.060,0.065,0.052
1294,0.139,0.073,0.060,0.060,0.065,0.052
1295,0.139,0.073,0.059,0.060,0.065,0.052
1296,0.139,0.073,0.059,0.060,0.065,0.052
1297,0.139,0.073,0.059,0.060,0.065,0.052
1298,0.139,0.073,0.059,0.060,0.065,0.052
1299,0.139,0.073,0.059,0.060,0.065,0.053
1300,0.139,0.073,0.059,0.060,0.065,0.053
1301,0.139,0.073,0.059,0.060,0.065,0.053
1302,0.139,0.073,0.059,0.060,0.066,0.053
1303,0.139,0.073,0.059,0.060,0.066,0.053
1304,0.139,0.073,0.059,0.060,0.066,0.053
1305,0.138,0.073,0.059,0.060,0.066,0.052
1306,0.138,0.073,0.059,0.060,0.066,0.052
1307,0.138,0.073,0.059,0.060,0.066,0.052
1308,0.137,0.073,0.059,0.059,0.065,0.052
1309,0.137,0.073,0.059,0.059,0.065,0.052
1310,0.137,0.073,0.059,0.059,0.066,0.052
1311,0.137,0.073,0.059,0.059,0.066,0.052
1312,0.137,0.073,0.059,0.059,0.066,0.052
1313,0.136,0.073,0.059,0.059,0.065,0.052
1314,0.136,0.073,0.058,0.059,0.065,0.052
1315,0.136,0.073,0.059,0.059,0.065,0.052
1316,0.136,0.073,0.059,0.058,0.065,0.052
1317,0.135,0.073,0.059,0.058,0.065,0.052
1318,0.135,0.073,0.059,0.058,0.065,0.052
1319,0.135,0.073,0.059,0.058,0.065,0.051
1320,0.134,0.072,0.058,0.057,0.064,0.051
1321,0.134,0.072,0.058,0.057,0.064,0.051
1322,0.134,0.072,0.058,0.057,0.064,0.051
1323,0.134,0.072,0.058,0.057,0.064,0.051
1324,0.133,0.072,0.058,0.057,0.064,0.051
1325,0.133,0.072,0.058,0.057,0.064,0.051
1326,0.133,0.072,0.058,0.056,0.064,0.051
1327,0.132,0.072,0.058,0.056,0.064,0.051
1328,0.132,0.071,0.058,0.056,0.064,0.051
1329,0.131,0.071,0.058,0.056,0.064,0.051
1330,0.131,0.070,0.058,0.056,0.064,0.051
1331,0.131,0.070,0.057,0.056,0.064,0.051
1332,0.131,0.070,0.057,0.056,0.064,0.051
1333,0.130,0.070,0.057,0.056,0.063,0.050
1334,0.130,0.070,0.057,0.057,0.063,0.050
1335,0.130,0.070,0.056,0.057,0.063,0.050
