Start time (UTC), 1010 
 Sky conditions, CO-SDV 
 Other notes, Rest of albedo points on separate floe no longer located. NIR images at 19 (12:32) then 20 (12:34). Kipps shortly after ASD. 
 Ship latitude, 81.30112
 Ship longitude, 0.33111
Position, 19, 20
Surface type, S, S
Surface thickness (cm), 10, 10
Notes, appear to be slightly sedimented mounds! , darkish area right under measurement area
Change in incident (%),10.0, 10.0
Wavelengths,Albedo0,Albedo1
1499,0.009,0.012
1500,0.009,0.011
1501,0.010,0.011
1502,0.010,0.011
1503,0.010,0.011
1504,0.010,0.011
1505,0.011,0.011
1506,0.011,0.011
1507,0.011,0.011
1508,0.011,0.011
1509,0.011,0.011
1510,0.011,0.011
1511,0.011,0.011
1512,0.011,0.011
1513,0.011,0.011
1514,0.011,0.011
1515,0.012,0.011
1516,0.012,0.011
1517,0.012,0.011
1518,0.012,0.011
1519,0.012,0.012
1520,0.012,0.012
1521,0.012,0.012
1522,0.012,0.012
1523,0.012,0.012
1524,0.012,0.012
1525,0.013,0.012
1526,0.013,0.012
1527,0.013,0.012
1528,0.013,0.012
1529,0.013,0.012
1530,0.012,0.013
1531,0.012,0.013
1532,0.012,0.013
1533,0.012,0.013
1534,0.012,0.013
1535,0.012,0.013
1536,0.012,0.013
1537,0.012,0.013
1538,0.012,0.013
1539,0.013,0.013
1540,0.013,0.013
1541,0.013,0.013
1542,0.013,0.013
1543,0.013,0.013
1544,0.013,0.013
1545,0.013,0.013
1546,0.013,0.013
1547,0.013,0.013
1548,0.013,0.013
1549,0.013,0.013
1550,0.014,0.013
1551,0.013,0.013
1552,0.013,0.014
1553,0.013,0.014
1554,0.013,0.014
1555,0.013,0.014
1556,0.013,0.014
1557,0.013,0.014
1558,0.013,0.014
1559,0.012,0.014
1560,0.012,0.014
1561,0.012,0.014
1562,0.013,0.014
1563,0.013,0.015
1564,0.013,0.015
1565,0.013,0.014
1566,0.013,0.014
1567,0.013,0.014
1568,0.013,0.014
1569,0.013,0.014
1570,0.013,0.015
1571,0.013,0.015
1572,0.013,0.015
1573,0.013,0.015
1574,0.013,0.015
1575,0.014,0.015
1576,0.014,0.015
1577,0.014,0.015
1578,0.014,0.015
1579,0.014,0.015
1580,0.014,0.015
1581,0.014,0.015
1582,0.014,0.015
1583,0.014,0.015
1584,0.014,0.015
1585,0.014,0.015
1586,0.014,0.015
1587,0.014,0.015
1588,0.014,0.015
1589,0.014,0.015
1590,0.014,0.015
1591,0.014,0.015
1592,0.015,0.015
1593,0.015,0.015
1594,0.015,0.015
1595,0.015,0.015
1596,0.015,0.015
1597,0.015,0.015
1598,0.015,0.015
1599,0.015,0.015
1600,0.015,0.015
1601,0.015,0.015
1602,0.015,0.015
1603,0.015,0.015
1604,0.015,0.015
1605,0.015,0.015
1606,0.015,0.015
1607,0.015,0.015
1608,0.015,0.015
1609,0.015,0.016
1610,0.015,0.016
1611,0.015,0.016
1612,0.015,0.017
1613,0.015,0.017
1614,0.015,0.017
1615,0.015,0.017
1616,0.015,0.017
1617,0.016,0.017
1618,0.016,0.017
1619,0.016,0.017
1620,0.017,0.017
1621,0.017,0.017
1622,0.017,0.017
1623,0.017,0.017
1624,0.017,0.017
1625,0.017,0.017
1626,0.017,0.017
1627,0.017,0.017
1628,0.018,0.017
