Start time (UTC), 1640 
 Sky conditions, CO-SDNV to CO-SDV 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.4885
 Ship longitude, 2.24767
Position, 1A, 1B,  2,  3,  4, 5A, 5B,  6,  7
358,0.764,0.513,0.376,0.362,0.446,0.738,0.712,0.505,0.711
359,0.764,0.514,0.377,0.362,0.447,0.739,0.713,0.505,0.711
360,0.765,0.514,0.378,0.363,0.447,0.739,0.713,0.506,0.711
361,0.765,0.514,0.378,0.363,0.448,0.739,0.714,0.507,0.711
362,0.765,0.515,0.379,0.364,0.449,0.740,0.714,0.508,0.712
363,0.765,0.515,0.380,0.365,0.450,0.741,0.715,0.509,0.712
364,0.765,0.515,0.381,0.366,0.450,0.742,0.715,0.510,0.713
365,0.765,0.515,0.381,0.366,0.451,0.742,0.716,0.511,0.713
366,0.765,0.515,0.382,0.366,0.452,0.743,0.716,0.511,0.713
367,0.765,0.516,0.383,0.367,0.452,0.743,0.716,0.512,0.714
368,0.765,0.516,0.383,0.367,0.452,0.744,0.717,0.513,0.714
369,0.765,0.516,0.383,0.367,0.453,0.745,0.717,0.514,0.715
370,0.765,0.516,0.384,0.368,0.454,0.745,0.718,0.515,0.715
371,0.765,0.516,0.385,0.368,0.455,0.746,0.718,0.515,0.715
372,0.765,0.516,0.385,0.368,0.455,0.746,0.719,0.517,0.716
373,0.765,0.517,0.386,0.369,0.456,0.747,0.719,0.518,0.716
374,0.765,0.517,0.386,0.369,0.457,0.748,0.720,0.518,0.716
375,0.766,0.517,0.387,0.370,0.457,0.748,0.721,0.519,0.717
376,0.765,0.517,0.387,0.370,0.458,0.749,0.721,0.520,0.717
377,0.765,0.517,0.388,0.371,0.459,0.749,0.722,0.521,0.718
378,0.766,0.517,0.388,0.371,0.459,0.750,0.722,0.522,0.718
379,0.766,0.517,0.388,0.371,0.460,0.751,0.722,0.523,0.719
380,0.766,0.517,0.389,0.372,0.461,0.752,0.723,0.524,0.719
381,0.766,0.517,0.390,0.372,0.462,0.753,0.724,0.525,0.719
382,0.766,0.517,0.390,0.372,0.462,0.753,0.724,0.526,0.720
383,0.766,0.518,0.391,0.373,0.463,0.754,0.725,0.527,0.720
384,0.766,0.518,0.391,0.373,0.464,0.754,0.725,0.528,0.721
385,0.766,0.518,0.391,0.373,0.464,0.755,0.726,0.529,0.721
386,0.766,0.518,0.392,0.374,0.465,0.756,0.727,0.530,0.721
387,0.766,0.518,0.392,0.374,0.466,0.756,0.727,0.531,0.721
388,0.766,0.518,0.392,0.374,0.466,0.757,0.727,0.532,0.722
389,0.766,0.518,0.392,0.375,0.466,0.758,0.728,0.533,0.723
390,0.766,0.518,0.393,0.375,0.467,0.758,0.728,0.533,0.723
391,0.766,0.518,0.393,0.375,0.468,0.759,0.729,0.534,0.723
392,0.766,0.518,0.393,0.375,0.468,0.759,0.729,0.535,0.724
393,0.766,0.518,0.393,0.375,0.469,0.760,0.730,0.536,0.724
394,0.766,0.518,0.394,0.375,0.469,0.761,0.730,0.536,0.724
395,0.766,0.518,0.394,0.375,0.470,0.761,0.731,0.537,0.725
396,0.766,0.518,0.394,0.376,0.471,0.761,0.731,0.538,0.725
397,0.766,0.518,0.394,0.376,0.471,0.762,0.731,0.538,0.725
398,0.766,0.518,0.394,0.376,0.471,0.762,0.732,0.539,0.725
399,0.765,0.518,0.394,0.376,0.471,0.763,0.732,0.539,0.725
400,0.766,0.518,0.394,0.376,0.472,0.763,0.732,0.540,0.726
401,0.766,0.518,0.394,0.376,0.472,0.764,0.732,0.541,0.725
402,0.766,0.518,0.394,0.376,0.472,0.764,0.732,0.541,0.726
403,0.766,0.518,0.394,0.376,0.472,0.764,0.733,0.541,0.726
404,0.765,0.518,0.394,0.376,0.473,0.764,0.733,0.542,0.726
405,0.765,0.518,0.394,0.376,0.473,0.765,0.733,0.543,0.726
406,0.765,0.518,0.394,0.376,0.474,0.765,0.734,0.543,0.727
407,0.765,0.518,0.394,0.376,0.474,0.765,0.734,0.543,0.727
408,0.765,0.518,0.394,0.376,0.474,0.766,0.734,0.544,0.727
409,0.765,0.518,0.393,0.376,0.475,0.766,0.734,0.545,0.727
410,0.765,0.518,0.394,0.376,0.475,0.767,0.735,0.545,0.727
411,0.765,0.518,0.394,0.376,0.475,0.767,0.735,0.546,0.728
412,0.765,0.518,0.394,0.376,0.476,0.767,0.735,0.546,0.728
413,0.765,0.518,0.394,0.376,0.476,0.768,0.736,0.547,0.728
414,0.765,0.518,0.394,0.376,0.476,0.768,0.736,0.547,0.728
415,0.765,0.518,0.394,0.376,0.477,0.768,0.736,0.548,0.728
416,0.765,0.518,0.394,0.377,0.477,0.769,0.736,0.548,0.729
417,0.765,0.518,0.394,0.377,0.477,0.769,0.737,0.549,0.729
418,0.765,0.518,0.394,0.377,0.478,0.769,0.737,0.550,0.729
419,0.765,0.518,0.394,0.377,0.478,0.769,0.737,0.550,0.729
420,0.765,0.518,0.394,0.377,0.478,0.770,0.737,0.550,0.730
421,0.765,0.518,0.394,0.377,0.479,0.770,0.738,0.551,0.730
422,0.765,0.518,0.394,0.377,0.479,0.771,0.738,0.552,0.730
423,0.765,0.518,0.394,0.377,0.479,0.771,0.738,0.552,0.730
424,0.765,0.518,0.394,0.377,0.480,0.771,0.739,0.553,0.730
425,0.765,0.518,0.394,0.377,0.480,0.772,0.739,0.553,0.730
426,0.765,0.518,0.394,0.377,0.481,0.772,0.739,0.554,0.731
427,0.765,0.518,0.394,0.377,0.481,0.772,0.739,0.554,0.731
428,0.765,0.518,0.394,0.377,0.481,0.773,0.740,0.555,0.731
429,0.765,0.518,0.394,0.377,0.482,0.773,0.740,0.555,0.731
430,0.765,0.518,0.394,0.377,0.482,0.774,0.740,0.556,0.731
431,0.765,0.518,0.394,0.378,0.482,0.774,0.740,0.556,0.732
432,0.764,0.518,0.394,0.378,0.483,0.774,0.741,0.557,0.732
433,0.764,0.518,0.394,0.378,0.483,0.775,0.741,0.558,0.732
434,0.765,0.518,0.395,0.378,0.483,0.775,0.741,0.558,0.732
435,0.765,0.518,0.395,0.378,0.483,0.775,0.742,0.558,0.732
436,0.765,0.518,0.395,0.378,0.484,0.775,0.742,0.559,0.733
437,0.765,0.518,0.395,0.378,0.484,0.776,0.742,0.559,0.733
438,0.764,0.518,0.395,0.378,0.484,0.776,0.742,0.560,0.733
439,0.764,0.518,0.395,0.378,0.485,0.776,0.742,0.560,0.733
440,0.764,0.518,0.395,0.378,0.485,0.777,0.743,0.561,0.733
441,0.764,0.518,0.396,0.379,0.485,0.777,0.743,0.561,0.733
442,0.764,0.518,0.396,0.379,0.485,0.777,0.743,0.561,0.734
443,0.764,0.518,0.396,0.379,0.486,0.778,0.743,0.562,0.734
444,0.764,0.518,0.397,0.379,0.486,0.778,0.743,0.562,0.734
445,0.764,0.518,0.397,0.379,0.486,0.778,0.744,0.563,0.734
446,0.764,0.518,0.397,0.380,0.486,0.778,0.744,0.563,0.734
447,0.764,0.518,0.398,0.380,0.486,0.778,0.744,0.564,0.734
448,0.764,0.518,0.398,0.380,0.487,0.779,0.744,0.564,0.734
449,0.764,0.518,0.398,0.380,0.487,0.779,0.744,0.564,0.735
450,0.764,0.518,0.399,0.380,0.487,0.779,0.745,0.564,0.735
451,0.764,0.518,0.399,0.380,0.487,0.779,0.745,0.565,0.735
452,0.764,0.518,0.399,0.380,0.487,0.780,0.745,0.565,0.735
453,0.764,0.518,0.399,0.380,0.488,0.780,0.745,0.565,0.735
454,0.764,0.518,0.399,0.381,0.488,0.780,0.745,0.566,0.735
455,0.764,0.518,0.399,0.381,0.488,0.780,0.745,0.566,0.735
456,0.764,0.518,0.400,0.381,0.488,0.780,0.745,0.566,0.735
457,0.764,0.518,0.400,0.381,0.488,0.781,0.746,0.567,0.735
458,0.764,0.518,0.400,0.381,0.488,0.781,0.746,0.567,0.735
459,0.764,0.518,0.400,0.381,0.489,0.781,0.746,0.567,0.736
460,0.764,0.518,0.400,0.381,0.489,0.781,0.746,0.568,0.736
461,0.764,0.518,0.400,0.381,0.489,0.781,0.746,0.568,0.736
462,0.764,0.518,0.400,0.381,0.489,0.781,0.746,0.568,0.736
463,0.764,0.518,0.400,0.381,0.489,0.782,0.746,0.569,0.736
464,0.764,0.518,0.400,0.381,0.489,0.782,0.746,0.569,0.736
465,0.764,0.518,0.400,0.381,0.489,0.782,0.746,0.569,0.736
466,0.764,0.518,0.400,0.381,0.489,0.782,0.747,0.569,0.736
467,0.764,0.518,0.401,0.382,0.490,0.782,0.747,0.569,0.736
468,0.764,0.518,0.401,0.382,0.490,0.782,0.747,0.570,0.736
469,0.764,0.518,0.401,0.382,0.490,0.782,0.747,0.570,0.736
470,0.765,0.518,0.401,0.382,0.490,0.783,0.747,0.570,0.736
471,0.764,0.518,0.402,0.382,0.490,0.783,0.747,0.570,0.736
472,0.764,0.518,0.402,0.382,0.490,0.783,0.747,0.570,0.736
473,0.764,0.518,0.402,0.382,0.490,0.783,0.747,0.570,0.736
474,0.764,0.518,0.402,0.382,0.490,0.783,0.747,0.571,0.736
475,0.764,0.518,0.402,0.382,0.490,0.783,0.747,0.571,0.736
476,0.764,0.518,0.402,0.382,0.490,0.783,0.747,0.571,0.736
477,0.764,0.518,0.403,0.382,0.490,0.783,0.747,0.571,0.736
478,0.764,0.518,0.403,0.383,0.490,0.783,0.747,0.571,0.736
479,0.764,0.518,0.403,0.382,0.490,0.783,0.747,0.571,0.736
480,0.764,0.518,0.403,0.383,0.490,0.783,0.747,0.571,0.736
481,0.764,0.518,0.403,0.383,0.490,0.783,0.747,0.571,0.736
482,0.764,0.518,0.403,0.383,0.490,0.783,0.747,0.571,0.736
483,0.764,0.518,0.403,0.382,0.490,0.783,0.747,0.571,0.736
484,0.764,0.518,0.403,0.382,0.490,0.784,0.747,0.571,0.736
485,0.764,0.518,0.403,0.382,0.490,0.784,0.746,0.571,0.736
486,0.764,0.518,0.403,0.382,0.490,0.784,0.746,0.571,0.736
487,0.764,0.518,0.403,0.382,0.490,0.784,0.746,0.571,0.736
488,0.764,0.518,0.402,0.382,0.490,0.784,0.746,0.571,0.736
489,0.764,0.517,0.402,0.382,0.490,0.784,0.746,0.571,0.736
490,0.764,0.517,0.402,0.382,0.490,0.784,0.746,0.571,0.736
491,0.764,0.517,0.402,0.382,0.489,0.784,0.746,0.571,0.736
492,0.764,0.517,0.401,0.381,0.489,0.784,0.746,0.571,0.735
493,0.764,0.517,0.401,0.381,0.489,0.784,0.746,0.571,0.735
494,0.764,0.517,0.401,0.381,0.489,0.784,0.746,0.570,0.735
495,0.764,0.517,0.401,0.381,0.489,0.784,0.746,0.570,0.735
496,0.763,0.516,0.401,0.381,0.488,0.784,0.745,0.570,0.735
497,0.763,0.516,0.401,0.381,0.488,0.784,0.745,0.570,0.735
498,0.763,0.516,0.400,0.380,0.488,0.784,0.745,0.570,0.735
499,0.763,0.516,0.400,0.380,0.488,0.784,0.745,0.569,0.735
500,0.764,0.516,0.400,0.380,0.487,0.784,0.745,0.569,0.735
501,0.763,0.516,0.400,0.380,0.487,0.784,0.745,0.569,0.734
502,0.763,0.516,0.400,0.380,0.487,0.784,0.745,0.568,0.734
503,0.763,0.515,0.400,0.380,0.486,0.784,0.744,0.568,0.734
504,0.763,0.515,0.400,0.380,0.486,0.783,0.744,0.568,0.734
505,0.763,0.515,0.400,0.380,0.485,0.783,0.744,0.567,0.733
506,0.763,0.515,0.400,0.380,0.485,0.783,0.744,0.567,0.733
507,0.763,0.515,0.400,0.379,0.484,0.783,0.744,0.566,0.733
508,0.763,0.515,0.400,0.379,0.484,0.783,0.743,0.566,0.733
509,0.763,0.514,0.400,0.379,0.483,0.783,0.743,0.565,0.732
510,0.763,0.514,0.400,0.379,0.482,0.783,0.743,0.564,0.732
511,0.763,0.514,0.400,0.379,0.481,0.783,0.743,0.564,0.732
512,0.763,0.514,0.400,0.379,0.481,0.783,0.742,0.563,0.732
513,0.763,0.513,0.400,0.378,0.480,0.783,0.742,0.563,0.731
514,0.763,0.513,0.400,0.378,0.480,0.782,0.742,0.562,0.731
515,0.763,0.513,0.400,0.378,0.479,0.782,0.742,0.562,0.731
516,0.763,0.513,0.400,0.378,0.479,0.782,0.741,0.561,0.730
517,0.763,0.513,0.400,0.378,0.479,0.782,0.741,0.561,0.730
518,0.762,0.513,0.401,0.378,0.479,0.782,0.741,0.560,0.730
519,0.762,0.513,0.401,0.378,0.478,0.782,0.741,0.560,0.730
520,0.762,0.513,0.401,0.378,0.478,0.782,0.740,0.560,0.730
521,0.762,0.512,0.401,0.378,0.478,0.782,0.740,0.559,0.729
522,0.762,0.512,0.401,0.378,0.478,0.781,0.740,0.559,0.729
523,0.762,0.512,0.401,0.378,0.477,0.781,0.739,0.559,0.729
524,0.762,0.512,0.401,0.378,0.477,0.781,0.739,0.558,0.729
525,0.762,0.512,0.401,0.378,0.477,0.781,0.739,0.558,0.728
526,0.762,0.512,0.401,0.378,0.477,0.781,0.738,0.557,0.728
527,0.762,0.512,0.401,0.378,0.476,0.781,0.738,0.557,0.728
528,0.762,0.512,0.401,0.378,0.476,0.780,0.738,0.556,0.727
529,0.762,0.511,0.401,0.377,0.475,0.780,0.737,0.556,0.727
530,0.762,0.511,0.401,0.377,0.475,0.780,0.737,0.555,0.727
531,0.762,0.511,0.401,0.377,0.475,0.780,0.737,0.555,0.726
532,0.762,0.511,0.401,0.377,0.474,0.779,0.736,0.554,0.726
533,0.761,0.511,0.400,0.377,0.474,0.779,0.736,0.554,0.726
534,0.761,0.510,0.400,0.376,0.473,0.779,0.735,0.553,0.725
535,0.761,0.510,0.400,0.376,0.473,0.779,0.735,0.552,0.725
536,0.761,0.510,0.400,0.376,0.472,0.779,0.734,0.551,0.725
537,0.761,0.510,0.399,0.375,0.472,0.778,0.734,0.551,0.724
538,0.761,0.509,0.399,0.375,0.471,0.778,0.734,0.550,0.724
539,0.761,0.509,0.398,0.375,0.471,0.778,0.733,0.549,0.723
540,0.761,0.509,0.398,0.374,0.470,0.777,0.733,0.549,0.723
541,0.761,0.509,0.398,0.374,0.469,0.777,0.732,0.548,0.723
542,0.761,0.508,0.397,0.374,0.469,0.777,0.732,0.547,0.722
543,0.760,0.508,0.397,0.373,0.468,0.777,0.731,0.546,0.722
544,0.760,0.508,0.396,0.373,0.467,0.776,0.730,0.545,0.721
545,0.760,0.507,0.396,0.372,0.467,0.776,0.730,0.544,0.721
546,0.760,0.507,0.395,0.372,0.466,0.776,0.729,0.543,0.720
547,0.760,0.507,0.394,0.371,0.465,0.775,0.729,0.542,0.720
548,0.760,0.506,0.394,0.371,0.464,0.775,0.728,0.541,0.719
549,0.760,0.506,0.393,0.370,0.463,0.775,0.727,0.540,0.719
550,0.759,0.505,0.392,0.370,0.462,0.774,0.727,0.539,0.718
551,0.759,0.505,0.392,0.369,0.462,0.774,0.726,0.538,0.718
552,0.759,0.505,0.391,0.369,0.461,0.773,0.726,0.537,0.717
553,0.759,0.504,0.391,0.368,0.460,0.773,0.725,0.536,0.716
554,0.759,0.504,0.390,0.368,0.459,0.773,0.725,0.535,0.716
555,0.759,0.504,0.389,0.367,0.459,0.773,0.724,0.534,0.715
556,0.759,0.504,0.389,0.367,0.458,0.772,0.724,0.533,0.715
557,0.759,0.503,0.388,0.366,0.457,0.772,0.723,0.532,0.715
558,0.758,0.503,0.388,0.366,0.457,0.771,0.722,0.531,0.714
559,0.758,0.502,0.387,0.365,0.456,0.771,0.722,0.530,0.713
560,0.758,0.502,0.386,0.365,0.455,0.771,0.721,0.529,0.713
561,0.758,0.502,0.385,0.364,0.454,0.770,0.720,0.528,0.712
562,0.758,0.501,0.385,0.364,0.453,0.770,0.720,0.527,0.712
563,0.758,0.501,0.384,0.363,0.453,0.770,0.719,0.526,0.711
564,0.758,0.501,0.383,0.363,0.452,0.769,0.718,0.525,0.711
565,0.757,0.500,0.382,0.362,0.451,0.769,0.718,0.524,0.710
566,0.757,0.500,0.382,0.361,0.450,0.768,0.717,0.523,0.709
567,0.757,0.499,0.381,0.361,0.449,0.768,0.716,0.522,0.709
568,0.757,0.499,0.380,0.360,0.448,0.767,0.716,0.520,0.708
569,0.757,0.498,0.379,0.359,0.447,0.767,0.715,0.519,0.708
570,0.756,0.498,0.378,0.358,0.446,0.767,0.714,0.518,0.707
571,0.756,0.497,0.377,0.358,0.444,0.766,0.713,0.517,0.706
572,0.756,0.497,0.376,0.357,0.443,0.766,0.713,0.515,0.706
573,0.756,0.496,0.375,0.356,0.442,0.766,0.712,0.514,0.705
574,0.756,0.496,0.374,0.355,0.440,0.765,0.711,0.512,0.704
575,0.756,0.495,0.372,0.354,0.439,0.765,0.711,0.511,0.704
576,0.756,0.495,0.371,0.353,0.438,0.764,0.710,0.509,0.703
577,0.755,0.494,0.370,0.353,0.436,0.764,0.709,0.508,0.702
578,0.755,0.493,0.368,0.351,0.434,0.763,0.708,0.506,0.702
579,0.755,0.493,0.367,0.350,0.432,0.763,0.708,0.504,0.701
580,0.755,0.492,0.366,0.349,0.431,0.763,0.707,0.502,0.700
581,0.755,0.491,0.364,0.348,0.429,0.762,0.706,0.500,0.699
582,0.755,0.490,0.363,0.347,0.427,0.762,0.705,0.498,0.698
583,0.754,0.489,0.361,0.346,0.425,0.761,0.705,0.496,0.698
584,0.754,0.489,0.359,0.345,0.422,0.761,0.704,0.494,0.697
585,0.754,0.488,0.357,0.343,0.420,0.761,0.703,0.492,0.696
586,0.754,0.487,0.356,0.342,0.418,0.760,0.702,0.490,0.695
587,0.754,0.486,0.354,0.341,0.416,0.760,0.701,0.488,0.694
588,0.754,0.485,0.352,0.339,0.413,0.759,0.700,0.485,0.693
589,0.753,0.484,0.350,0.338,0.410,0.759,0.700,0.483,0.692
590,0.753,0.483,0.348,0.336,0.408,0.758,0.699,0.480,0.691
591,0.753,0.482,0.346,0.335,0.405,0.758,0.698,0.478,0.690
592,0.753,0.481,0.344,0.333,0.403,0.758,0.697,0.475,0.689
593,0.753,0.480,0.342,0.332,0.400,0.757,0.696,0.473,0.688
594,0.752,0.479,0.340,0.330,0.397,0.756,0.695,0.470,0.687
595,0.752,0.478,0.338,0.328,0.394,0.756,0.694,0.467,0.686
596,0.752,0.476,0.335,0.326,0.390,0.756,0.693,0.464,0.685
597,0.752,0.475,0.332,0.324,0.387,0.755,0.692,0.460,0.684
598,0.751,0.474,0.330,0.322,0.383,0.754,0.691,0.457,0.682
599,0.751,0.472,0.327,0.320,0.379,0.754,0.690,0.453,0.681
600,0.751,0.471,0.324,0.318,0.375,0.753,0.689,0.450,0.680
601,0.750,0.469,0.322,0.316,0.372,0.753,0.688,0.447,0.679
602,0.750,0.468,0.320,0.314,0.369,0.752,0.687,0.444,0.678
603,0.750,0.467,0.318,0.313,0.367,0.752,0.686,0.442,0.677
604,0.750,0.466,0.316,0.311,0.365,0.751,0.685,0.440,0.676
605,0.750,0.465,0.315,0.310,0.363,0.751,0.684,0.438,0.675
606,0.749,0.465,0.314,0.309,0.362,0.750,0.683,0.436,0.674
607,0.749,0.464,0.313,0.309,0.361,0.750,0.682,0.435,0.674
608,0.749,0.463,0.312,0.308,0.359,0.749,0.681,0.433,0.673
609,0.749,0.463,0.311,0.307,0.358,0.749,0.680,0.432,0.672
610,0.749,0.462,0.310,0.306,0.357,0.748,0.680,0.430,0.672
611,0.748,0.462,0.308,0.305,0.356,0.748,0.679,0.429,0.671
612,0.748,0.461,0.307,0.304,0.354,0.747,0.678,0.427,0.670
613,0.748,0.460,0.306,0.303,0.353,0.747,0.677,0.426,0.669
614,0.748,0.460,0.305,0.302,0.352,0.746,0.676,0.424,0.669
615,0.748,0.459,0.304,0.301,0.350,0.746,0.675,0.423,0.668
616,0.747,0.458,0.303,0.300,0.349,0.745,0.673,0.421,0.667
617,0.747,0.457,0.302,0.299,0.348,0.745,0.672,0.419,0.666
618,0.747,0.457,0.301,0.298,0.346,0.744,0.671,0.418,0.666
619,0.747,0.456,0.300,0.297,0.345,0.744,0.670,0.416,0.665
620,0.746,0.455,0.298,0.296,0.344,0.743,0.669,0.415,0.664
621,0.746,0.455,0.297,0.295,0.342,0.743,0.668,0.413,0.663
622,0.746,0.454,0.296,0.294,0.341,0.742,0.667,0.411,0.662
623,0.746,0.453,0.295,0.293,0.340,0.742,0.666,0.410,0.661
624,0.745,0.452,0.294,0.292,0.338,0.741,0.665,0.408,0.661
625,0.745,0.452,0.293,0.291,0.337,0.740,0.664,0.406,0.660
626,0.745,0.451,0.292,0.290,0.335,0.740,0.663,0.405,0.659
627,0.744,0.450,0.290,0.289,0.334,0.739,0.662,0.403,0.658
628,0.744,0.449,0.289,0.288,0.333,0.738,0.660,0.401,0.657
629,0.744,0.449,0.288,0.287,0.331,0.738,0.659,0.400,0.656
630,0.743,0.448,0.287,0.286,0.330,0.737,0.658,0.398,0.656
631,0.743,0.447,0.286,0.285,0.329,0.737,0.657,0.396,0.655
632,0.743,0.446,0.285,0.284,0.327,0.736,0.656,0.395,0.654
633,0.742,0.446,0.284,0.283,0.326,0.735,0.655,0.393,0.653
634,0.742,0.445,0.283,0.282,0.325,0.735,0.654,0.392,0.652
635,0.742,0.444,0.282,0.281,0.324,0.734,0.653,0.390,0.651
636,0.741,0.443,0.281,0.280,0.322,0.734,0.652,0.389,0.651
637,0.741,0.443,0.280,0.279,0.321,0.733,0.651,0.387,0.650
638,0.741,0.442,0.279,0.278,0.320,0.732,0.650,0.386,0.649
639,0.740,0.441,0.278,0.277,0.318,0.732,0.649,0.384,0.648
640,0.740,0.440,0.277,0.276,0.317,0.731,0.648,0.382,0.647
641,0.739,0.440,0.276,0.275,0.316,0.731,0.647,0.381,0.646
642,0.739,0.439,0.275,0.274,0.315,0.730,0.646,0.379,0.646
643,0.739,0.438,0.274,0.273,0.314,0.730,0.645,0.378,0.645
644,0.739,0.437,0.273,0.273,0.312,0.729,0.644,0.376,0.644
645,0.738,0.437,0.272,0.272,0.311,0.728,0.643,0.375,0.643
646,0.737,0.436,0.271,0.271,0.310,0.728,0.642,0.373,0.643
647,0.737,0.435,0.270,0.270,0.309,0.727,0.641,0.372,0.642
648,0.737,0.434,0.269,0.269,0.307,0.727,0.640,0.371,0.641
649,0.736,0.434,0.268,0.268,0.306,0.726,0.639,0.369,0.640
650,0.736,0.433,0.267,0.267,0.305,0.726,0.638,0.368,0.640
651,0.736,0.432,0.266,0.266,0.303,0.725,0.637,0.366,0.639
652,0.735,0.431,0.265,0.265,0.302,0.725,0.636,0.365,0.638
653,0.735,0.430,0.263,0.264,0.300,0.724,0.635,0.363,0.637
654,0.734,0.429,0.262,0.263,0.299,0.723,0.634,0.361,0.637
655,0.734,0.428,0.261,0.262,0.297,0.723,0.633,0.360,0.636
656,0.734,0.427,0.260,0.260,0.295,0.722,0.632,0.358,0.635
657,0.733,0.426,0.258,0.259,0.293,0.722,0.631,0.356,0.634
658,0.733,0.425,0.257,0.258,0.292,0.721,0.630,0.354,0.633
659,0.732,0.424,0.256,0.257,0.290,0.721,0.630,0.353,0.633
660,0.732,0.423,0.255,0.256,0.289,0.720,0.629,0.351,0.632
661,0.732,0.423,0.253,0.255,0.288,0.720,0.628,0.350,0.631
662,0.731,0.422,0.253,0.254,0.287,0.719,0.627,0.349,0.631
663,0.731,0.421,0.252,0.254,0.286,0.719,0.626,0.348,0.630
664,0.731,0.421,0.251,0.253,0.285,0.718,0.626,0.347,0.630
665,0.730,0.420,0.250,0.252,0.284,0.718,0.625,0.346,0.629
666,0.730,0.419,0.249,0.251,0.283,0.718,0.624,0.345,0.629
667,0.729,0.419,0.248,0.251,0.283,0.717,0.624,0.344,0.628
668,0.729,0.418,0.248,0.250,0.282,0.717,0.623,0.343,0.628
669,0.729,0.418,0.247,0.249,0.281,0.716,0.622,0.342,0.627
670,0.728,0.417,0.246,0.248,0.280,0.716,0.622,0.341,0.627
671,0.728,0.416,0.245,0.248,0.279,0.716,0.621,0.340,0.626
672,0.728,0.416,0.245,0.247,0.278,0.715,0.620,0.339,0.625
673,0.727,0.415,0.244,0.246,0.278,0.715,0.619,0.338,0.625
674,0.727,0.414,0.243,0.246,0.277,0.714,0.619,0.337,0.624
675,0.727,0.414,0.242,0.245,0.276,0.714,0.618,0.336,0.624
676,0.726,0.413,0.241,0.244,0.275,0.713,0.617,0.335,0.623
677,0.726,0.413,0.241,0.244,0.274,0.713,0.617,0.334,0.623
678,0.726,0.412,0.240,0.243,0.273,0.712,0.616,0.333,0.622
679,0.725,0.411,0.239,0.242,0.272,0.712,0.615,0.331,0.621
680,0.725,0.411,0.238,0.241,0.271,0.712,0.614,0.330,0.621
681,0.724,0.410,0.237,0.240,0.269,0.711,0.614,0.329,0.620
682,0.724,0.409,0.237,0.239,0.268,0.711,0.613,0.327,0.620
683,0.724,0.408,0.236,0.239,0.267,0.710,0.612,0.326,0.619
684,0.723,0.408,0.235,0.238,0.266,0.709,0.611,0.325,0.618
