Start time (UTC), 1608 
 Sky conditions, CO-SDNV to CO-SDV 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.49003
 Ship longitude, 2.26141
Position, 1, 2, 3, 4, 5, 6, 7, 8
Surface type, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
Surface thickness (cm),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notes, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
Change in incident (%),0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 10.0, 10.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7
350,0.323,0.765,0.572,0.736,,0.774,0.238,0.713
351,0.324,0.766,0.572,0.737,,0.774,0.238,0.714
352,0.325,0.766,0.573,0.738,,0.775,0.239,0.714
353,0.325,0.767,0.574,0.739,,0.776,0.240,0.716
354,0.326,0.767,0.575,0.739,,0.776,0.241,0.716
355,0.327,0.767,0.576,0.740,,0.776,0.241,0.717
356,0.328,0.768,0.577,0.740,,0.777,0.243,0.718
357,0.329,0.768,0.579,0.741,,0.777,0.243,0.719
358,0.329,0.768,0.579,0.742,,0.777,0.243,0.719
359,0.329,0.769,0.580,0.743,,0.777,0.244,0.720
360,0.330,0.769,0.581,0.743,,0.778,0.245,0.721
361,0.331,0.769,0.582,0.744,,0.778,0.245,0.722
362,0.331,0.770,0.583,0.744,,0.779,0.246,0.722
363,0.332,0.770,0.584,0.745,,0.779,0.246,0.723
364,0.332,0.770,0.584,0.746,,0.779,0.247,0.724
365,0.333,0.771,0.585,0.746,,0.780,0.247,0.724
366,0.333,0.771,0.586,0.747,,0.780,0.248,0.725
367,0.334,0.771,0.587,0.748,,0.780,0.248,0.725
368,0.334,0.771,0.588,0.748,,0.781,0.249,0.726
369,0.335,0.772,0.589,0.749,,0.781,0.249,0.727
370,0.335,0.772,0.589,0.750,,0.781,0.249,0.727
371,0.335,0.772,0.590,0.750,,0.781,0.250,0.728
372,0.336,0.773,0.591,0.751,,0.782,0.251,0.729
373,0.337,0.773,0.592,0.752,,0.782,0.251,0.730
374,0.337,0.773,0.593,0.752,,0.783,0.252,0.730
375,0.338,0.773,0.594,0.753,,0.783,0.252,0.731
376,0.339,0.774,0.595,0.754,,0.783,0.253,0.732
377,0.339,0.774,0.596,0.755,,0.783,0.253,0.732
378,0.340,0.774,0.597,0.755,,0.784,0.254,0.733
379,0.340,0.774,0.598,0.756,,0.784,0.254,0.734
380,0.341,0.775,0.599,0.757,,0.785,0.255,0.735
381,0.342,0.775,0.600,0.757,,0.785,0.256,0.736
382,0.342,0.776,0.601,0.758,,0.786,0.256,0.736
383,0.343,0.776,0.603,0.759,,0.786,0.257,0.737
384,0.343,0.776,0.604,0.760,,0.786,0.257,0.738
385,0.344,0.776,0.604,0.760,,0.786,0.258,0.738
386,0.345,0.777,0.605,0.761,,0.787,0.258,0.740
387,0.345,0.777,0.606,0.762,,0.787,0.259,0.741
388,0.346,0.777,0.607,0.763,,0.787,0.260,0.741
389,0.346,0.778,0.608,0.763,,0.788,0.260,0.741
390,0.346,0.778,0.609,0.764,,0.788,0.260,0.742
391,0.347,0.778,0.610,0.765,,0.788,0.261,0.743
392,0.347,0.779,0.611,0.765,,0.788,0.261,0.744
393,0.347,0.779,0.612,0.766,,0.789,0.261,0.744
394,0.348,0.779,0.613,0.766,,0.789,0.262,0.745
395,0.348,0.779,0.614,0.767,,0.789,0.262,0.745
396,0.349,0.779,0.614,0.768,,0.790,0.262,0.746
397,0.349,0.780,0.615,0.768,,0.790,0.262,0.747
398,0.349,0.780,0.616,0.768,,0.790,0.263,0.747
399,0.349,0.780,0.616,0.769,,0.790,0.263,0.747
400,0.349,0.780,0.617,0.769,,0.790,0.263,0.748
401,0.349,0.780,0.617,0.770,,0.790,0.263,0.748
402,0.350,0.780,0.618,0.770,,0.790,0.263,0.749
403,0.350,0.780,0.619,0.771,,0.791,0.264,0.749
404,0.350,0.780,0.619,0.771,,0.791,0.264,0.750
405,0.350,0.781,0.620,0.771,,0.791,0.264,0.750
406,0.351,0.781,0.621,0.772,,0.791,0.264,0.751
407,0.351,0.781,0.621,0.772,,0.791,0.265,0.751
408,0.351,0.781,0.622,0.773,,0.792,0.265,0.751
409,0.351,0.781,0.622,0.773,,0.792,0.265,0.752
410,0.352,0.782,0.623,0.774,,0.792,0.265,0.753
411,0.352,0.782,0.624,0.774,,0.792,0.265,0.753
412,0.352,0.782,0.624,0.775,,0.792,0.265,0.753
413,0.353,0.782,0.625,0.775,,0.793,0.266,0.754
414,0.353,0.782,0.626,0.775,,0.793,0.266,0.754
415,0.353,0.783,0.626,0.776,,0.793,0.266,0.755
416,0.353,0.783,0.627,0.776,,0.793,0.266,0.755
417,0.354,0.783,0.627,0.777,,0.793,0.267,0.756
418,0.354,0.783,0.628,0.777,,0.793,0.267,0.756
419,0.354,0.783,0.629,0.778,,0.794,0.267,0.756
420,0.354,0.783,0.629,0.778,,0.794,0.267,0.757
421,0.354,0.783,0.630,0.778,,0.794,0.267,0.757
422,0.355,0.783,0.630,0.779,,0.794,0.268,0.758
423,0.355,0.783,0.631,0.779,,0.794,0.268,0.758
424,0.355,0.783,0.632,0.780,,0.794,0.268,0.758
425,0.355,0.784,0.632,0.780,,0.795,0.268,0.759
426,0.355,0.784,0.633,0.780,,0.795,0.268,0.759
427,0.356,0.784,0.633,0.781,,0.795,0.269,0.760
428,0.356,0.784,0.634,0.781,,0.795,0.269,0.760
429,0.356,0.784,0.635,0.782,,0.795,0.269,0.761
430,0.356,0.784,0.635,0.782,,0.795,0.269,0.761
431,0.356,0.784,0.636,0.782,,0.796,0.269,0.762
432,0.356,0.784,0.636,0.783,,0.796,0.270,0.762
433,0.356,0.785,0.637,0.783,,0.796,0.270,0.762
434,0.356,0.785,0.638,0.784,,0.796,0.270,0.763
435,0.357,0.785,0.638,0.784,,0.796,0.270,0.763
436,0.357,0.785,0.639,0.784,,0.796,0.270,0.763
437,0.357,0.785,0.639,0.785,,0.796,0.270,0.763
438,0.357,0.785,0.640,0.785,,0.796,0.270,0.764
439,0.357,0.785,0.640,0.785,,0.797,0.271,0.764
440,0.357,0.785,0.641,0.786,,0.797,0.271,0.765
441,0.357,0.785,0.641,0.786,,0.797,0.271,0.765
442,0.357,0.785,0.642,0.786,,0.797,0.271,0.765
443,0.357,0.786,0.642,0.787,,0.797,0.271,0.766
444,0.357,0.786,0.643,0.787,,0.797,0.272,0.766
445,0.357,0.786,0.643,0.787,,0.797,0.272,0.766
446,0.357,0.786,0.644,0.788,,0.798,0.272,0.767
447,0.357,0.786,0.644,0.788,,0.798,0.272,0.767
448,0.357,0.786,0.645,0.788,,0.798,0.272,0.767
449,0.357,0.786,0.645,0.789,,0.798,0.272,0.767
450,0.358,0.786,0.646,0.789,,0.798,0.272,0.768
451,0.357,0.786,0.646,0.789,,0.798,0.272,0.768
452,0.357,0.787,0.647,0.789,,0.798,0.273,0.768
453,0.357,0.787,0.647,0.790,,0.798,0.273,0.769
454,0.358,0.787,0.648,0.790,,0.798,0.273,0.769
455,0.358,0.787,0.648,0.790,,0.799,0.273,0.769
456,0.358,0.787,0.648,0.791,,0.799,0.273,0.770
457,0.358,0.787,0.649,0.791,,0.799,0.273,0.770
458,0.358,0.787,0.649,0.791,,0.799,0.273,0.770
459,0.358,0.787,0.650,0.791,,0.799,0.273,0.770
460,0.358,0.787,0.650,0.792,,0.799,0.273,0.771
461,0.358,0.787,0.650,0.792,,0.799,0.273,0.771
462,0.358,0.787,0.651,0.792,,0.799,0.273,0.771
463,0.358,0.787,0.651,0.792,,0.799,0.274,0.772
464,0.358,0.788,0.652,0.793,,0.800,0.274,0.772
465,0.358,0.788,0.652,0.793,,0.800,0.274,0.772
466,0.358,0.788,0.653,0.793,,0.800,0.274,0.772
467,0.358,0.788,0.653,0.793,,0.800,0.274,0.773
468,0.358,0.788,0.653,0.794,,0.800,0.274,0.773
