Start time (UTC), 0806 
 Sky conditions, CO-SDNV mostly, occasionally drizzly 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.45667
 Ship longitude, 1.71739
Position, 1, 2, 3, 4, 5, 6, 7, 8
Surface type,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Surface thickness (cm),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notes, windy - some small ripples,                  NIR & uCT,                        NaN,                        NaN,                  NIR & uCT,                        NaN,         some small ripples,                        NaN
Change in incident (%),10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7
350,0.315,0.768,0.550,0.728,0.783,0.772,0.244,0.678
351,0.316,0.768,0.551,0.728,0.784,0.772,0.245,0.679
352,0.317,0.768,0.551,0.728,0.784,0.772,0.246,0.680
353,0.318,0.769,0.552,0.729,0.784,0.773,0.247,0.680
354,0.319,0.769,0.553,0.729,0.785,0.773,0.248,0.680
355,0.319,0.769,0.553,0.730,0.785,0.774,0.249,0.680
356,0.320,0.770,0.554,0.730,0.785,0.774,0.249,0.681
357,0.320,0.770,0.554,0.730,0.785,0.774,0.251,0.681
358,0.321,0.770,0.555,0.731,0.786,0.774,0.251,0.681
359,0.321,0.771,0.556,0.731,0.787,0.775,0.252,0.681
360,0.322,0.771,0.557,0.731,0.787,0.775,0.252,0.682
361,0.323,0.771,0.557,0.732,0.788,0.775,0.253,0.682
362,0.323,0.771,0.558,0.732,0.787,0.776,0.254,0.682
363,0.323,0.772,0.559,0.733,0.788,0.776,0.254,0.682
364,0.324,0.772,0.559,0.734,0.788,0.775,0.255,0.683
365,0.324,0.772,0.560,0.734,0.789,0.776,0.255,0.683
366,0.325,0.773,0.561,0.734,0.789,0.776,0.256,0.683
367,0.325,0.773,0.561,0.734,0.790,0.776,0.257,0.684
368,0.326,0.773,0.562,0.734,0.790,0.777,0.257,0.684
369,0.326,0.773,0.563,0.735,0.790,0.777,0.258,0.685
370,0.326,0.773,0.564,0.735,0.790,0.777,0.258,0.685
371,0.327,0.773,0.564,0.735,0.790,0.777,0.259,0.685
372,0.327,0.774,0.565,0.736,0.790,0.778,0.260,0.685
373,0.328,0.774,0.565,0.736,0.791,0.778,0.260,0.685
374,0.329,0.775,0.566,0.737,0.791,0.778,0.261,0.686
375,0.329,0.775,0.568,0.738,0.792,0.778,0.262,0.686
376,0.330,0.775,0.568,0.738,0.792,0.779,0.262,0.687
377,0.330,0.776,0.569,0.738,0.792,0.779,0.263,0.687
378,0.331,0.777,0.570,0.739,0.792,0.779,0.264,0.688
379,0.332,0.776,0.570,0.739,0.793,0.780,0.265,0.688
380,0.333,0.776,0.571,0.739,0.793,0.780,0.265,0.688
381,0.333,0.776,0.572,0.740,0.793,0.780,0.266,0.689
382,0.334,0.776,0.573,0.740,0.794,0.780,0.266,0.689
383,0.334,0.776,0.574,0.741,0.794,0.780,0.267,0.689
384,0.334,0.777,0.575,0.741,0.794,0.781,0.268,0.690
385,0.335,0.778,0.576,0.741,0.794,0.781,0.269,0.690
386,0.335,0.777,0.576,0.742,0.795,0.781,0.269,0.690
387,0.336,0.778,0.577,0.743,0.795,0.781,0.270,0.691
388,0.337,0.778,0.578,0.743,0.795,0.782,0.271,0.691
389,0.337,0.778,0.579,0.743,0.796,0.782,0.271,0.691
390,0.337,0.779,0.579,0.744,0.796,0.781,0.272,0.692
391,0.338,0.779,0.580,0.744,0.795,0.782,0.273,0.692
392,0.338,0.780,0.581,0.744,0.796,0.782,0.273,0.692
393,0.338,0.780,0.582,0.745,0.796,0.782,0.273,0.693
394,0.338,0.780,0.582,0.745,0.797,0.783,0.274,0.693
395,0.339,0.780,0.583,0.745,0.797,0.783,0.274,0.693
396,0.339,0.780,0.583,0.745,0.797,0.783,0.275,0.693
397,0.339,0.780,0.584,0.746,0.797,0.783,0.275,0.694
398,0.340,0.780,0.584,0.746,0.797,0.783,0.275,0.694
399,0.340,0.780,0.585,0.746,0.798,0.783,0.276,0.694
400,0.340,0.781,0.585,0.747,0.798,0.783,0.276,0.693
401,0.340,0.781,0.586,0.747,0.798,0.783,0.276,0.694
402,0.341,0.781,0.586,0.747,0.798,0.783,0.276,0.694
403,0.341,0.781,0.587,0.747,0.798,0.783,0.277,0.694
404,0.341,0.781,0.587,0.747,0.798,0.783,0.277,0.694
405,0.341,0.781,0.588,0.747,0.798,0.783,0.277,0.694
406,0.341,0.781,0.588,0.748,0.798,0.784,0.277,0.695
407,0.342,0.781,0.589,0.748,0.799,0.784,0.278,0.695
408,0.342,0.781,0.589,0.748,0.799,0.784,0.278,0.695
409,0.342,0.782,0.590,0.748,0.799,0.784,0.278,0.695
410,0.342,0.782,0.590,0.749,0.799,0.784,0.279,0.695
411,0.343,0.782,0.591,0.749,0.799,0.784,0.279,0.695
412,0.343,0.782,0.591,0.749,0.799,0.784,0.279,0.695
413,0.343,0.782,0.591,0.749,0.799,0.784,0.280,0.696
414,0.343,0.782,0.592,0.749,0.799,0.785,0.280,0.696
415,0.343,0.782,0.592,0.750,0.800,0.785,0.280,0.696
416,0.344,0.782,0.593,0.750,0.800,0.785,0.281,0.696
417,0.344,0.783,0.593,0.750,0.800,0.785,0.281,0.696
418,0.344,0.783,0.594,0.750,0.800,0.785,0.281,0.696
419,0.344,0.783,0.594,0.750,0.800,0.785,0.281,0.696
420,0.344,0.783,0.594,0.751,0.800,0.785,0.282,0.697
421,0.344,0.783,0.595,0.751,0.800,0.785,0.282,0.697
422,0.345,0.783,0.595,0.751,0.800,0.785,0.282,0.697
423,0.345,0.783,0.596,0.751,0.800,0.785,0.283,0.697
424,0.345,0.783,0.596,0.751,0.800,0.785,0.283,0.697
425,0.345,0.783,0.597,0.752,0.801,0.785,0.283,0.697
426,0.345,0.783,0.597,0.752,0.801,0.786,0.284,0.697
427,0.345,0.784,0.598,0.752,0.801,0.786,0.284,0.697
428,0.346,0.784,0.598,0.752,0.801,0.786,0.284,0.697
429,0.346,0.784,0.599,0.752,0.801,0.786,0.285,0.698
430,0.346,0.784,0.599,0.752,0.801,0.786,0.285,0.698
431,0.346,0.784,0.600,0.753,0.801,0.786,0.285,0.698
432,0.346,0.784,0.600,0.753,0.801,0.786,0.285,0.698
433,0.346,0.784,0.601,0.753,0.802,0.786,0.285,0.698
434,0.346,0.784,0.601,0.753,0.802,0.786,0.286,0.698
435,0.346,0.784,0.601,0.753,0.802,0.786,0.286,0.698
436,0.346,0.784,0.602,0.753,0.802,0.786,0.286,0.698
437,0.346,0.784,0.602,0.754,0.802,0.786,0.286,0.698
438,0.346,0.785,0.603,0.754,0.802,0.786,0.287,0.698
439,0.346,0.785,0.603,0.754,0.802,0.786,0.287,0.699
440,0.346,0.785,0.603,0.754,0.802,0.786,0.287,0.699
441,0.346,0.785,0.604,0.754,0.802,0.786,0.288,0.699
442,0.346,0.785,0.604,0.754,0.802,0.787,0.288,0.699
443,0.346,0.785,0.605,0.754,0.802,0.787,0.288,0.699
444,0.346,0.785,0.605,0.755,0.802,0.787,0.288,0.699
445,0.346,0.785,0.605,0.755,0.803,0.787,0.289,0.699
446,0.346,0.785,0.606,0.755,0.803,0.787,0.289,0.699
447,0.347,0.785,0.606,0.755,0.803,0.787,0.289,0.699
448,0.347,0.785,0.606,0.755,0.803,0.787,0.289,0.699
449,0.347,0.785,0.607,0.755,0.803,0.787,0.289,0.699
450,0.346,0.785,0.607,0.755,0.803,0.787,0.289,0.699
451,0.346,0.785,0.607,0.755,0.803,0.787,0.290,0.699
452,0.346,0.785,0.608,0.756,0.803,0.787,0.290,0.699
453,0.346,0.785,0.608,0.756,0.803,0.787,0.290,0.699
454,0.346,0.785,0.608,0.756,0.803,0.787,0.290,0.700
455,0.346,0.785,0.609,0.756,0.803,0.787,0.290,0.700
456,0.346,0.785,0.609,0.756,0.803,0.787,0.291,0.700
457,0.346,0.786,0.609,0.756,0.803,0.787,0.291,0.700
