Start time (UTC), 0829 
 Sky conditions, CO-SDV 
 Other notes, Simultaneous with stakes readings (Ian & Debbie). Possible scratch on spectralon plate. Surface slightly frozen (small ponds have thin ice lid). 
 Ship latitude, 79.98513
 Ship longitude, -0.66832
Position, 1, 2, 3, 4, 5, 6, 7, 8
Surface type,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Surface thickness (cm),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Notes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Change in incident (%),0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0
Wavelengths,Albedo0,Albedo1,Albedo2,Albedo3,Albedo4,Albedo5,Albedo6,Albedo7
470,0.314,0.755,0.269,0.671,0.765,0.732,0.269,0.628
471,0.314,0.755,0.270,0.671,0.765,0.732,0.270,0.628
472,0.314,0.755,0.270,0.671,0.765,0.732,0.270,0.628
473,0.314,0.755,0.270,0.671,0.765,0.732,0.270,0.628
474,0.314,0.755,0.271,0.672,0.765,0.732,0.270,0.628
475,0.314,0.755,0.271,0.672,0.765,0.732,0.270,0.629
476,0.314,0.755,0.271,0.672,0.765,0.732,0.270,0.629
477,0.314,0.755,0.271,0.672,0.765,0.732,0.270,0.629
478,0.314,0.755,0.272,0.672,0.766,0.732,0.271,0.629
479,0.314,0.755,0.272,0.672,0.766,0.732,0.270,0.629
480,0.314,0.756,0.272,0.672,0.766,0.732,0.271,0.629
481,0.314,0.756,0.272,0.673,0.766,0.732,0.271,0.629
482,0.314,0.756,0.272,0.673,0.766,0.732,0.271,0.629
483,0.314,0.756,0.272,0.673,0.766,0.732,0.271,0.629
484,0.314,0.755,0.273,0.673,0.766,0.732,0.271,0.629
485,0.314,0.755,0.273,0.673,0.766,0.732,0.271,0.629
486,0.314,0.755,0.273,0.673,0.766,0.732,0.271,0.629
487,0.314,0.755,0.273,0.674,0.766,0.732,0.271,0.629
488,0.314,0.756,0.273,0.674,0.766,0.732,0.271,0.629
489,0.314,0.756,0.273,0.674,0.766,0.732,0.271,0.629
490,0.314,0.756,0.273,0.674,0.766,0.732,0.271,0.629
491,0.314,0.756,0.273,0.674,0.767,0.732,0.271,0.629
492,0.314,0.756,0.274,0.674,0.767,0.732,0.271,0.629
493,0.314,0.756,0.274,0.674,0.767,0.731,0.271,0.628
494,0.314,0.756,0.274,0.674,0.767,0.732,0.271,0.628
495,0.313,0.755,0.274,0.674,0.767,0.731,0.271,0.628
496,0.313,0.756,0.274,0.674,0.767,0.731,0.271,0.628
497,0.313,0.756,0.274,0.675,0.767,0.731,0.270,0.628
498,0.313,0.756,0.274,0.675,0.767,0.731,0.270,0.628
499,0.313,0.756,0.274,0.675,0.767,0.731,0.270,0.628
500,0.313,0.755,0.274,0.675,0.767,0.731,0.270,0.628
501,0.313,0.756,0.274,0.675,0.767,0.731,0.270,0.628
502,0.312,0.756,0.274,0.675,0.767,0.731,0.270,0.628
503,0.312,0.756,0.274,0.675,0.767,0.731,0.270,0.628
504,0.312,0.755,0.274,0.675,0.767,0.731,0.270,0.628
505,0.312,0.756,0.274,0.675,0.767,0.731,0.269,0.628
506,0.311,0.756,0.274,0.676,0.767,0.731,0.269,0.628
507,0.311,0.755,0.274,0.676,0.768,0.731,0.269,0.627
508,0.311,0.755,0.274,0.676,0.767,0.731,0.269,0.627
509,0.310,0.755,0.274,0.676,0.767,0.730,0.268,0.627
510,0.310,0.755,0.274,0.676,0.768,0.730,0.268,0.627
511,0.310,0.755,0.274,0.676,0.768,0.730,0.268,0.627
512,0.309,0.755,0.274,0.676,0.768,0.730,0.267,0.627
513,0.309,0.755,0.274,0.676,0.768,0.730,0.267,0.626
514,0.309,0.755,0.274,0.676,0.768,0.730,0.267,0.626
515,0.308,0.755,0.274,0.676,0.768,0.730,0.267,0.626
516,0.308,0.755,0.274,0.676,0.768,0.730,0.267,0.626
517,0.308,0.755,0.274,0.676,0.768,0.730,0.267,0.626
518,0.308,0.755,0.274,0.676,0.768,0.730,0.266,0.626
519,0.308,0.755,0.274,0.676,0.768,0.730,0.266,0.626
520,0.308,0.755,0.274,0.676,0.768,0.730,0.266,0.626
521,0.307,0.755,0.274,0.677,0.768,0.730,0.266,0.626
522,0.307,0.755,0.274,0.677,0.768,0.730,0.266,0.626
523,0.307,0.755,0.274,0.677,0.768,0.730,0.266,0.626
524,0.307,0.755,0.274,0.677,0.768,0.729,0.266,0.625
525,0.307,0.755,0.274,0.677,0.768,0.729,0.266,0.625
526,0.307,0.755,0.275,0.677,0.768,0.729,0.266,0.625
527,0.306,0.755,0.275,0.677,0.768,0.729,0.266,0.625
528,0.306,0.754,0.274,0.677,0.768,0.729,0.266,0.625
529,0.306,0.754,0.274,0.677,0.768,0.729,0.266,0.625
530,0.306,0.754,0.274,0.677,0.768,0.729,0.265,0.625
531,0.305,0.754,0.274,0.677,0.768,0.729,0.265,0.625
532,0.305,0.754,0.274,0.677,0.768,0.729,0.265,0.625
533,0.305,0.754,0.274,0.677,0.768,0.728,0.265,0.624
534,0.304,0.754,0.274,0.677,0.768,0.728,0.265,0.624
535,0.304,0.754,0.274,0.677,0.768,0.728,0.264,0.624
536,0.304,0.754,0.274,0.677,0.768,0.728,0.264,0.624
537,0.304,0.754,0.274,0.677,0.768,0.728,0.264,0.624
538,0.303,0.754,0.274,0.677,0.768,0.728,0.264,0.624
539,0.303,0.753,0.274,0.677,0.768,0.728,0.263,0.623
540,0.302,0.753,0.274,0.677,0.768,0.728,0.263,0.623
541,0.302,0.753,0.273,0.677,0.767,0.727,0.263,0.623
542,0.302,0.753,0.273,0.677,0.767,0.727,0.263,0.623
543,0.301,0.753,0.273,0.677,0.767,0.727,0.262,0.622
544,0.301,0.753,0.273,0.676,0.767,0.727,0.262,0.622
545,0.300,0.753,0.272,0.676,0.767,0.727,0.261,0.622
546,0.300,0.752,0.272,0.676,0.767,0.727,0.261,0.622
547,0.299,0.752,0.272,0.676,0.767,0.726,0.260,0.621
548,0.299,0.752,0.272,0.676,0.767,0.726,0.260,0.621
549,0.298,0.752,0.271,0.676,0.767,0.726,0.259,0.621
550,0.298,0.752,0.271,0.676,0.767,0.726,0.259,0.621
551,0.297,0.752,0.271,0.676,0.767,0.726,0.259,0.620
552,0.297,0.752,0.270,0.676,0.767,0.725,0.258,0.620
553,0.296,0.751,0.270,0.676,0.766,0.725,0.258,0.620
554,0.296,0.751,0.270,0.675,0.766,0.725,0.257,0.619
555,0.296,0.751,0.270,0.675,0.766,0.725,0.257,0.619
556,0.295,0.751,0.269,0.675,0.766,0.725,0.257,0.619
557,0.295,0.751,0.269,0.675,0.766,0.725,0.256,0.619
558,0.294,0.751,0.269,0.675,0.766,0.724,0.256,0.618
559,0.294,0.750,0.269,0.675,0.766,0.724,0.255,0.618
560,0.293,0.750,0.268,0.675,0.766,0.724,0.255,0.618
561,0.293,0.750,0.268,0.675,0.766,0.724,0.255,0.618
562,0.292,0.750,0.268,0.674,0.765,0.724,0.254,0.617
563,0.292,0.750,0.267,0.674,0.765,0.723,0.254,0.617
564,0.291,0.750,0.267,0.674,0.765,0.723,0.253,0.617
565,0.291,0.749,0.266,0.674,0.765,0.723,0.253,0.616
566,0.290,0.749,0.266,0.674,0.765,0.723,0.252,0.616
567,0.289,0.749,0.266,0.674,0.765,0.723,0.251,0.616
568,0.289,0.749,0.265,0.673,0.765,0.722,0.251,0.615
569,0.288,0.749,0.265,0.673,0.765,0.722,0.250,0.615
570,0.287,0.748,0.264,0.673,0.765,0.722,0.250,0.614
571,0.287,0.748,0.263,0.673,0.764,0.721,0.249,0.614
572,0.286,0.748,0.263,0.672,0.764,0.721,0.248,0.614
573,0.285,0.748,0.262,0.672,0.764,0.721,0.247,0.613
574,0.284,0.747,0.261,0.672,0.764,0.721,0.246,0.613
575,0.284,0.747,0.261,0.672,0.764,0.720,0.246,0.612
576,0.283,0.747,0.260,0.671,0.763,0.720,0.245,0.612
577,0.282,0.747,0.259,0.671,0.763,0.720,0.244,0.611
578,0.281,0.747,0.258,0.671,0.763,0.720,0.242,0.611
579,0.280,0.746,0.257,0.671,0.763,0.719,0.241,0.610
580,0.279,0.746,0.256,0.670,0.763,0.719,0.240,0.609
581,0.277,0.746,0.255,0.670,0.763,0.719,0.239,0.609
582,0.276,0.746,0.254,0.669,0.762,0.718,0.237,0.608
583,0.275,0.745,0.253,0.669,0.762,0.718,0.236,0.608
584,0.274,0.745,0.252,0.669,0.762,0.718,0.234,0.607
585,0.273,0.744,0.250,0.668,0.762,0.718,0.233,0.606
586,0.271,0.744,0.249,0.668,0.761,0.717,0.231,0.605
587,0.270,0.744,0.248,0.667,0.761,0.717,0.230,0.605
588,0.269,0.744,0.246,0.667,0.761,0.716,0.228,0.604
589,0.267,0.743,0.245,0.666,0.761,0.716,0.226,0.603
590,0.265,0.743,0.244,0.666,0.760,0.716,0.224,0.602
591,0.264,0.742,0.242,0.666,0.760,0.715,0.223,0.601
592,0.262,0.742,0.241,0.665,0.760,0.715,0.221,0.600
