Start time (UTC), 2218 
 Sky conditions, CO-SDNV to CO-SDV 
 Other notes, 24-hr sampling period. Reunion Stakes (RS) visited every ~3 hrs. (1) pond @ intersection of stakes 203&205. (2) raised area of SSL@ intersection of stakes 203&206. (3) sediment mounds @intersection of stakes 203&207 (4) part raised SSL- some uneven surface @ intersection of stakes 203&211 
(5) stake 205 (6) vertical grains & crack @ stake 206  (7) pond @ stake 207  (8) stake 211, half uneven surface & level SSL.
Stern (STERN) visited every ~3 hrs. (1 A) clean area from July 5, (1B)  shoveled area from July 5. ~1cm standing water. (2) pond w very holey bottom (3) other end of same pond. w smoother bottom. (4) Dark pond. measurement centered over large white (previously crack). (5A)  clean level bare (SSL) ice on slope (5B) - shoveled off to observe SSL evolution. (6) very blue pond (7) very large tooth-like grains (old drained pond?) at edge of pond 6
ROV transect visited every ~6 hrs (with ROV transmittance & UAV albedo). 
 Ship latitude, 81.47728
 Ship longitude, 2.02981
Position, 1A, 1B,  2,  3,  4, 5A, 5B,  6,  7
358,0.776,0.505,0.369,0.368,0.448,0.763,0.725,0.509,0.726
359,0.776,0.505,0.371,0.369,0.449,0.764,0.726,0.510,0.727
360,0.777,0.506,0.373,0.370,0.451,0.765,0.727,0.510,0.727
361,0.777,0.506,0.373,0.371,0.452,0.765,0.727,0.511,0.728
362,0.777,0.506,0.374,0.371,0.453,0.766,0.727,0.512,0.728
363,0.778,0.506,0.375,0.371,0.453,0.767,0.728,0.513,0.729
364,0.778,0.507,0.375,0.371,0.454,0.768,0.728,0.513,0.728
365,0.777,0.507,0.376,0.372,0.455,0.768,0.729,0.514,0.729
366,0.778,0.507,0.377,0.373,0.456,0.769,0.730,0.515,0.729
367,0.778,0.508,0.378,0.374,0.457,0.769,0.730,0.516,0.730
368,0.778,0.508,0.378,0.374,0.458,0.770,0.731,0.517,0.731
369,0.778,0.508,0.379,0.374,0.458,0.770,0.731,0.518,0.731
370,0.778,0.508,0.379,0.374,0.459,0.771,0.731,0.518,0.732
371,0.778,0.509,0.379,0.374,0.459,0.772,0.732,0.519,0.732
372,0.779,0.508,0.380,0.375,0.460,0.773,0.733,0.520,0.732
373,0.778,0.509,0.381,0.376,0.461,0.774,0.733,0.521,0.732
374,0.778,0.509,0.381,0.376,0.462,0.774,0.734,0.522,0.732
375,0.778,0.510,0.382,0.376,0.463,0.775,0.734,0.523,0.733
376,0.778,0.510,0.382,0.377,0.464,0.776,0.735,0.524,0.734
377,0.779,0.510,0.383,0.377,0.465,0.777,0.735,0.524,0.735
378,0.779,0.510,0.383,0.377,0.466,0.778,0.735,0.525,0.735
379,0.779,0.510,0.384,0.378,0.466,0.778,0.736,0.526,0.735
380,0.779,0.511,0.385,0.378,0.467,0.779,0.737,0.527,0.735
381,0.779,0.511,0.385,0.379,0.468,0.780,0.738,0.527,0.736
382,0.779,0.511,0.385,0.379,0.469,0.780,0.738,0.528,0.737
383,0.779,0.511,0.386,0.379,0.470,0.782,0.738,0.529,0.737
384,0.780,0.511,0.386,0.379,0.471,0.783,0.739,0.530,0.737
385,0.780,0.511,0.386,0.380,0.472,0.783,0.740,0.531,0.737
386,0.780,0.512,0.387,0.380,0.472,0.784,0.741,0.532,0.738
387,0.780,0.512,0.387,0.380,0.473,0.785,0.741,0.532,0.738
388,0.780,0.512,0.388,0.381,0.474,0.785,0.742,0.533,0.739
389,0.780,0.512,0.388,0.382,0.475,0.786,0.742,0.535,0.739
390,0.780,0.512,0.389,0.382,0.475,0.787,0.742,0.536,0.740
391,0.780,0.513,0.389,0.382,0.476,0.788,0.743,0.536,0.740
392,0.780,0.513,0.389,0.382,0.477,0.789,0.744,0.536,0.740
393,0.780,0.513,0.389,0.382,0.478,0.789,0.744,0.537,0.740
394,0.780,0.513,0.389,0.382,0.479,0.789,0.744,0.538,0.740
395,0.780,0.513,0.389,0.382,0.479,0.790,0.744,0.539,0.741
396,0.780,0.513,0.389,0.382,0.480,0.791,0.745,0.539,0.741
397,0.780,0.513,0.390,0.383,0.481,0.792,0.745,0.540,0.741
398,0.780,0.513,0.390,0.383,0.481,0.792,0.745,0.540,0.741
399,0.781,0.513,0.390,0.383,0.481,0.793,0.746,0.541,0.741
400,0.781,0.513,0.390,0.383,0.482,0.794,0.746,0.541,0.742
401,0.781,0.513,0.390,0.382,0.482,0.794,0.746,0.542,0.742
402,0.781,0.513,0.390,0.382,0.483,0.794,0.746,0.542,0.742
403,0.781,0.513,0.390,0.383,0.483,0.795,0.747,0.542,0.743
404,0.781,0.513,0.390,0.383,0.484,0.795,0.747,0.543,0.743
405,0.781,0.513,0.389,0.382,0.484,0.796,0.747,0.543,0.743
406,0.781,0.513,0.390,0.383,0.485,0.796,0.748,0.544,0.743
407,0.781,0.513,0.390,0.383,0.485,0.797,0.748,0.544,0.744
408,0.781,0.513,0.390,0.382,0.486,0.797,0.748,0.545,0.744
409,0.781,0.513,0.390,0.383,0.486,0.798,0.748,0.545,0.744
410,0.781,0.513,0.390,0.383,0.487,0.798,0.749,0.546,0.744
411,0.781,0.513,0.390,0.383,0.487,0.799,0.749,0.546,0.744
412,0.781,0.513,0.390,0.383,0.488,0.799,0.750,0.547,0.745
413,0.781,0.513,0.390,0.383,0.488,0.800,0.750,0.547,0.745
414,0.781,0.513,0.390,0.382,0.489,0.800,0.750,0.548,0.745
415,0.781,0.514,0.390,0.383,0.489,0.801,0.750,0.548,0.745
416,0.781,0.514,0.390,0.383,0.490,0.801,0.750,0.549,0.746
417,0.781,0.514,0.390,0.383,0.490,0.802,0.751,0.549,0.746
418,0.781,0.514,0.390,0.383,0.491,0.802,0.751,0.549,0.746
419,0.781,0.514,0.390,0.383,0.492,0.802,0.751,0.550,0.746
420,0.781,0.514,0.390,0.383,0.492,0.803,0.751,0.550,0.747
421,0.781,0.514,0.390,0.383,0.492,0.804,0.752,0.551,0.747
422,0.781,0.514,0.391,0.383,0.493,0.804,0.752,0.551,0.747
423,0.781,0.514,0.391,0.383,0.494,0.805,0.753,0.552,0.747
424,0.781,0.514,0.391,0.383,0.494,0.805,0.753,0.552,0.748
425,0.781,0.514,0.391,0.383,0.495,0.806,0.753,0.553,0.748
426,0.781,0.514,0.391,0.384,0.495,0.806,0.753,0.553,0.748
427,0.782,0.514,0.391,0.384,0.496,0.807,0.754,0.554,0.748
428,0.781,0.514,0.391,0.384,0.496,0.807,0.754,0.554,0.748
429,0.782,0.514,0.391,0.384,0.497,0.808,0.754,0.555,0.749
430,0.782,0.514,0.391,0.384,0.497,0.808,0.754,0.555,0.749
431,0.782,0.515,0.391,0.384,0.498,0.808,0.755,0.556,0.749
432,0.782,0.515,0.391,0.384,0.498,0.809,0.755,0.556,0.749
433,0.782,0.515,0.392,0.384,0.499,0.810,0.755,0.557,0.749
434,0.782,0.515,0.392,0.384,0.499,0.810,0.755,0.557,0.749
435,0.782,0.515,0.392,0.384,0.500,0.810,0.755,0.557,0.750
436,0.782,0.515,0.392,0.384,0.500,0.811,0.756,0.558,0.750
437,0.782,0.515,0.392,0.384,0.501,0.811,0.756,0.558,0.750
438,0.782,0.515,0.393,0.384,0.501,0.812,0.756,0.559,0.750
439,0.782,0.515,0.393,0.384,0.502,0.812,0.756,0.559,0.750
440,0.782,0.515,0.393,0.385,0.502,0.813,0.757,0.559,0.751
441,0.782,0.515,0.393,0.385,0.502,0.813,0.757,0.560,0.751
442,0.782,0.515,0.394,0.385,0.503,0.814,0.757,0.560,0.751
443,0.782,0.515,0.394,0.385,0.503,0.814,0.757,0.560,0.751
444,0.782,0.515,0.395,0.385,0.504,0.814,0.758,0.561,0.751
445,0.782,0.516,0.395,0.385,0.504,0.815,0.758,0.561,0.751
446,0.782,0.516,0.395,0.386,0.504,0.815,0.758,0.561,0.752
447,0.783,0.516,0.396,0.386,0.505,0.815,0.758,0.562,0.752
448,0.783,0.516,0.396,0.386,0.505,0.816,0.758,0.562,0.752
449,0.783,0.516,0.396,0.386,0.505,0.816,0.759,0.562,0.752
450,0.783,0.516,0.397,0.386,0.506,0.816,0.759,0.562,0.752
451,0.783,0.516,0.397,0.386,0.506,0.817,0.759,0.563,0.752
452,0.783,0.516,0.397,0.386,0.506,0.817,0.759,0.563,0.752
453,0.783,0.516,0.397,0.387,0.507,0.817,0.759,0.563,0.753
454,0.783,0.516,0.397,0.387,0.507,0.818,0.759,0.563,0.753
455,0.783,0.516,0.398,0.386,0.507,0.818,0.759,0.564,0.753
456,0.783,0.516,0.398,0.387,0.508,0.818,0.760,0.564,0.753
457,0.783,0.517,0.398,0.387,0.508,0.819,0.760,0.564,0.753
458,0.783,0.517,0.398,0.387,0.508,0.819,0.760,0.565,0.753
459,0.783,0.517,0.398,0.387,0.509,0.820,0.760,0.565,0.753
460,0.783,0.517,0.398,0.387,0.509,0.820,0.760,0.565,0.753
461,0.783,0.517,0.398,0.387,0.509,0.820,0.760,0.565,0.754
462,0.783,0.517,0.398,0.387,0.510,0.820,0.760,0.566,0.754
463,0.783,0.517,0.399,0.387,0.510,0.821,0.760,0.566,0.754
464,0.784,0.517,0.399,0.387,0.510,0.821,0.761,0.566,0.754
465,0.784,0.517,0.399,0.387,0.511,0.821,0.761,0.566,0.754
466,0.784,0.517,0.399,0.387,0.511,0.821,0.761,0.566,0.754
467,0.784,0.517,0.400,0.387,0.511,0.822,0.761,0.566,0.754
468,0.784,0.517,0.400,0.387,0.511,0.822,0.761,0.567,0.754
469,0.784,0.517,0.400,0.388,0.512,0.822,0.761,0.567,0.754
470,0.784,0.517,0.401,0.388,0.512,0.823,0.761,0.567,0.754
471,0.784,0.517,0.401,0.388,0.512,0.823,0.761,0.567,0.754
472,0.784,0.517,0.401,0.388,0.512,0.823,0.761,0.567,0.754
473,0.784,0.518,0.402,0.388,0.513,0.823,0.761,0.567,0.754
474,0.784,0.518,0.402,0.388,0.513,0.824,0.761,0.567,0.754
475,0.784,0.517,0.402,0.388,0.513,0.824,0.761,0.567,0.754
476,0.784,0.518,0.402,0.388,0.513,0.824,0.761,0.567,0.754
477,0.784,0.518,0.402,0.388,0.513,0.824,0.761,0.567,0.754
478,0.784,0.518,0.403,0.388,0.513,0.824,0.761,0.568,0.754
479,0.784,0.518,0.403,0.388,0.513,0.825,0.761,0.567,0.754
480,0.784,0.518,0.403,0.388,0.513,0.825,0.761,0.567,0.754
481,0.784,0.518,0.403,0.388,0.514,0.825,0.761,0.567,0.754
482,0.784,0.518,0.403,0.388,0.514,0.825,0.761,0.567,0.754
483,0.784,0.518,0.403,0.388,0.514,0.825,0.761,0.568,0.754
484,0.784,0.518,0.402,0.388,0.514,0.825,0.761,0.567,0.754
485,0.784,0.518,0.402,0.388,0.514,0.825,0.761,0.567,0.754
486,0.784,0.517,0.402,0.388,0.514,0.826,0.761,0.567,0.754
487,0.784,0.517,0.402,0.387,0.514,0.826,0.761,0.567,0.754
488,0.784,0.517,0.402,0.387,0.514,0.826,0.761,0.567,0.754
489,0.784,0.517,0.401,0.387,0.514,0.826,0.761,0.567,0.754
490,0.784,0.517,0.401,0.387,0.514,0.826,0.761,0.567,0.754
491,0.784,0.517,0.401,0.387,0.514,0.826,0.761,0.567,0.754
492,0.784,0.517,0.401,0.387,0.514,0.826,0.761,0.567,0.754
493,0.784,0.517,0.401,0.386,0.514,0.827,0.761,0.566,0.754
494,0.784,0.517,0.401,0.386,0.514,0.827,0.761,0.566,0.754
495,0.784,0.517,0.401,0.386,0.513,0.827,0.761,0.566,0.753
496,0.784,0.516,0.401,0.386,0.513,0.827,0.761,0.566,0.753
497,0.784,0.517,0.401,0.386,0.513,0.827,0.761,0.566,0.753
498,0.784,0.516,0.401,0.386,0.513,0.827,0.761,0.565,0.753
499,0.784,0.516,0.401,0.386,0.513,0.827,0.761,0.565,0.753
500,0.784,0.516,0.401,0.386,0.513,0.828,0.761,0.565,0.753
501,0.784,0.516,0.401,0.386,0.512,0.828,0.761,0.565,0.753
502,0.784,0.516,0.401,0.386,0.512,0.828,0.760,0.564,0.753
503,0.784,0.516,0.401,0.386,0.512,0.828,0.760,0.564,0.752
504,0.784,0.516,0.401,0.386,0.512,0.828,0.760,0.563,0.752
505,0.784,0.516,0.402,0.386,0.512,0.828,0.760,0.563,0.752
506,0.784,0.516,0.402,0.386,0.511,0.828,0.760,0.562,0.752
507,0.784,0.516,0.402,0.386,0.511,0.828,0.760,0.562,0.751
508,0.784,0.516,0.402,0.385,0.510,0.828,0.760,0.561,0.751
509,0.784,0.515,0.402,0.385,0.509,0.828,0.759,0.561,0.751
510,0.784,0.515,0.402,0.385,0.509,0.828,0.759,0.560,0.750
511,0.784,0.515,0.402,0.385,0.508,0.828,0.759,0.559,0.750
512,0.784,0.515,0.402,0.384,0.508,0.828,0.759,0.558,0.750
513,0.784,0.515,0.402,0.384,0.507,0.828,0.759,0.558,0.750
514,0.784,0.515,0.402,0.384,0.507,0.828,0.759,0.557,0.749
515,0.784,0.515,0.402,0.384,0.506,0.828,0.758,0.557,0.749
516,0.784,0.515,0.402,0.384,0.506,0.828,0.758,0.557,0.749
517,0.784,0.514,0.403,0.384,0.506,0.828,0.758,0.556,0.749
518,0.784,0.514,0.403,0.384,0.506,0.828,0.758,0.556,0.749
519,0.784,0.514,0.403,0.384,0.506,0.828,0.758,0.555,0.748
520,0.784,0.514,0.403,0.384,0.506,0.828,0.757,0.555,0.748
521,0.784,0.514,0.403,0.384,0.506,0.828,0.757,0.554,0.748
522,0.784,0.514,0.403,0.384,0.505,0.828,0.757,0.554,0.748
523,0.784,0.514,0.403,0.384,0.505,0.828,0.757,0.554,0.747
524,0.784,0.514,0.403,0.384,0.505,0.828,0.756,0.553,0.747
525,0.784,0.514,0.403,0.383,0.505,0.828,0.756,0.553,0.747
526,0.784,0.514,0.403,0.383,0.504,0.828,0.756,0.552,0.746
527,0.784,0.514,0.403,0.383,0.504,0.828,0.756,0.552,0.746
528,0.784,0.513,0.403,0.383,0.504,0.828,0.756,0.551,0.746
529,0.784,0.513,0.403,0.383,0.504,0.827,0.755,0.550,0.746
530,0.784,0.513,0.403,0.382,0.503,0.827,0.755,0.550,0.745
531,0.784,0.513,0.403,0.382,0.503,0.827,0.755,0.549,0.745
532,0.784,0.513,0.402,0.382,0.503,0.827,0.754,0.549,0.745
533,0.784,0.512,0.402,0.382,0.502,0.827,0.754,0.548,0.744
534,0.784,0.512,0.402,0.381,0.502,0.827,0.754,0.547,0.744
535,0.784,0.512,0.402,0.381,0.501,0.827,0.753,0.547,0.744
536,0.784,0.512,0.401,0.381,0.501,0.827,0.753,0.546,0.743
537,0.783,0.512,0.401,0.380,0.500,0.826,0.753,0.545,0.743
538,0.783,0.511,0.401,0.380,0.500,0.826,0.752,0.545,0.743
539,0.783,0.511,0.400,0.380,0.499,0.826,0.752,0.544,0.742
540,0.783,0.511,0.400,0.379,0.499,0.826,0.752,0.543,0.742
541,0.783,0.511,0.399,0.379,0.498,0.826,0.751,0.542,0.741
542,0.783,0.510,0.399,0.378,0.498,0.826,0.751,0.541,0.741
543,0.783,0.510,0.398,0.378,0.497,0.826,0.750,0.540,0.740
544,0.783,0.510,0.398,0.378,0.496,0.825,0.750,0.539,0.740
545,0.783,0.509,0.397,0.377,0.496,0.825,0.749,0.538,0.739
546,0.783,0.509,0.397,0.376,0.495,0.825,0.749,0.537,0.739
547,0.783,0.509,0.396,0.376,0.494,0.825,0.749,0.536,0.738
548,0.782,0.508,0.395,0.375,0.493,0.824,0.748,0.535,0.738
549,0.782,0.508,0.395,0.375,0.492,0.824,0.748,0.534,0.737
550,0.782,0.508,0.394,0.374,0.491,0.824,0.747,0.533,0.737
551,0.782,0.507,0.394,0.374,0.491,0.824,0.747,0.532,0.736
552,0.782,0.507,0.393,0.373,0.490,0.824,0.746,0.531,0.736
553,0.782,0.507,0.392,0.373,0.489,0.823,0.746,0.530,0.735
554,0.782,0.506,0.392,0.372,0.489,0.823,0.746,0.529,0.735
555,0.782,0.506,0.391,0.372,0.488,0.823,0.745,0.529,0.734
556,0.782,0.506,0.391,0.371,0.487,0.823,0.744,0.528,0.734
557,0.782,0.505,0.390,0.371,0.487,0.822,0.744,0.527,0.734
558,0.781,0.505,0.390,0.370,0.486,0.822,0.744,0.526,0.733
559,0.781,0.505,0.389,0.370,0.485,0.822,0.743,0.525,0.733
560,0.781,0.504,0.388,0.369,0.484,0.822,0.743,0.524,0.732
561,0.781,0.504,0.387,0.368,0.484,0.821,0.742,0.522,0.732
562,0.781,0.504,0.387,0.368,0.483,0.821,0.742,0.521,0.731
563,0.781,0.503,0.386,0.367,0.482,0.821,0.741,0.520,0.730
564,0.781,0.503,0.385,0.367,0.481,0.820,0.741,0.519,0.730
565,0.781,0.502,0.384,0.366,0.480,0.820,0.740,0.518,0.729
566,0.781,0.502,0.383,0.365,0.479,0.820,0.739,0.517,0.728
567,0.781,0.502,0.383,0.365,0.478,0.820,0.739,0.516,0.727
568,0.781,0.501,0.382,0.364,0.477,0.819,0.739,0.514,0.727
569,0.780,0.501,0.381,0.363,0.476,0.819,0.738,0.513,0.726
570,0.780,0.500,0.380,0.362,0.475,0.819,0.737,0.512,0.725
571,0.780,0.500,0.379,0.362,0.473,0.819,0.737,0.511,0.725
572,0.780,0.499,0.378,0.361,0.472,0.819,0.736,0.509,0.724
573,0.780,0.499,0.377,0.360,0.471,0.818,0.736,0.508,0.724
574,0.780,0.498,0.375,0.359,0.469,0.818,0.735,0.506,0.723
575,0.780,0.498,0.374,0.358,0.468,0.818,0.735,0.505,0.722
576,0.780,0.497,0.373,0.357,0.467,0.817,0.734,0.503,0.721
577,0.780,0.496,0.372,0.356,0.465,0.817,0.733,0.501,0.721
578,0.779,0.496,0.370,0.355,0.463,0.817,0.733,0.500,0.720
579,0.779,0.495,0.369,0.354,0.461,0.817,0.732,0.498,0.719
580,0.779,0.494,0.367,0.353,0.459,0.816,0.732,0.496,0.718
581,0.779,0.494,0.366,0.352,0.457,0.816,0.731,0.494,0.717
582,0.779,0.493,0.364,0.351,0.455,0.816,0.730,0.492,0.716
583,0.779,0.492,0.362,0.349,0.453,0.815,0.730,0.490,0.716
584,0.779,0.491,0.361,0.348,0.451,0.815,0.730,0.488,0.715
585,0.778,0.490,0.359,0.347,0.448,0.815,0.729,0.486,0.714
586,0.778,0.489,0.357,0.346,0.446,0.814,0.728,0.484,0.713
587,0.778,0.489,0.356,0.344,0.443,0.814,0.728,0.481,0.713
588,0.778,0.487,0.354,0.343,0.441,0.814,0.727,0.479,0.712
589,0.778,0.486,0.352,0.341,0.438,0.813,0.727,0.477,0.711
590,0.778,0.486,0.350,0.340,0.435,0.813,0.726,0.474,0.710
591,0.778,0.484,0.348,0.338,0.432,0.813,0.725,0.472,0.709
592,0.778,0.484,0.346,0.337,0.429,0.812,0.725,0.469,0.707
593,0.777,0.482,0.344,0.335,0.426,0.812,0.724,0.466,0.706
594,0.777,0.481,0.341,0.333,0.423,0.811,0.723,0.464,0.705
595,0.777,0.480,0.339,0.332,0.420,0.811,0.722,0.461,0.704
596,0.777,0.478,0.336,0.330,0.416,0.811,0.722,0.458,0.703
597,0.776,0.477,0.334,0.328,0.412,0.810,0.721,0.454,0.702
598,0.776,0.475,0.331,0.326,0.408,0.810,0.721,0.451,0.700
599,0.776,0.474,0.328,0.323,0.404,0.809,0.720,0.448,0.699
600,0.775,0.472,0.326,0.321,0.401,0.809,0.719,0.444,0.698
601,0.775,0.471,0.323,0.319,0.397,0.808,0.718,0.441,0.696
602,0.775,0.470,0.321,0.318,0.394,0.808,0.718,0.439,0.695
603,0.775,0.469,0.319,0.316,0.392,0.807,0.717,0.436,0.694
604,0.774,0.468,0.318,0.315,0.390,0.807,0.717,0.434,0.693
605,0.774,0.467,0.316,0.314,0.388,0.807,0.716,0.432,0.693
606,0.774,0.466,0.315,0.313,0.387,0.806,0.715,0.431,0.692
607,0.774,0.466,0.314,0.312,0.385,0.806,0.715,0.429,0.691
608,0.774,0.465,0.313,0.311,0.384,0.806,0.714,0.428,0.690
609,0.774,0.464,0.312,0.310,0.382,0.805,0.713,0.426,0.690
610,0.773,0.464,0.311,0.309,0.381,0.805,0.713,0.425,0.689
611,0.773,0.463,0.309,0.308,0.380,0.805,0.712,0.424,0.688
612,0.773,0.462,0.308,0.307,0.378,0.804,0.711,0.422,0.687
613,0.773,0.462,0.307,0.306,0.377,0.804,0.710,0.421,0.686
614,0.772,0.461,0.306,0.306,0.376,0.804,0.710,0.419,0.686
615,0.772,0.460,0.305,0.305,0.374,0.803,0.709,0.417,0.685
616,0.772,0.460,0.304,0.303,0.373,0.803,0.708,0.416,0.684
617,0.772,0.459,0.303,0.302,0.371,0.802,0.708,0.414,0.683
618,0.771,0.458,0.301,0.301,0.370,0.802,0.707,0.413,0.682
619,0.771,0.458,0.300,0.301,0.369,0.801,0.706,0.411,0.681
620,0.771,0.457,0.299,0.300,0.367,0.801,0.705,0.410,0.681
621,0.771,0.456,0.298,0.299,0.366,0.800,0.705,0.408,0.680
622,0.771,0.455,0.297,0.298,0.365,0.800,0.704,0.406,0.679
623,0.770,0.455,0.296,0.297,0.363,0.800,0.703,0.405,0.678
624,0.770,0.454,0.295,0.295,0.361,0.799,0.702,0.403,0.677
625,0.770,0.453,0.293,0.294,0.360,0.799,0.701,0.401,0.676
626,0.770,0.452,0.292,0.293,0.359,0.798,0.701,0.400,0.676
627,0.769,0.452,0.291,0.293,0.357,0.798,0.700,0.398,0.675
628,0.769,0.451,0.290,0.292,0.355,0.797,0.699,0.396,0.674
629,0.769,0.450,0.289,0.291,0.354,0.797,0.698,0.395,0.673
630,0.768,0.449,0.288,0.289,0.353,0.796,0.697,0.393,0.672
631,0.768,0.448,0.287,0.288,0.352,0.796,0.697,0.392,0.671
632,0.768,0.447,0.286,0.287,0.350,0.795,0.696,0.390,0.670
633,0.767,0.447,0.285,0.287,0.349,0.795,0.695,0.389,0.670
634,0.767,0.446,0.283,0.286,0.347,0.794,0.694,0.387,0.669
635,0.766,0.445,0.282,0.285,0.346,0.794,0.693,0.385,0.668
636,0.766,0.444,0.281,0.284,0.345,0.793,0.693,0.384,0.667
637,0.766,0.444,0.280,0.283,0.343,0.793,0.692,0.383,0.666
638,0.766,0.443,0.279,0.282,0.342,0.792,0.691,0.381,0.666
639,0.765,0.442,0.278,0.281,0.341,0.791,0.690,0.379,0.665
640,0.765,0.441,0.277,0.280,0.339,0.791,0.690,0.378,0.664
641,0.764,0.441,0.276,0.279,0.338,0.791,0.689,0.376,0.663
642,0.764,0.440,0.275,0.278,0.337,0.790,0.688,0.375,0.662
643,0.764,0.439,0.274,0.277,0.335,0.790,0.687,0.374,0.661
644,0.763,0.438,0.273,0.276,0.334,0.789,0.687,0.372,0.661
645,0.763,0.438,0.272,0.275,0.333,0.789,0.686,0.371,0.660
646,0.763,0.437,0.271,0.274,0.331,0.788,0.685,0.369,0.659
647,0.762,0.436,0.270,0.274,0.330,0.788,0.684,0.368,0.658
648,0.762,0.435,0.269,0.273,0.329,0.787,0.683,0.366,0.658
649,0.762,0.434,0.268,0.272,0.327,0.787,0.683,0.365,0.657
650,0.761,0.434,0.267,0.270,0.326,0.786,0.682,0.363,0.656
651,0.761,0.433,0.266,0.269,0.324,0.786,0.681,0.362,0.655
652,0.760,0.432,0.265,0.268,0.323,0.785,0.681,0.360,0.654
653,0.760,0.431,0.264,0.268,0.321,0.785,0.680,0.359,0.654
654,0.760,0.430,0.263,0.267,0.320,0.784,0.679,0.357,0.653
655,0.759,0.429,0.261,0.265,0.318,0.784,0.679,0.356,0.652
656,0.759,0.428,0.260,0.264,0.316,0.783,0.678,0.354,0.651
657,0.758,0.427,0.258,0.263,0.314,0.783,0.677,0.352,0.650
658,0.758,0.426,0.257,0.262,0.312,0.783,0.676,0.350,0.650
659,0.757,0.425,0.256,0.261,0.311,0.782,0.676,0.349,0.649
660,0.757,0.424,0.255,0.260,0.309,0.782,0.675,0.348,0.648
661,0.756,0.423,0.254,0.259,0.308,0.781,0.675,0.346,0.648
662,0.756,0.423,0.253,0.258,0.307,0.781,0.674,0.345,0.647
663,0.756,0.422,0.252,0.257,0.306,0.780,0.673,0.344,0.647
664,0.756,0.421,0.251,0.256,0.305,0.780,0.673,0.343,0.646
665,0.755,0.421,0.250,0.256,0.304,0.780,0.672,0.342,0.645
666,0.755,0.420,0.250,0.255,0.303,0.779,0.672,0.341,0.645
667,0.755,0.419,0.249,0.255,0.303,0.779,0.671,0.340,0.645
668,0.754,0.419,0.248,0.254,0.302,0.779,0.671,0.339,0.644
669,0.754,0.418,0.247,0.253,0.301,0.778,0.670,0.338,0.643
670,0.754,0.417,0.246,0.252,0.300,0.778,0.669,0.337,0.643
671,0.753,0.417,0.245,0.252,0.299,0.778,0.669,0.337,0.642
672,0.753,0.416,0.245,0.251,0.298,0.777,0.668,0.336,0.642
673,0.753,0.416,0.244,0.250,0.297,0.777,0.668,0.335,0.641
674,0.752,0.415,0.243,0.249,0.296,0.777,0.667,0.334,0.641
675,0.752,0.414,0.242,0.249,0.296,0.776,0.667,0.332,0.640
676,0.752,0.414,0.242,0.248,0.295,0.776,0.666,0.331,0.639
677,0.751,0.413,0.241,0.247,0.293,0.775,0.665,0.330,0.639
678,0.751,0.412,0.240,0.246,0.292,0.775,0.665,0.329,0.638
679,0.751,0.412,0.239,0.246,0.291,0.775,0.664,0.328,0.638
680,0.750,0.411,0.238,0.245,0.290,0.774,0.664,0.327,0.637
681,0.750,0.410,0.238,0.245,0.289,0.774,0.663,0.326,0.636
682,0.750,0.410,0.237,0.244,0.288,0.774,0.663,0.324,0.636
683,0.749,0.409,0.236,0.243,0.286,0.773,0.662,0.323,0.635
684,0.749,0.408,0.236,0.242,0.285,0.773,0.661,0.322,0.634
